permit_number,case,proposal,assigned,confidence,verdict,evidence,note,spot_checked,reviewer
100935847,lot,none,,medium,none,"The only candidate, a 118 E 41st building completed 2021, fits the 2020 permits 100867290 and 100867314; this permit was issued 2021-10 and expired, too late for a 2021 building.",,False,subagent first pass
100991194,lot,none,,high,none,"The 2025-06 reinstatement of this permit says work must begin, so the house at 2846 N Sayre was not built; the candidates have no data.",,False,subagent first pass
100056604,townhouse,unresolved,,medium,unresolved,"No parcel measured and only 5 class-295 Pitney Ct candidates split across both sides (2843/2849 odd, 2848-2852 even); Broad St 278s belong to other permits, so 8 cannot be completed.",,False,subagent first pass
100097555,townhouse,unresolved,,low,unresolved,Expired permit with no measured home; only 4 candidates at 6615-6623 W 64th Pl against 6 permitted units.,,False,subagent first pass
100100775,townhouse,assign,13221020530000/13221020540000/13221020550000/13221020560000,high,assign,"4525-4533 W Irving Park share the 2006-10-17 alarm permits, forming the 5-unit row; 4517-4523 (2006-10-03) and 4537-4543 (2006-11-15) are separate 4-unit rows.",,False,subagent first pass
100105895,townhouse,unresolved,,low,unresolved,Expired sales-center permit with no measured home; only 3 scattered Eastgate/Finsbury candidates against 5 units.,,False,subagent first pass
100124316,townhouse,none,,medium,none,2006 permit expired and the address has a new 2017 permit for 8 townhomes; 2007-era candidates are on Emerald or the even side / far odd side (759-763) of 15th St.,,False,subagent first pass
100132600,townhouse,none,,medium,none,"Candidates are the 4 units of 807 W 37th Pl (alarm permit 2006-09-20, before this 2006-11-17 permit), not the 6-unit 3739-3749 S Lituanica row.",,False,subagent first pass
100139151,townhouse,unresolved,,low,unresolved,"Permit text says 2703-2715 N Hermitage (would add 2705-2715), but revision 100211206 at 2701 says addresses are 2701..., and 2008 address-correction revisions filed at 2665 and 2707 cross-reference 100211206 and 100165041, so the row's final addresses are unclear.",,False,subagent first pass
100160656,townhouse,unresolved,,low,unresolved,"Permit names 4251/4253/4255 W Montrose; only one candidate (4358 N Tripp, first assessed 2010) is available for the two missing units.",,False,subagent first pass
100179564,townhouse,assign,13243050470000/13243050460000,medium,assign,"PD building #10: 3014 (2324 sq ft end), 3016 (1762 middle), 3018 (2324 end) form the 3-unit row; 3012 is the end unit of the adjacent building.",,False,subagent first pass
100185577,townhouse,assign,13333270760000/13333270770000,high,assign,Description lists lots 75-77 at 1910/1912/1914 N Lotus.,,False,subagent first pass
100190745,townhouse,assign,13333270970000/13333270980000/13333270990000/13333271000000/13333271010000/13333271020000/13333271030000/13333271040000,high,assign,Description lists lots 97-105 at 5418/5416/5414/5412/5408/5406/5404/5402/5400 W Hanson.,,False,subagent first pass
100199964,townhouse,assign,13333271330000/13333271340000/13333271350000/13333271360000,high,assign,Description lists lots 133-137 at 5252/5250/5246/5244/5240 W Hanson.,,False,subagent first pass
100202302,townhouse,none,,high,none,"2008-03-12 revision 100227375 changed this permit from four units to one; 3623 and 3625 were renumbered under their own address-change permits (from 3619, 3621).",,True,subagent first pass
100231104,townhouse,unresolved,,low,unresolved,"11 units (9 townhomes + 2 duplex) but 2734 N Lakewood has its own 2015 house permit, leaving only 7 candidates (1303/1309 Diversey, 2748 N Lakewood units 1-5) to add to 1301.",,False,subagent first pass
100261678,townhouse,none,,medium,none,"Parent parcel: measured no-address PIN (first assessed 2009, land 4649) was split into 4421/4423/4425 S Lake Park PINs first assessed 2010, so adding them double-counts.",,False,subagent first pass
100317576,townhouse,unresolved,,low,unresolved,"Measured no-address PIN (land 5128, 5 dwelling units) looks like a parent; 960/962 W 37th belong to the Lexington Bridgeport permit 100262850, and 3624-3630 S Sangamon (built 2008, before this 2009 permit) give only 6 of 8.",,False,subagent first pass
100494413,townhouse,assign,13043120550000,high,assign,Member permit 100494413 is at 5212 W Olive and the candidate is the 2011 house at that address; the Latrobe houses have their own permits.,,False,subagent first pass
100520950,townhouse,assign,13354180420000/13354180430000/13354180460000/13354180470000/13354180480000,high,assign,Description lists the row 3565-3575 W Wabansia; the candidates are exactly 3567/3569/3571/3573/3575.,,False,subagent first pass
100526918,townhouse,none,,medium,none,"Parent parcel: measured no-address PIN (first assessed 2015, land 5000) was split into 3001 and 3003 S Canal (first assessed 2016, land 2401/2501).",,False,subagent first pass
100551077,townhouse,none,,medium,none,"Parent parcel: measured no-address PIN (first assessed 2015, land 12000) was split into 11237 and 11243 S Albany (first assessed 2016, land ~6048 each).",,True,subagent first pass
100559794,townhouse,assign,13031300270000,medium,assign,"Member permit 100559794 is at 6028 N Hiawatha and candidate 6028 (class 278, first assessed 2016, same year as the measured 6032 home) is its house.",,False,subagent first pass
100573918,townhouse,assign,14313200330000/14313200340000/14313200350000/14313200360000/14313200380000/14313200390000/14313200400000,high,assign,"Floor areas repeat in 8-unit buildings; 1741-1755 N Winnebago (2209 ends, 2211 center pair incl. 1749) is this building, while 1705-1719 belongs to permit 100545392.",,False,subagent first pass
100641306,townhouse,assign,17223030590000/17223030600000/17223030610000/17223030620000/17223030630000/17223030640000/17223030650000/17223030660000,medium,assign,Building 2 is the 9-unit run 1702-1728 S Prairie (larger end lots at 1702 and 1728); the 1628-1646 run belongs to sibling permit 100641307 (revision at 1630).,,True,subagent first pass
100658165,townhouse,assign,20232131100000,medium,assign,"Measured no-address PIN (land 6870, first assessed 2018) matches the earlier 1373 E 64th house (permit 2016-10, land 6919); 1375 E 64th (built 2018, first assessed 2019) is the second member's house at its own address.",,False,subagent first pass
100688738,townhouse,assign,17202240630000/17202240640000/17202240650000/17202240660000/17202240690000/17202240700000,medium,assign,"Seven same-year (2019) class-295 homes wrap the corner: 1426/1428/1430/1434 S Halsted and 802/806/810 W 14th Pl, exactly completing the 7 units.",,True,subagent first pass
100708162,townhouse,assign,17211330270000/17211330280000/17211330290000/17211330310000/17211330320000/17211330330000/17211330340000,high,assign,"The 8 townhomes are the 2018-built, 2019-assessed row 725-739 W 15th St on the permit's own side of the street.",,False,subagent first pass
100733208,townhouse,assign,17301220380000/17301220390000/17301220400000/17301220410000,medium,assign,"Assessor lists 2241 (W) Coulter units 1-4 (built 2018, first assessed 2019, end lots 2334/1880) as one 4-unit building at the permit address.",,True,subagent first pass
100766406,townhouse,assign,13081030300000,high,assign,Member permit 100766494 is at 6225 W Gregory and the candidate is the new house at that address.,,False,subagent first pass
100768528,townhouse,assign,17301220570000/17301220580000,medium,assign,"2257 W Coulter units 3-4 are PINs 0590/0600; PINs 0570 (end lot 4104) and 0580 (1549) complete the 4-unit building, with 0620-0640 forming the next building.",,True,subagent first pass
100805767,townhouse,none,,medium,none,"Parent parcel: measured no-address PIN (land 7500, first assessed 2020) was later split into the two 4022 Belle Plaine PINs (land ~3766 each, first assessed 2021).",,False,subagent first pass
100818415,townhouse,none,,high,none,"3450 N Keating is a renovation of an existing house, and 3408/3410 N Keating have their own new-construction permits (100797790/100797792); the measured PIN (land 13500) looks like a parent lot.",,False,subagent first pass
100926668,townhouse,assign,17332080650000/17332080670000/17332080690000/17332080710000/17332080730000/17332080750000,high,assign,"Permit covers 3213-3227 S Stewart; the 2023-built odd Stewart homes 3215/3217/3219/3223/3225/3227 complete the 7, while 3201-3211 belong to 100821143 and Shields to 100926667.",,False,subagent first pass
100948673,townhouse,unresolved,,low,unresolved,"3638 S Western A-F has its own permit 100948736, and the 18 generic 3600 S Western PINs form three 6-unit buildings with no evidence of which one is 3624 (sibling permit 100948644 also exists).",,False,subagent first pass
100960932,townhouse,none,,medium,none,"Candidates are 3853-3857 S Calumet (built 2023, about 1940 sq ft), not the permit's 336/338 E Pershing units (measured 334 built 2024, 1720 sq ft).",,False,subagent first pass
100092899,townhouse,unresolved,,medium,unresolved,"Only one candidate (1531 W Byron, built 2008) for a 6-unit row at 1521 W Byron; 5 homes are needed so the count cannot be completed.",,False,subagent first pass
100097556,townhouse,unresolved,,low,unresolved,"No measured home; only 4 candidates on W 64th Pl (6615-6623, first assessed 2014) for a 6-unit permit on W 65th St, and a 2013 foundation permit covers 6601-6609 W 64th Pl.",,False,subagent first pass
100100776,townhouse,assign,13221020510000/13221020500000/13221020490000/13221020480000,high,assign,"4537-4543 W Irving Park got alarm permits on 2006-11-15 with 4535 (B100145741-54), same 2057 sq ft class 295; 4517-4533 were wired on separate dates as other rows.",,True,subagent first pass
100116415,townhouse,unresolved,,medium,unresolved,Description lists 712-726 E Pershing (8 units) but only 714 and 716 are candidates; 7 homes are needed.,,False,subagent first pass
100126553,townhouse,assign,14304032190000/14304032200000/14304032210000/14304032220000/14304032230000/14304032240000/14304032250000/14304032260000,high,assign,"Description says nine units 2664 thru 2714 N Hermitage; 2664 plus 2700-2714 even (block jump at 2700) is exactly nine, all class 295 first assessed 2008.",,True,subagent first pass
100132618,townhouse,none,,medium,none,"No parcels at 817-827 W 37th Pl; candidates are 807 W 37th Pl units and 3740-3746 S Halsted, a separate development with an alarm permit (2006-09-20) before this permit was issued.",,False,subagent first pass
100139152,townhouse,unresolved,,low,unresolved,"Only 2719 and 2721 N Hermitage remain on Hermitage for the 7 units 2717-2729; the rest were likely readdressed (revision 100251431 corrects addresses) possibly to 1715-1725 W Schubert, but which 4 of 6 cannot be decided.",,False,subagent first pass
100182684,townhouse,assign,13243050380000,medium,assign,"Two-unit building 5 with 3019 W Cornelia (2324 sq ft); 3021 is the adjacent address with the same 2324 sq ft end-unit size, while 3015 (past a skipped 3017) fits as the end of the 3003-3015 row.",,True,subagent first pass
100185611,townhouse,assign,13333270790000/13333270800000,high,assign,"Description lists lots 78-80 at 1916, 1918 and 1920 N Lotus; 1918 and 1920 are candidates.",,False,subagent first pass
100199949,townhouse,assign,13333270210000/13333270220000/13333270230000/13333270240000/13333270250000/13333270260000/13333270270000/13333270280000,high,assign,Description lists lots 20-28 at 5227-5243 W Galewood (9 units); 5229-5243 are candidates with matching GW-6 sizes.,,False,subagent first pass
100202293,townhouse,none,,high,none,2008-03-12 permit 100227373 changed this permit from four units to one unit townhome; 3623/3625 were readdressed under their own permits.,,False,subagent first pass
100202309,townhouse,none,,high,none,2008-03-12 permit 100227376 changed this permit from four units to one unit townhome; 3623/3625 were readdressed under their own permits.,,False,subagent first pass
100234536,townhouse,none,,medium,none,"Only candidate is 606 W Stratford Pl, class 209, with a 2009 renovation/addition of an existing home, not one of the Cornelia townhomes; measured parcel (land 13000) may already cover the group.",,False,subagent first pass
100305798,townhouse,assign,16144070130000,high,assign,"Member permit 100305832 is the new house at 3227 W Flournoy, matching the candidate parcel (class 207, built 2008, 1846 sq ft).",,False,subagent first pass
100427054,townhouse,assign,14293040750000/14293040760000,medium,assign,"Member permits 100465843 and 100486813 are new houses at 2740 and 2744 N Lakewood, which match these candidates (first assessed 2015); measured parcel covers 2728.",,False,subagent first pass
100504426,townhouse,assign,13263110250000/13263110260000/13263110270000/13263110280000/13263110290000/13263110300000/13263110310000/13263110320000/13263110330000/13263110340000/13263110350000/13263110360000/13263110370000/13263110380000,high,assign,"Description gives range 2630-2658 N Ridgeway (15 even addresses); 2632-2658 are the 14 matching candidates, while Hamlin homes belong to permit 100553627.",,False,subagent first pass
100522158,townhouse,none,,medium,none,"Measured no-address parcel (first assessed 2015) is the parent lot; the six units 3634 W George A-F appear a year later (2016) as split parcels, so adding them double-counts.",,False,subagent first pass
100527454,townhouse,none,,high,none,"Measured no-address parcel has land 71206 sq ft covering the whole Hobbie/Cleveland/Oak development (first assessed 2015); the individual rowhome parcels appear in 2016, so adding them double-counts.",,False,subagent first pass
100553156,townhouse,assign,13362070070000/13362070080000/13362070090000/13362070100000/13362070110000/13362070130000/13362070140000/13362070210000/13362070220000/13362070290000/13362070300000/13362070310000/13362070320000,medium,assign,"14 single-house member permits on W Medill/W Belden; the 13 candidates (incl. second 2647 PIN between 2647 and 2643, likely 2645) each carry a member permit or fill the two members without listed addresses.",,False,subagent first pass
100562095,townhouse,none,,high,none,"Measured 2522 W Grenshaw is member 100591506; the only candidate, 2530 W Grenshaw, has its own new-construction permit 100597156 and no house at 2520 is offered.",,True,subagent first pass
100583215,townhouse,none,,high,none,"Only candidate 1752 N Central Park is a class 207 existing home renovated in 2015, not one of the 8 townhomes; the two measured parcels (dwelling_units 4) already cover the row.",,False,subagent first pass
100641307,townhouse,assign,17223030760000/17223030750000/17223030740000/17223030720000/17223030710000/17223030700000/17223030690000/17223030680000,high,assign,"Description gives 1626-46 S Prairie (building 3, 9 units); 1628, 1630 and 1636-1646 plus measured 1626 make exactly 9, while 1704-1728 are a different building.",corrected PIN prefix 13223030 to 17223030 (transcription slip; parcels listed in the evidence),False,subagent first pass
100661550,townhouse,assign,17312170280000,high,assign,"Member permit 100663890 is the new house at 1822 W 33rd Pl, matching this candidate; 1816 and 1814 have their own permits 100662079 and 100662080.",,False,subagent first pass
100698974,townhouse,assign,17301220420000/17301220430000/17301220440000/17301220450000/17301220460000,medium,assign,"Exactly five parcels at 2243 S Coulter (units 1, 2 and three unlabeled; built 2018, first assessed 2019) match the 5 DU building at 2243 W Coulter, with end-unit lands 1883 and 2311; permit is listed as expired.",,False,subagent first pass
100719515,townhouse,assign,17301220310000/17301220320000/17301220330000,high,assign,4 DU building at 2237 W Coulter; measured is unit 1 and 2237 Coulter units 2-4 complete the building.,,True,subagent first pass
100739872,townhouse,assign,16134280490000,high,assign,"Member permit 100739874 is the new house at 2556 W Grenshaw, matching this candidate (built 2019, first assessed 2020).",,False,subagent first pass
100768513,townhouse,assign,17301220520000/17301220530000/17301220550000/17301220560000,medium,assign,Measured 2255 unit 3 (PIN 0540) sits mid-row; PINs 0520-0560 reproduce the 2243 prototype land pattern (1882/1412/1411/1410/2315 vs 1883/1411/1412/1410/2311) for the 5 DU building.,,False,subagent first pass
100788370,townhouse,none,,high,none,"Measured no-address parcel has land 94248 sq ft (first assessed 2019) covering the whole Hillock site; the nine individual houses 2559-2579 S Hillock appear in 2020 as split parcels, so adding them double-counts.",,True,subagent first pass
100807767,townhouse,assign,13224250160000,high,assign,Measured 4321 W Henderson is member 100807766; the candidate at 4315 W Henderson is this permit's own address (100807767).,,False,subagent first pass
100922839,townhouse,unresolved,,low,unresolved,"Candidate 3434 S Normal matches size (2524 sq ft, built 2022) but shows no new-construction permit and is not next to 3422; the address of member 100922840 is unknown.",,False,subagent first pass
100930815,townhouse,none,,medium,none,"Measured no-address parcel (land 8150, first assessed 2023) covers two lots later split into 4724 and 4728 N Hermitage (land ~4140 each, first assessed 2024); 4722 has its own permit 100859890.",,False,subagent first pass
100948689,townhouse,unresolved,,low,unresolved,"No measured home; permit was reinstated in Nov 2024 before work began, 3638 S Western A-F belong to permit 100948736, and the generic 3600 S Western parcels (built 2023-2024) cannot be tied to this 6-unit building.",,False,subagent first pass
100965443,townhouse,unresolved,,low,unresolved,"Measured no-address parcel (land 4633, first assessed 2023) appears to have been re-PINed when 1630 and 1632 N Spaulding were assessed in 2024, so it is unclear which candidate duplicates it.",,False,subagent first pass
100160664,townhouse,unresolved,13154010400000,medium,assign,"Permit covers 4249 and 4251 W Montrose; the candidate 4358 N Tripp (next PIN, identical 1454 sq ft class 295, first assessed 2010 vs 2009) is likely the corner unit addressed on Tripp.",held: 4358 N Tripp is listed by permit 100160931,False,subagent first pass
100097554,townhouse,unresolved,,low,unresolved,5-unit permit at 6601 W 64th Pl (later 2014 SFR permit at same address); row 6615-6623 fits a 5-unit building but only 4 candidates (6617 missing) and it may belong to same-day 6-unit permit 100097557.,,False,subagent first pass
100097557,townhouse,unresolved,,low,unresolved,"6-unit permit at 6620 W 65th St; candidates are two separate 64th Pl rows (6633-6637 built 2007, 6615-6623 built 2006) with no address link and no 6-home run available.",,False,subagent first pass
100103284,townhouse,assign,13243050440000/13243050430000/13243050420000/13243050410000/13243050400000/13243050390000,high,assign,Description range 3447-59 N Whipple (typo 3047); 3449-3459 odd side all built 2007/assessed 2008 with 2324 sq ft ends and 1762 sq ft middles.,,False,subagent first pass
100124278,townhouse,unresolved,,low,unresolved,"11-unit PD 549 building at 701 W 15th St; candidates are at 743-763 W 15th St (built 2007 vs 2005) and only 5 exist, cannot reach 11.",,False,subagent first pass
100132543,townhouse,none,,high,none,Permit covers 829-833 W 37th Pl but candidates are at 3740-3746 S Halsted and 807 W 37th Pl; 829 later got its own 2013 SFR permit.,,False,subagent first pass
100139150,townhouse,assign,14304032560000/14304032540000/14304032530000/14304032520000/14304032510000/14304032500000/14304032490000,high,assign,"Revision 100211205 says 8-unit addresses start at 2649; 2649-2663 N Hermitage odd side gives 8 homes with the same 3064x4/2865x2/2584/4252 mix as the Schubert row, and 2665 belongs to the 7-unit revision 100211206.",,False,subagent first pass
100139153,townhouse,assign,14304032280000/14304032290000/14304032300000/14304032310000/14304032320000/14304032330000/14304032340000,medium,assign,Permit covers 1713-1725 W Schubert plus corner 2731 N Hermitage; 1715-1725 are the row and 2721 N Hermitage (4252 sq ft) is the corner unit matching the 3064x4/2865x2/2584/4252 mix of the sister 8-unit row.,,False,subagent first pass
100160931,townhouse,assign,13154010400000,high,assign,"Description lists 4356 & 4358 N Tripp; 4358 built 2008, assessed 2010, same 1454 sq ft as MEASURED 4356.",,False,subagent first pass
100182901,townhouse,assign,13333270730000/13333270740000,high,assign,"Description lists lots 5417, 5419, 5421 W Galewood; 5419 and 5421 are candidates built 2007/assessed 2008 with matching ~1568 sq ft.",,False,subagent first pass
100185612,townhouse,assign,13333270820000/13333270830000,high,assign,"Description lists lots 1922, 1924, 1926 N Lotus; 1924 and 1926 are candidates built 2007/assessed 2008.",,False,subagent first pass
100199963,townhouse,assign,13333271240000/13333271250000/13333271260000/13333271270000/13333271280000/13333271290000/13333271300000/13333271310000,high,assign,"Description lists lots 5310, 5308, 5306, 5302, 5300, 5262, 5258, 5256, 5254 W Hanson; all eight non-measured addresses are candidates built 2007/assessed 2008.",,False,subagent first pass
100202299,townhouse,none,,medium,none,2008 revision 100227374 changed 3611 W 50th Pl from four units to one; 3623 and 3625 were separately re-addressed (from 3619/3621) the same day and are not this permit's homes.,,False,subagent first pass
100202401,townhouse,none,,high,none,"Only candidate is a class 204 house at 12225 S Laflin built 2015 on a 10309 sq ft lot, not a townhouse at 12239 S Justine.",,False,subagent first pass
100238863,townhouse,none,,medium,none,Candidates are 960 W 37th St (own permit 100262850) and the 3702-3714 S Sangamon row across 37th St; the likely row 3624-3630 S Sangamon is not among this case's candidates.,,False,subagent first pass
100312149,townhouse,none,,medium,none,"Seven measured units at 959 W 37th St; unit 8 is not among candidates, which are the 3624-3630 S Sangamon row, 960 W 37th St (own permit 100262850) and 3702-3714 S Sangamon.",,False,subagent first pass
100473487,townhouse,assign,17333270670000,medium,assign,"Measured no-address PIN (2168 sq ft, assessed 2013) is the 3817 S Normal house later re-PINned as 3817 (same 2168 sq ft), so only 3819 S Normal for member 100500107 is added.",,False,subagent first pass
100506778,townhouse,assign,13043120360000,medium,assign,Member 100506778 is at 5646 N Lockwood and that candidate has the permit on record; 5655 and 5658 N Latrobe have their own permits 100534417 and 100528185.,,True,subagent first pass
100523795,townhouse,none,,high,none,"Parent parcels: two measured no-address PINs (2640 sq ft, land 4340 each, assessed 2015) were split into 2446/2444/2440 W Ohio (land ~2835-3054, assessed 2016); adding double-counts.",,False,subagent first pass
100545392,townhouse,assign,14313200180000/14313200190000/14313200200000/14313200210000/14313200220000/14313200230000/14313200240000,high,assign,"1705-1719 N Winnebago form a symmetric 8-unit building (2209 ends, 2169/2211 pairs), 1711 cites this permit, and 1729 N Winnebago starts sister permit 100573916's building at 1723.",,False,subagent first pass
100553627,townhouse,assign,13263110530000/13263110520000/13263110510000/13263110500000/13263110490000/13263110480000/13263110470000/13263110460000/13263110450000/13263110440000/13263110430000/13263110420000/13263110410000/13263110400000/13263110390000,high,assign,"Description covers 2629 thru 2659 N Hamlin (16 odd addresses); 2631-2659 are all candidates built 2014/assessed 2016 with 2142 sq ft, and the Ridgeway row belongs to reference app 100506352.",,False,subagent first pass
100573916,townhouse,assign,14313200250000/14313200260000/14313200270000/14313200310000/14313200320000/14313200300000/14313200290000,high,assign,"1723-1737 N Winnebago (with measured 1729) form a symmetric 8-unit building (2209 ends at 1723/1737, 2211 pair at 1729/1731); 1705-1719 belongs to permit 100545392.",,False,subagent first pass
100591547,townhouse,assign,16134280370000,high,assign,"Member permit 100597156 is at 2530 W Grenshaw, whose candidate matches the measured 2526 house (class 207, 1766 sq ft, assessed 2016).",,False,subagent first pass
100645761,townhouse,unresolved,,medium,unresolved,"The 42 units of member buildings 1 and 3-8 match exactly 42 candidates (2517-2529 W Homer; 1918 A-G; 1916 A-G + 1914; 1904 A-E; 1906 A-D + 1908; 2502-2518 W Cortland + 1902 N Campbell), but the measured no-address PIN (1776 sq ft, land 2976, assessed 2018 vs 2019) looks like a pre-split parent, so measured + 41 would double-count one unit.",,False,subagent first pass
100688417,townhouse,none,,medium,none,"Parent parcel: measured no-address PIN (land 2375, assessed 2019) predates 1800/1804/1806 W Warner PINs (assessed 2020, land 202-1459), so adding them double-counts; 4138/4140 N Ravenswood are building 2 under permit 100719869.",,False,subagent first pass
100699306,townhouse,assign,20033150510000,high,assign,Member permit 100717798 is at 4518 S Prairie; that candidate is a class 278 house built 2018/assessed 2019 like the measured 4510.,,False,subagent first pass
100719565,townhouse,assign,17301220340000/17301220350000/17301220360000/17301220370000,high,assign,"4DU townhome at 2239 Coulter; candidates 2239 Coulter units 1-4 (built 2018, assessed 2019, 1971 sq ft) are exactly the four homes at the permit address; neighbors 2237/2241/2243 are other buildings.",,False,subagent first pass
100751055,townhouse,none,,medium,none,"Parent parcel: measured no-address PIN (land 9375, assessed 2019) covers both lots later split into 6422 and 6426 N Olympia (land ~4650 each, assessed 2020); adding double-counts.",,False,subagent first pass
100768523,townhouse,assign,17301220490000/17301220510000,medium,assign,"Measured 2253 W Coulter units 1 and 3 are PINs 0480/0500; no-address PINs 0490 (land 1411) and 0510 (end, land 1882) fill the run and match the 2241 building's land pattern, all built 2019/assessed 2020.",,False,subagent first pass
100800731,townhouse,none,,medium,none,"Only candidate 12020 S Emerald has its own new-construction permit 100770416 (2018), which is not a member of this case.",,False,subagent first pass
100813594,townhouse,none,,high,none,"Parent parcel: measured no-address PIN (land 6250, assessed 2020) covers 5639 and 5641 Giddings, which were split out in 2021 (land ~3128 each); adding double-counts.",,False,subagent first pass
100926667,townhouse,assign,17332080640000/17332080660000/17332080680000/17332080700000/17332080720000/17332080740000,high,assign,"Description lists 3212, 3214, 3216, 3218, 3220, 3224, 3226 S Shields; the six non-measured addresses are candidates built 2023/assessed 2024 like measured 3212.",,False,subagent first pass
100948644,townhouse,assign,16364290310000/16364290340000/16364290350000/16364290360000,medium,assign,"Measured units E/D are PINs 0320/0330; the 0310-0360 run forms one six-unit building (corner end land 2504, other end 1509, built 2023) like the neighboring 0370-0420 and 0430-0480 groups; 3638 A-F belong to permit 100948736.",,False,subagent first pass
100960931,townhouse,none,,high,none,"Permit covers 3844-3858 S King Dr but only candidates are three homes at 3853-3857 S Calumet Ave, a different street.",,False,subagent first pass
