stage,case_id,category,verdict,dataset_building_id,building_name,street_address,residential_units,stories,completion_year,new_or_conversion,confidence,sources,evidence,note,site,subject,decision,value
missing_condominium_research,1733426012,removed_as_duplicate,in_data_partial,1587840,Park Boulevard,"3539-3540 S Dearborn St, Chicago",22,,2007,new,medium,,"Displacing building 1587840 sits 0.19 ft away but its own permit (100060280) covers only a 3-unit rowhouse at 43 W 35th Pl; its listed 42 dwelling_units comes from the shared assessor condo record 1733426014, which aggregates many separate small Park Boulevard buildings (several already have their own rows, e.g. 1746723-1746728).",Case's 22-unit count matches no single building; likely an interim declaration of the same phased association rather than a wholly separate structure. Same pattern seen in cases 1733423021 and 1935318064.,,,,
missing_condominium_research,1333327180,removed_as_duplicate,in_data_same_building,assessor_condominium_1333327181,,"1844 N Laramie Ave, Chicago",22,,2010,new,high,,"Displacing record is 0.11 ft from the case parcel, essentially identical location, in the Galewood/GW-3 townhome development. Same building, re-declared a year later with a revised unit count (20 to 22).",,,,,
missing_condominium_research,1935318064,removed_as_duplicate,in_data_partial,1788990,,"3802-3809 W 85th St, Chicago",20,,2006,new,medium,,Displacing building 1788990 is only 2 ft away but its own permit (100167808) covers a 3-unit townhouse at 3802-3806 W 85th St; its 26-unit count comes from the broader assessor record 1935318065. The case's own address (3809 W Columbus Ave) does not correspond to a real Chicago street at this location and looks like a data artifact.,"Same small subdivision, but no single dataset row matches the case's exact 20-unit count.",,,,
missing_condominium_research,1709259022,reported_built_before_2006_in_first_year,completed_before_2006,,400 N LaSalle,"400 N LaSalle St, Chicago",415,45,2004,new,high,https://www.fultongrace.com/river-north/400-n-lasalle-condos/ | https://www.chicagometroarearealestate.com/400-n-lasalle/,"Web sources place completion between 2003 and 2005 with 415-432 units across 45 floors, matching Assessor's first reported built year of 2003 (later revised to 2004/2005/2008).",No dataset row exists nearby because the tower predates the 2006-2022 construction window; the only nearby match (285 ft) is an unrelated 2010 foundation permit at 161 W Kinzie St.,,,,
missing_condominium_research,1715101026,reported_built_before_2006_in_first_year,in_data_partial,assessor_condominium_1715101025,The Legacy at Millennium Park,"60 E Monroe St, Chicago",355,72,2010,new,medium,https://www.highriseschicago.com/buildings/the-legacy-at-millennium-park/ | https://www.compass.com/building/the-legacy-chicago-il/592959366835554205/,"The Legacy at Millennium Park is a 72-story, ~355-360 unit condo tower completed 2010 by Related Midwest/Walsh Construction. The dataset's row (assessor_condominium_1715101025, 170 ft away) captures only 177 units (built=2009). Permit 1768090 explicitly names '73 STORY...THE LEGACY AT MELLINIUM PARK' but is marked no_new_building.","The case's own pin (351 units, matching the true unit count almost exactly) was excluded because its earliest assessor record showed built=1997, a spurious pre-redevelopment value; the retained dataset row undercounts the tower by roughly half.",,,,
missing_condominium_research,1710221083,reported_built_before_2006_in_first_year,completed_before_2006,,Riverview (RiverView east tower),"445 E North Water St, Chicago",262,27,2005,new,medium,https://www.streetervillehomes.com/chicago/445-E-North-Water.php | https://www.chicagometroarearealestate.com/445-e-north-water-chicago/,"Real-estate sources describe 445 E North Water (Riverview, east tower of RiverView) as first occupied around 2000-2005; Assessor records report built=2004 for 2006-2021 before revising to 2006 for 2022-2026. No dataset row exists within 300 ft.",Sources conflict on exact year (2000-2007) and unit count (98-265); treated as pre-2006 given the earliest and most repeated assessor value.,,,,
missing_condominium_research,1710400031,reported_built_before_2006_in_first_year,completed_before_2006,,The Lancaster,"201 N Westshore Dr, Chicago",207,30,2004,new,high,https://www.highriseschicago.com/buildings/the-lancaster/,"The Lancaster, a 30-story SOM-designed tower at 201 N Westshore Dr in Lakeshore East, was completed in 2004 with 207 units, matching Assessor's first reported built year of 2004 (later revised to 2006).","No dataset row exists nearby; the only nearby building (346-unit tower at 211 N Harbor Dr, built 2019) is a separate, unrelated project.",,,,
missing_condominium_research,1710107016,reported_built_before_2006_in_first_year,completed_before_2006,,The Pinnacle,"21 E Huron St, Chicago",213,48,2005,new,high,https://www.highriseschicago.com/buildings/the-pinnacle/ | https://www.chicagosluxurycondos.com/the-pinnacle-21-e-huron.php,"The Pinnacle, designed by Lucien Lagrange, is a 48-story, ~213-unit tower at 21 E Huron completed in 2005, matching the Assessor's first reported built year of 2004 (revised to 2006).","No dataset row exists nearby, consistent with a pre-2006 completion outside the dataset's window.",,,,
missing_condominium_research,1710103027,reported_built_before_2006_in_first_year,completed_before_2006,,The Fordham,"25 E Superior St, Chicago",224,52,2002,new,high,https://www.highriseschicago.com/buildings/the-fordham/,"The Fordham, a 52-story tower at 25 E Superior St in River North, was built 2002-2003 with 224 units, matching Assessor's first reported built year of 2002.","Only nearby dataset row is an unrelated 2015 foundation permit at 8 E Huron St, 200+ ft away, a separate later project.",,,,
missing_condominium_research,1722105039,reported_built_before_2006_in_first_year,completed_before_2006,,Museum Park Lofts,"125 E 13th St, Chicago",149,15,2002,new,high,https://www.highrises.com/buildings/chicago_il/museum-park-lofts_125-e-13th-st_3012 | https://soda.red/projects/united-states/illinois/chicago/2798,"Museum Park Lofts, a 15-story, 149-unit condo building in the Central Station/South Loop area, was completed in 2002 by Pappageorge Haymes, matching Assessor's first reported built year of 2004 (later revised to 2006).",No genuine dataset match nearby other than an unrelated 2006-built commercial-route building 285 ft away at 1255 S Michigan Ave.,,,,
missing_condominium_research,1704302055,reported_built_before_2006_in_first_year,completed_before_2006,,,"641 W Division St, Chicago",126,,2005,new,medium,https://www.redfin.com/IL/Chicago/641-W-Division-St-60610/unit-A/home/12650387,"Real-estate listings place this Old Town condo building's construction around 2001, while Assessor records show built=2005 (2006-2020) revised to built=2006 (2021-2026). All sources point to completion before 2006.",Exact completion year uncertain (2001 vs 2005) but consistently pre-2006; no dataset row exists within 300 ft.,,,,
missing_condominium_research,1704322022,reported_built_before_2006_in_first_year,completed_before_2006,,,"903 N Kingsbury St, Chicago",101,,2004,new,medium,https://www.dreamtown.com/buildings/river-village-lofts | https://www.rivernorthcondos.com/river-village-townhomes,903 N Kingsbury sits within the River Village redevelopment of former industrial riverfront land; the nearby River Village Lofts building (845 N Kingsbury) was completed in 2004. Assessor records for this pin show built=2005 (2006-2020) revised to 2006 (2021-2026).,"Could not confirm the exact building identity within River Village; nearest dataset match (943 N Crosby St, 27 units, built 2017) is an unrelated later project 274 ft away.",,,,
missing_condominium_research,1708448011,reported_built_before_2006_in_first_year,completed_before_2006,,,"908 W Madison St, Chicago",93,,2004,new,low,https://www.trulia.com/p/il/chicago/908-w-madison-st-s-11-chicago-il-60607--2488696994,"A Trulia listing for a unit at this address cites the building as built in 2002; Assessor records show built=2004 (2005-2018), revised to 2005 (2019-2020) and 2006 (2021-2026), consistent with pre-2006 completion.","Could not confirm a specific building name; searches repeatedly conflated it with the adjacent 148-unit 'Madison 901' tower at 901 W Madison (built 2007), which already has its own dataset row (building_id 1635212).",,,,
missing_condominium_research,1717220028,reported_built_before_2006_in_first_year,in_data_partial,assessor_condominium_1717220026,Zen Condos,225 S Sangamon St,82,9,2008,new,medium,https://www.westloopcondos.com/225-s-sangamon-zen.php | https://www.highrises.com/buildings/chicago_il/zen-condos_225-s-sangamon-st_2631,"Zen Condos, 225 S Sangamon: 9-story, 82-unit building built 2007-2008 (web). Dataset already has 2 rows at the identical coordinates (61u and 79u PINs), both retired IDs for the same building re-declared over time; the case PIN is a third, later re-declaration of the same site.","Real building has ~82-83 units total, not 140 as the 2 existing dataset rows would imply if summed; those rows are successive re-declarations of the SAME building over time, not separate structures.",,,,
missing_condominium_research,1720225050,reported_built_before_2006_in_first_year,conversion_of_existing_building,,University Commons (Bldg 06),1111 W 14th Pl,131,4,2006,conversion,high,https://lucidrealty.com/chicago-condominiums-directory-t-x/university-commons/ | https://universitycommonschicago.com/,University Commons comprises 6 historic 1920s South Water Market produce-warehouse buildings converted to condo lofts 2004-2007 (917-929 units total). This 131-unit parcel is one of those converted buildings.,"Correctly excluded as a conversion, not new construction.",,,,
missing_condominium_research,1408416040,reported_built_before_2006_in_first_year,completed_before_2006,,Sheridan Grande,4848 N Sheridan Rd,70,8,2004,new,high,https://www.compass.com/building/4848-n-sheridan-rd-chicago-il-60640/592997671770066157/ | https://www.dreamtown.com/buildings/the-sheridan-grande.html,"The Sheridan Grande is an 8-story, 70-unit condo built in 2004, matching the case's unit count exactly. Completion predates the 2006-2022 window even though the Assessor later revised its year-built to 2005/2006.",,,,,
missing_condominium_research,1717102049,reported_built_before_2006_in_first_year,in_data_same_building,2978928,1400 West Monroe Residences,1400 W Monroe St,38,7,2020,new,high,repo:tasks/prepare_permit_construction/output/construction_buildings.csv (building_id 2978928) | https://summitdb.com/summit-design-build-completes-1400-monroe/ | https://www.boothhansen.com/portfolio/1400-w-monroe-residences/,"Parcel centroids show pin10 1717102049 (last active 2022) and 1717102050 (active from 2023) sit at identical x/y coordinates; 1717102049 is the predecessor PIN for the same site, renumbered once the new 38-unit, 7-story '1400 West Monroe Residences' (built 2020-21) was finished.","Already measured in the dataset via permit building_id 2978928; the case PIN's own '2022 built 1931, 71 units' record looks like a stale/erroneous placeholder from the transition year.",,,,
missing_condominium_research,1728414027,reported_built_before_2006_in_first_year,completed_before_2006,,,2734 S Wentworth Ave,60,5,2004,new,high,https://www.homes.com/building/2734-wentworth-ave-chicago-il/b-xbr83m36pbtgh/,"2734 S Wentworth is a 5-story, 60-unit condo building built in 2004 per multiple listing sites, matching the case's unit count. Completion predates the 2006-2022 window despite the Assessor's later revision to 2006.",,,,,
missing_condominium_research,1728237039,reported_built_before_2006_in_first_year,conversion_of_existing_building,,Opera Lofts,2545 S Dearborn St,93,7,1909,conversion,high,https://www.compass.com/building/2545-s-dearborn-st-chicago-il-60616/593208076136030781/,"Opera Lofts occupies the Lyric Opera's 1909 scenery/costume workshop, converted to 93 loft condos in 2007; unit count matches the case exactly. A pre-1906 building conversion, not new construction; the Assessor's char_yrblt of 1925 is inaccurate but still pre-2006.",,,,,
missing_condominium_research,1708235049,reported_built_before_2006_in_first_year,missing_new_building,,The Apex,859 W Erie St,54,,2006,new,medium,https://www.compass.com/building/859-w-erie-st-chicago-il-60642/592706030118988053/ | repo:data_raw/construction_review/building_permits_full.csv (permit 100132564),"A construction hoist ('power climber') permit was issued for 859 W Erie in Aug 2006, showing the Apex condo tower was still under active construction then, which contradicts a listing site's claim of 'built 2004'. True completion is more consistent with 2006/2007.",No row for this address exists in construction_buildings.csv.,,,,
missing_condominium_research,1132115025,reported_built_before_2006_in_first_year,conversion_of_existing_building,,,1515 W Morse Ave,66,5,1970,conversion,medium,"https://hotpads.com/1515-w-morse-ave-chicago-il-60626-zs8f/building | repo:data_raw/construction_review/building_permits_full.csv (permits 100296208, 100684109, 100792512)","Assessor history consistently reports built 1970/1972 for this 66-unit elevator building (two 5-stop elevators); only routine parapet and elevator repair permits exist from 2009-2018, no new-construction permit.","Pre-1972 apartment building later condo-declared, not new construction.",,,,
missing_condominium_research,1708205017,reported_built_before_2006_in_first_year,missing_new_building,,,725 N Aberdeen St,45,6,2006,new,low,https://www.hellocondo.com/chicago-il/725-n-aberdeen-street-chicago-il-60642,"Listing sites describe a 6-story, ~62-unit condo built 2005 or 2006 (sources disagree); the Assessor's own record settled on 45 units / built 2006. No permit record was found in the raw permits file to independently confirm the completion date.",45 units per Assessor vs ~62 units per marketing sites -- discrepancy unresolved.,,,,
missing_condominium_research,1224431028,reported_built_before_2006_in_first_year,unsure,,,3258 N Harlem Ave,40,5,,new,low,https://www.compass.com/building/3258-n-harlem-ave-chicago-il-60634/592918370148131525/,"A listing site says built 2005 (5 stories, 40 units, exact unit match with the case), but this likely just echoes the Assessor's original char_yrblt rather than an independent source. No construction permit was found in the raw permits file.","Other buildings in this batch show the Assessor's 'built' value can be off by 1-2 years from true completion, so 2005 vs 2006 cannot be confirmed independently.",,,,
missing_condominium_research,1717204040,reported_built_before_2006_in_first_year,in_data_partial,1778489,Lux24 (24 S Morgan),16 S Morgan St,73,12,2008,new,medium,https://www.24smorgan.com/ | https://www.apartments.com/24-s-morgan-apartments-chicago-il/1mcj7j4/,"24 S Morgan ('Lux24') is a 12-story, 73-unit tower built 2008, matching dataset permit row 1778489 (deconverted from 75 to 73 units per revision permits #100264456/#100534111). That row has status 'no_parcel' with no measured dwelling_units.","The case PIN briefly held a 37-unit condo declaration 2009-2013 before the tower was deconverted to rental apartments; the building already has a row, just an incompletely measured one.",,,,
missing_condominium_research,1703228034,reported_built_before_2006_in_first_year,completed_before_2006,,The Belvedere,270 E Pearson St,42,16,2004,new,high,https://www.highrises.com/buildings/chicago_il/the-belvedere_270-e-pearson-st_4209 | https://www.chicagosluxurycondos.com/the-belvedere-condos.php,"The Belvedere is a 16-story, 42-unit luxury condo built in 2004 at 270 E Pearson, per multiple independent sources. Completion predates the 2006-2022 window.","The case's own later assessor revisions (2008, then 2009) are also inconsistent with a genuine 2006+ completion, reinforcing that char_yrblt is unreliable here.",,,,
missing_condominium_research,1132109022,reported_built_before_2006_in_first_year,conversion_of_existing_building,,,1416 W Lunt Ave,31,,1916,conversion,medium,https://www.apartments.com/1416-w-lunt-ave-chicago-il/37cqfxg/ | repo:data_raw/construction_review/building_permits_full.csv (permit 100824186),"Assessor history consistently reports built 1915-1917 for this 31-unit Rogers Park building; only a routine parapet masonry-repair permit (2019) exists, no new-construction record.",Pre-existing apartment building later condo-declared; the '2017' value in year_built_values is likely a data anomaly.,,,,
missing_condominium_research,1704424053,reported_built_before_2006_in_first_year,completed_before_2006,,1035 N Dearborn (JDL Development),1035 N Dearborn St,27,,2005,new,high,https://www.goldcoastcondos.com/1035-n-dearborn.php,"1035 N Dearborn is a boutique, 27-unit Gold Coast building built by JDL Development in 2005; unit count matches the case exactly. A real, distinct building from the 'Phase II' townhomes and '30 W Oak' condo already nearby in the dataset.",True completion (2005) predates the 2006-2022 window.,,,,
missing_condominium_research,2015422029,reported_built_before_2006_in_first_year,conversion_of_existing_building,,,715 E 62nd St,27,3,1922,conversion,medium,https://www.redfin.com/IL/Chicago/715-E-62nd-St-60637/unit-3/home/12624041 | repo:data_raw/construction_review/building_permits_full.csv (permit 100427884),"Redfin lists this as a 3-story, 27-unit building built in 1922, and a 2012 permit for a 'three story' rear porch corroborates the low-rise, pre-existing structure -- not the Assessor's reported 2005/2006. Unit count (27) matches the case exactly.",Pre-existing building later condo-declared.,,,,
missing_condominium_research,1407418020,reported_built_before_2006_in_first_year,conversion_of_existing_building,,,4845 N Wolcott Ave,25,3,,conversion,medium,https://www.atproperties.com/12003471/4845-n-wolcott-avenue-3w-chicago-illinois-60640-nei | repo:data_raw/construction_review/building_permits_full.csv (permit 100151178),"Listing describes 4845 N Wolcott as a 'historic courtyard building', and a Dec-2006 permit for 'exist condo apartment' renovation confirms the condo already existed by then, contradicting the Assessor's 2005/2006 new-construction implication.","Pre-2006 courtyard apartment building, likely early-20th-century vintage, later condo-declared.",,,,
missing_condominium_research,1710400044,reported_built_before_2006_in_first_year,in_data_same_building,1763876,Benton Place Parkhomes (Lakeshore East),421 E Benton Pl,25,,2009,new,high,"repo:tasks/prepare_permit_construction/output/construction_buildings.csv (building_id 1763876) | repo:data_raw/construction_review/building_permits_full.csv (permits at 181/175 N Westshore Dr, 421 E Benton Pl referencing 'AQUA BUILDING', pin 1710400044) | https://www.magellandevelopment.com/projects/benton-place-parkhomes/","Case PIN 1710400044 (25 units, 40 parking spaces, active 2010-2016) exactly matches Benton Place Parkhomes: 25 townhomes with a 40-car garage next to Aqua Tower, built 2009. Its successor pin10 1710318086 is already measured as building_id 1763876 (24 units, first assessed 2017).","Same complex renumbered from one PIN series to another; the nearest_2025_address of '400 E Randolph' is a geographic nearest-match artifact, not the real building.",,,,
missing_condominium_research,1708243058,reported_built_before_2006_in_first_year,conversion_of_existing_building,,,544 N Milwaukee Ave,20,5,,conversion,medium,https://www.apartments.com/544-n-milwaukee-ave-chicago-il/0lnhqr1/ | repo:data_raw/construction_review/building_permits_full.csv (permit 100080563),"A Jan-2006 permit explicitly describes 544 N Milwaukee as an 'EXISTING 5 STORY APARTMENT BUILDING', meaning it predates the Assessor's reported 2005/2006 year-built.","Likely an older River West apartment building condo-declared around 2006-2007, not new construction.",,,,
site_decision_research,,,,,Lincoln Park 2550 (2550 N Lakeview Ave),,219,,2011,,high,https://www.lincolnparkcondos.com/lincoln-park-2550-n-lakeview.php | https://www.fultongrace.com/lincoln-park/lincoln-park-2550-condos/,"PIN 1428319112 is stable at 219 units 2013-2026, land 143808, 2025 addresses '2550 N Lakeview Ave' with N/S/T tower-section labels, built 2011. Matches published 219-unit Lincoln Park 2550. Building 2173221 currently sums records 1428319112 and 1428319115 (two different buildings, different land codes) to a wrong 606 units.",,S01,2173221,measure_record,1428319112
site_decision_research,,,,,,,,,,,medium,,"78-unit, 2012-only condo declaration on land 136077, the same land code as PIN 1428319115. Retired from the 2025 address roll. Early phase of the separate 2520 N Lakeview tower (Building 2), not the 2550 N Lakeview building.",,S01,assessor_condominium_1428319097,drop_record,assessor_condominium_1428319115
site_decision_research,,,,,,,,,,,medium,,"190-unit, 2012-only condo declaration, same land 136077 as PIN 1428319115. Retired by 2013. Second interim phase of the 2520 N Lakeview tower before it reached its stable pin-count.",,S01,assessor_condominium_1428319098,drop_record,assessor_condominium_1428319115
site_decision_research,,,,,Lincoln Park 2520 (2520 N Lakeview Ave),,330,,2011,,low,https://www.dreamtown.com/buildings/2520-N-lakeview-ave | https://chicagoagentmagazine.com/2007/04/23/lincoln-park-2520-lincoln-park-chicago/,"Separate from 2550 N Lakeview: land 136077 vs PIN 112's 143808; 2025 addresses read '2520 N Lakeview Ave ###'. 2007 announcement: 3 towers (22/31/38 stories), 314 units, garage 625 cars. PIN shows 417 pins/yr; non-unit count fluctuates 0-87, likely unflagged garage pins. No row measures this building; using 330 (2015 residential count) as estimate, true count 314-417.",,S01,assessor_condominium_1428319115,keep_record,1428319115
site_decision_research,,,,,,,,,,,medium,,"Row sums 8 base PINs (1428319078-085) into land_sqft=1,150,464 (already flagged land_implausible). Likely leftover pre-redevelopment land-parcel records absorbed into the 2520 N Lakeview tower site, not a standing building.",,S01,assessor_residential_14283190780000,drop_record,not_a_building
site_decision_research,,,,,,,,,,,high,https://www.highriseschicago.com/buildings/the-fairbanks-at-cityfront-plaza/,"21-unit, 2007-only loft declaration; superseded by the stable 42-unit loft PIN 1710212031 (2008-2026). The Fairbanks at Cityfront Plaza has 42 base loft units plus 239 tower flats (281 total).",,S02,assessor_condominium_1710212029,drop_record,assessor_condominium_1710212031
site_decision_research,,,,,The Fairbanks at Cityfront Plaza - Loft Residences (240 E Illinois St),,42,,2006,,high,https://www.highriseschicago.com/buildings/the-fairbanks-at-cityfront-plaza/,"Stable 42-unit declaration continuously 2008-2026, 2025 addresses '240 E Illinois St 301-...'. Matches the published '42 loft units at the base' of the 281-unit Fairbanks.",,S02,assessor_condominium_1710212031,no_change,
site_decision_research,,,,,The Fairbanks at Cityfront Plaza - Tower Flats (240 E Illinois St),,239,,2006,,high,https://www.highriseschicago.com/buildings/the-fairbanks-at-cityfront-plaza/,"120-unit 2008 record was an interim flats-tower declaration. The complete flats tower is PIN 1710212040 (239 units stable 2009-2026, 2025 addresses '240 E Illinois St 1001' etc.), matching the published 239 tower flats. PIN 1710212044 (229 pins, all addressed '240 E Illinois St P###') is the parking garage, not residential.",,S02,assessor_condominium_1710212035,measure_record,1710212040
site_decision_research,,,,,,,,,,,high,https://100e14thst.com/,215-unit 2009 interim declaration of 1400 Museum Park; the complete building is already measured by permit row 1772472 on PIN 1722107080 (257 units).,,S04,assessor_condominium_1722107065,drop_record,1772472
site_decision_research,,,,,,,,,,,high,https://100e14thst.com/,"257-unit 2013 interim declaration, duplicate of the record already used by building 1772472.",,S04,assessor_condominium_1722107078,drop_record,1772472
site_decision_research,,,,,,,,,,,high,https://100e14thst.com/,"255-unit 2010/2011 interim declaration, duplicate of the record already used by building 1772472.",,S04,assessor_condominium_1722107074,drop_record,1772472
site_decision_research,,,,,1400 Museum Park (100 E 14th St / 1400 S Michigan Ave),,257,,2009,,high,https://100e14thst.com/ | https://www.homes.com/building/1400-museum-park-chicago-il/,"Already correctly measured on PIN 1722107080 (257 units, stable 2014-2026). Matches the published South Loop tower (33-34 stories, ~257-261 units, completed 2009).",,S04,1772472,no_change,
site_decision_research,,,,,,,,,,,high,https://www.pepperconstruction.com/project/1411-south-michigan | https://www.skyscrapercenter.com/building/1411-south-michigan-avenue/27670,"'51 E 14th St' and '1411 S Michigan Ave' are the same corner building: a 15-story, 199-unit residential tower ('1411 South Michigan') at Michigan Ave and 14th St. Row 2926141 (51 E 14th St, flagged units_disagree) duplicates row 2747189 (1411 S Michigan Ave) under a second address/PIN.",,S04,2926141,drop_record,2747189
site_decision_research,,,,,,,,,,,high,https://www.westloopcondos.com/225-s-sangamon-zen.php | https://www.fultongrace.com/west-loop/zen-condos/,61-unit 2008 interim declaration of Zen Condos; superseded by the stable 83-unit PIN 1717220028 (2012-2026).,,S03,assessor_condominium_1717220020,drop_record,assessor_condominium_1717220028
site_decision_research,,,,,,,,,,,high,https://www.westloopcondos.com/225-s-sangamon-zen.php | https://www.fultongrace.com/west-loop/zen-condos/,"79-unit 2011 interim declaration, also superseded by PIN 1717220028.",,S03,assessor_condominium_1717220026,drop_record,assessor_condominium_1717220028
site_decision_research,,,,,Zen Condos (225 S Sangamon St),,83,,2008,,high,https://www.westloopcondos.com/225-s-sangamon-zen.php | https://www.fultongrace.com/west-loop/zen-condos/,"No dataset row currently measures the complete building. PIN 1717220028 is stable at 83 units 2012-2026, 2025 address '225 S Sangamon St 301'; matches the published 9-story, ~82-83 unit building completed 2008.",,S03,assessor_condominium_1717220028,keep_record,1717220028
site_decision_research,,,,,,,,,,,high,https://www.streetervillehomes.com/chicago/600-N-Fairbanks.php | https://www.600nfairbanks.com/the-building,87-unit 2008 interim declaration; superseded by the stable 212-unit PIN 1710206035 (2009-2026).,,S05,assessor_condominium_1710206034,drop_record,assessor_condominium_1710206035
site_decision_research,,,,,600 N Fairbanks Ct,,212,,2007,,high,https://www.streetervillehomes.com/chicago/600-N-Fairbanks.php | https://www.600nfairbanks.com/the-building,"No existing row measures the complete building: the 41-story Helmut Jahn tower at 600 N Fairbanks Ct, 212 units, completed 2007. PIN 1710206035 has been stable at 212 units since 2009.",,S05,assessor_condominium_1710206035,keep_record,1710206035
site_decision_research,,,,,,,,,,,high,https://www.lincolnparkcondos.com/860-w-blackhawk.php,34-unit 2009 interim declaration; the complete building (SoNo) is already measured by permit row 1815507 on PIN 1705214022 (198-199 units).,,S06,assessor_condominium_1705214019,drop_record,1815507
site_decision_research,,,,,SoNo (860 W Blackhawk St),,198,,2009,,high,https://www.lincolnparkcondos.com/860-w-blackhawk.php,"Already correctly measured on PIN 1705214022. Matches the published 28-story, 198-unit SoNo condominium, completed 2009.",,S06,1815507,no_change,
site_decision_research,,,,,,,,,,,high,,"192-unit 2008 interim declaration (193 parking pins); superseded by the stable 2011-2026 declaration on PIN 1722303051 (161 residential units, 232 parking pins, consolidated land 60051). Matches 1600 S Prairie Ave, a 24-story, 161-unit condo building completed 2006.",,S07,assessor_condominium_1722303038,drop_record,assessor_condominium_1722303051
site_decision_research,,,,,1600 S Prairie Ave,,161,,2006,,high,,"No dataset row currently measures the complete building. PIN 1722303051 is stable at 393 total pins (161 residential + 232 parking) 2011-2026, 2025 addresses '1600 S Prairie Ave ###'; matches the published 1600 S Prairie Ave building.",,S07,assessor_condominium_1722303051,keep_record,1722303051
site_decision_research,,,,,,,,,,,high,https://www.rentcafe.com/apartments/il/chicago/mondial-river-west/default.aspx,"102-unit 2011 interim condo declaration of the building at 910 W Huron St (Mondial); it was fully declared at 141 units in 2012-2014 (PIN 1708213010), then converted from planned condos to a rental building and reclassified. It is now correctly measured as assessor_commercial_17082130110000 (141 units), the same site (0 ft apart in the dataset).",,S08,assessor_condominium_1708213008,drop_record,assessor_commercial_17082130110000
site_decision_research,,,,,Mondial River West (910 W Huron St),,141,,2012,,high,https://www.rentcafe.com/apartments/il/chicago/mondial-river-west/default.aspx,"Already correctly measured at 141 units, matching the condo declaration's final 2012-2014 count before the building converted to rental.",,S08,assessor_commercial_17082130110000,no_change,
site_decision_research,,,,,,,,,,,high,https://www.dreamtown.com/buildings/catalpa-gardens,55-unit 2008 interim declaration; superseded by the stable 126-unit PIN 1408200042 (2010-2026).,,S09,assessor_condominium_1408200035,drop_record,assessor_condominium_1408200042
site_decision_research,,,,,Catalpa Gardens (1122 W Catalpa Ave),,126,,2008,,high,https://www.dreamtown.com/buildings/catalpa-gardens,"No dataset row currently measures the complete building. PIN 1408200042 is stable at 126 units 2010-2026, 2025 address '1122 W Catalpa Ave 403'; matches the published 11-story, 126-unit Catalpa Gardens.",,S09,assessor_condominium_1408200042,keep_record,1408200042
site_decision_research,,,,,,,,,,,high,https://www.streetervillehomes.com/chicago/550-N-St-Clair.php,99-unit 2009 interim declaration; the complete building is already measured by permit row 1662742 on PIN 1710122033 (111 units).,,S10,assessor_condominium_1710122027,drop_record,1662742
site_decision_research,,,,,,,,,,,high,https://www.streetervillehomes.com/chicago/550-N-St-Clair.php,"104-unit 2010 interim declaration, same superseded chain toward PIN 1710122033 / permit row 1662742.",,S10,assessor_condominium_1710122029,drop_record,1662742
site_decision_research,,,,,550 N St Clair St,,111,,2008,,high,https://www.streetervillehomes.com/chicago/550-N-St-Clair.php,"Already correctly measured on PIN 1710122033. Matches the published 26-story, 111-unit building at 550 N St Clair St.",,S10,1662742,no_change,
site_decision_research,,,,,,,,,,,high,https://www.homesbymarco.com/subdivisions/950_w_leland_in_chicago_il,19-unit 2008 interim declaration; superseded by the stable 59-unit PIN 1417206076 (2010-2026).,,S11,assessor_condominium_1417206070,drop_record,assessor_condominium_1417206076
site_decision_research,,,,,950 W Leland Ave,,59,,2007,,high,https://www.homesbymarco.com/subdivisions/950_w_leland_in_chicago_il,"No dataset row currently measures the complete building. PIN 1417206076 is stable at 59 units 2010-2026, 2025 address '950 W Leland Ave 301'; matches the published 7-story, 60-unit building completed 2007.",,S11,assessor_condominium_1417206076,keep_record,1417206076
site_decision_research,,,,,"Fifteen Fifty on the Park, 1550 N Clark St",,32,,2019,,high,https://www.compass.com/building/1550-n-clark-st-chicago-il-60610/593342633795631389/ | https://www.lincolnparkcondos.com/1550-n-clark-1550-on-the-park.php,"1550 N Clark ('Fifteen Fifty on the Park') is a 10-story, 32-unit condo completed 2019. Permit row 2890142 (32-unit permit) is currently measured on interim PIN 1704206011 (2 units, first sale only); it should measure on PIN 1704206015 (32 units), the record matching the complete building.",,S12,2890142,measure_record,1704206015
site_decision_research,,,,,"Fifteen Fifty on the Park, 1550 N Clark St",,32,,2019,,high,,"Same address/parcel as permit row 2890142. Once 2890142 is remeasured on this PIN (32 units), this standalone assessor-only row duplicates the same building.",,S12,assessor_condominium_1704206015,drop_record,2890142
site_decision_research,,,,,4150 N Kenmore Ave,,23,,2007,,high,https://www.apartments.com/4150-n-kenmore-ave-chicago-il-unit-407/gb0rzpy/,"Confirmed 4-story, 23-unit, 2007-built condo at 4150 N Kenmore. Row already measured on PIN 1417401077 (23 units), matching the real building.",,S13,1756366,no_change,
site_decision_research,,,,,4150 N Kenmore Ave,,23,,2007,,high,,"9-unit record (first assessed 2009) is an interim declaration of the same 4150 N Kenmore building before the full 23-unit declaration (PIN 1417401077, measured by row 1756366) took effect; same site, no separate address.",,S13,assessor_condominium_1417401076,drop_record,1756366
site_decision_research,,,,,4129 N Kenmore Ave 1S,,7,,2006,,medium,,Distinct address ~284 ft from 4150 N Kenmore with its own land parcel (7480 sqft vs 10971 sqft); appears to be a separate small building unrelated to the 4150 N Kenmore re-declaration.,,S13,assessor_condominium_1417404067,no_change,
