matter_id,pd_far_update_source,pd_transition_type,from_code,to_code,from_far_update,to_far_update,far_change_update,far_direction_update,pd_far_value_update,pd_far_role_update,confidence,matter_intro_date,matter_passed_date,review_packet_id,review_row,evidence,notes,reviewer,review_date
SO2015-4174,chatgpt_review,base_to_pd,DC-16,PD,16.0,20.502,4.502,upzone,20.502,total_far,high,2015-05-20,2015-09-24,packet_01,18,"Bulk table and statement list Base FAR 16.00, Plaza Bonus 2.531, Sidewalk Widening Bonus 1.971, Total FAR 20.502.",Use total PD FAR including bonuses.,ChatGPT,2026-07-03
SO2015-4175,chatgpt_review,base_to_pd,B3-5,PD,5.0,5.0,0.0,same,5.0,maximum_floor_area_ratio,high,2015-05-20,2015-09-24,packet_03,15,Bulk table lists Maximum Floor Area Ratio: 5.0.,Use whole-PD maximum FAR 5.0.,ChatGPT,2026-07-03
SO2015-4176,chatgpt_review,base_to_pd,DX-7,PD,7.0,10.36,3.36,upzone,10.36,total_far,high,2015-05-20,2015-09-24,packet_03,16,"Bulk table lists Base FAR 7.00, Upper Level Setbacks 0.21, Affordable Housing 1.75, Transit Infrastructure 1.40, Total FAR 10.36.",Use total PD FAR including bonuses.,ChatGPT,2026-07-03
O2015-4643,chatgpt_review,base_to_pd,RM-5,PD,2.0,2.0,0.0,same,2.0,maximum_permitted_far,high,2015-06-17,,packet_13,12,Bulk table lists MAXIMUM PERMITTED FAR: 2.0.,Use whole-PD maximum FAR 2.0.,ChatGPT,2026-07-03
SO2015-4622,chatgpt_review,base_to_pd,BL-2,PD,2.2,5.0,2.8,upzone,5.0,maximum_floor_area_ratio,high,2015-06-17,2016-01-13,packet_06,4,Bulk table lists Maximum Floor Area Ratio 5.0.,Evidence shows B1-2 to B3-5 to PD; use pre-ordinance B1-2 FAR 2.2 and final PD FAR 5.0.,ChatGPT,2026-07-03
SO2015-4648,chatgpt_review,base_to_pd,B3-2,PD,2.2,3.5,1.3,upzone,3.5,maximum_floor_area_ratio,high,2015-06-17,2015-09-24,packet_03,6,Bulk table lists Maximum Floor Area Ratio: 3.50.,Use whole-PD maximum FAR 3.50.,ChatGPT,2026-07-03
SO2015-5313,chatgpt_review,base_to_pd,C2-1,PD,1.2,3.5,2.3,upzone,3.5,maximum_floor_area_ratio,medium,2015-07-29,2015-12-09,packet_06,13,Narrative says the proposed maximum floor area ratio for this Residential Business Planned Development will be 3.5.,Use narrative-supported project FAR 3.5.,ChatGPT,2026-07-03
SO2015-5371,mechanical_text_high,base_to_pd,BL-1,PD,1.2,2.2,1.0,upzone,2.2,to_far_text,high,2015-07-29,2015-09-24,,,"... , 2015 Plan Commission: September 17, 2015 OASIAIOI 193308.4 FINAL FOR PUBLICATION RESIDENTIAl^-TrUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 72,224 Area of Public Rights-of-Way (sf): 13,240 Net Site Area (sf): 58,984 Maximum Floor Area Ratio: 2.2 Maximum Number of Dwelling Units: 95 Minimum Off-Street Parking Spaces: 116 Minimum Bicycle Parking Spaces: 87 Minimum Off-Street Loading Spaces: 1 (IC x 50'); 1 (IC x 25') Maximum Building Height: SCO"" Minimum Setbacks: In conformance with the Plans 1 Applic ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2015-6353,chatgpt_review,base_to_pd,DX-12,PD,12.0,13.484,1.484,upzone,13.484,total_far,high,2015-09-24,2016-06-22,packet_03,4,"Statement lists Base FAR 12.000, Affordable Housing Bonus 1.484, Total FAR 13.484.",Use total PD FAR; subarea A designed FAR 12.84 is not whole-project FAR.,ChatGPT,2026-07-03
SO2015-6359,chatgpt_review,base_to_pd,DX-3,PD,3.0,6.0,3.0,upzone,6.0,total_far,high,2015-09-24,2017-01-25,packet_05,9,"Statement says base FAR 5.0 plus bonus FAR 1.0; with this bonus FAR, total FAR for the Planned Development is 6.0.",Mechanical 17.4 is not supported by quoted evidence; use stated total PD FAR 6.0.,ChatGPT,2026-07-03
SO2015-6375,chatgpt_review,base_to_pd,CL-1,PD,1.2,4.0,2.8,upzone,4.0,maximum_far,high,2015-09-24,2016-06-22,packet_06,5,Bulk table lists Maximum FAR 4.0.,Use whole-PD maximum FAR 4.0.,ChatGPT,2026-07-03
SO2015-6384,chatgpt_review,base_to_pd,DS-3,PD,3.0,6.0,3.0,upzone,6.0,total_far,high,2015-09-24,2016-05-18,packet_02,10,Statement says base FAR 5.0 plus Affordable Housing Bonus 1.0 for a total FAR of 6.0.,Original parsed base is DS-3=3.0; final PD FAR is 6.0.,ChatGPT,2026-07-03
SO2015-6392,chatgpt_review,base_to_pd,M2-3,PD,3.0,4.25,1.25,upzone,4.25,maximum_floor_area_ratio,high,2015-09-24,2016-03-16,packet_03,7,Bulk table lists Maximum Floor Area Ratio: 4.25.,Use whole-PD maximum FAR 4.25.,ChatGPT,2026-07-03
SO2015-6393,chatgpt_review,base_to_pd,DX-7,PD,7.0,9.65,2.65,upzone,9.65,total_far,high,2015-09-24,2016-04-13,packet_02,13,"Statement lists Base FAR 7.00, Affordable Housing 1.75, Transit Station Improvements .90, Total FAR 9.65.",Use total PD FAR including bonuses.,ChatGPT,2026-07-03
SO2015-6394,mechanical_text_high,base_to_pd,DX-16,PD,16.0,21.085,5.085,upzone,21.085,to_far_text,high,2015-09-24,2016-05-18,,,"... rovements to be constructed on the Property will utilize the following series of FAR bonuses: Description (list of all bonuses applied for and calculations) FAR Base FAR: 16.000 Concealed Parking Facade 1.575 Setback Bonus 2.493 Affordable Housing Bonus 1.017 Total FAR: 21.085 9. The Applicant acknowledges and agrees that the rezoning of the Property from DX-16 Mixed Use District to this Planned Development triggers the requirements of Section 2-45- Applicanl; 1000 SOUTH MICHIGAN EQUITIES, LLC Address: 920-1006 S MlClllCAH AVE., 10 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2015-6395,chatgpt_review,base_to_pd,B3-5,PD,5.0,5.0,0.0,same,5.0,maximum_floor_area_ratio,high,2015-09-24,2016-05-18,packet_08,3,Bulk table lists Maximum Floor Area Ratio 5.0.,Use whole-PD maximum FAR 5.0.,ChatGPT,2026-07-03
SO2015-6396,mechanical_text_high,base_to_pd,CL-2,PD,2.2,4.0,1.8,upzone,4.0,to_far_text,high,2015-09-24,2017-06-28,,,"... LFon RESIDENTIAL BUSINESS PLANNED DEVELOPMENT PLAN OF DEVELOPMENT BULK REGULATIONS AND DATA TABLE GROSS SITE AREA = Net Site Area ^- Area remaining in the public right-of-way 21,366.00 sq. ft. (0.49 acres) = 17,604 (0.40 acres) + 3,762.00 sq. ft. (0.09 acres) FAR: 4.00 SETBACKS FROM PROPERTY LINE: In substantial conformance with the Site Plan and Elevations MAXIMUM NUMBER OF DWELLING UNITS: 100 MINIMUM NUMBER OF ACCESSORY OFF-STREET PARKING: 30 MINIMUM NUMBER OF BICYCLE PARKING SPACES 100 MINIMUM NUMBER OF OFF-STREET LOADIN ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2015-6404,chatgpt_review,base_to_pd,RM-5,PD,2.0,8.25,6.25,upzone,8.25,maximum_far_pd,high,2015-09-24,2016-03-16,packet_01,7,"Bulk table lists Maximum FAR by subarea A 15.79, B 3.19, C 4.20, and Maximum Floor Area Ratio (FAR) (PD): 8.25.",Mechanical 15.79 is a subarea value; whole-PD FAR is 8.25.,ChatGPT,2026-07-03
SO2015-6418,chatgpt_review,base_to_pd,C2-2,PD,2.2,3.39,1.19,upzone,3.39,maximum_floor_area_ratio,high,2015-09-24,2016-01-13,packet_07,4,"Bulk table lists Maximum Floor Area Ratio 3.39, with Subarea A 3.06, Subarea B 5.0, and Subarea C 0.","Use whole-PD FAR 3.39, not subarea values.",ChatGPT,2026-07-03
SO2015-6429,chatgpt_review,base_to_pd,DX-16,PD,16.0,18.56,2.56,upzone,18.56,maximum_floor_area_ratio,high,2015-09-24,2016-06-22,packet_06,11,Bulk table lists Maximum Floor Area Ratio 18.56; statement says base FAR 16.0.,Use whole-PD maximum FAR 18.56.,ChatGPT,2026-07-03
SO2015-6431,mechanical_text_high,base_to_pd,DX-5,PD,5.0,8.0,3.0,upzone,8.0,to_far_text,high,2015-09-24,2016-03-16,,,"... e effective FAR Bonus for Off-Site Improvements is equal to the FAR Bonus"" Cap .-..jSi/ni/TTa/ry. , . ' ' "" • — - ^ ; • • • - _ _ • • Base FAR , ' . -•--•5 . ' •- • • ' FAR BonuS:for On-Site Improvements ' '•• . 0 ... • FAR Bonus for Off-Site Improvements 3 ' Total FAR ' 8 1 , • . .. , Total Financial Contribution $3,320,976 Maximurh Rpor Area withJBase FAR , 160,900-sf Floor Area vyith FAR Bonus On-Site Improvements [No On-Site Irnprovements] Floor Area of FAR Bonus Off-Site Improvements 96,540 sf Total MaximurnFlpor Area 257, ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2015-6438,mechanical_text_high,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,to_far_text,high,2015-09-24,2016-06-22,,,"... ember 24, 2015 Plan Commission: May 19,2016 1-AS1M0573.';!S2.4 FINAL FOR PUBLICATION RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 33,220 Area of Public Righls-of-Way (sf): 15,593 Net Site Area (sl): 17,627 Maximum Floor Area Ratio: 5.0 Maximum Number of Dwelling Units: 110 Minimum Off-Street Parking Spaces: 16 Minimum Off-Street Loading Spaces: 0 Maximum Building Height: 96'8"" (top of upper roof) Minimum Setbacks: Per plans Applicant; Halsted Commons LLC Address: 1038-1054 West Wilson; 4600 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2015-6439,chatgpt_review,base_to_pd,DX-5,PD,5.0,7.0,2.0,upzone,7.0,far,high,2015-09-24,2016-02-10,packet_06,16,"Statement says permitted FAR determined using net site area 23,001 square feet and an FAR of 7.0.","Original area includes DX-5 and DX-7, but parsed from FAR is DX-5=5.0; final PD FAR is 7.0.",ChatGPT,2026-07-03
SO2015-6440,mechanical_text_high,base_to_pd,M2-3,PD,3.0,1.8,-1.2,downzone,1.8,to_far_text,high,2015-09-24,2016-06-22,,,"... ant with Chapter 10 of the Chicago Zoning Ordinance. BULK / USE / DENSITY The current maximum allowable Floor Area Ratio (FAR) for the proposed underlying zoning district (RM-5) is 2.0; the proposed planned development is designed for and will be limited to a maximum FAR of 1.80. All remaining bulk, FINAL use and density items will be in substantial compliance with the stipulations of Section 17-2-0300 for RM-5 zoning districts. RECOMMENDATION The Department of Planning and Development has reviewed the project materials submitted by ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2015-8468,chatgpt_review,base_to_pd,B3-3,PD,3.0,1.1,-1.9,downzone,1.1,maximum_allowed_far,high,2015-12-09,2016-02-10,packet_14,5,Bulk Regulation Table lists MAXIMUM ALLOWED F.A.R.: 1.1.,Use whole-PD maximum allowed FAR 1.1.,ChatGPT,2026-07-03
SO2015-8490,mechanical_text_high,base_to_pd,CL-1,PD,1.2,5.0,3.8,upzone,5.0,to_far_text,high,2015-12-09,2016-04-13,,,"... rth Green Street Chicago, IL 60607 Introduced: December 9, 2015 Plan Commission: March 17, 2016 BUSINESS PLANNED DEVELOPIVIENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (si): 38,226 Area of Public Rights-of-Way (sf): 12,473 Net Site Area (sO: 25,753 Maximum Floor Area Ratio: 5,0 Maximum Floor Area (sf): Subarea A: 119,155 Subarea B: 9,610 Minimum Off-Street Parking Spaces: 42 Minimum Off-Street Loading Spaces: 1 (10'x25') Maximum Hotel Keys: Maximum Building Height: Minimum Setbacks: 190 I49'-0"" In conformance with the Plans Applic ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-45,chatgpt_review,base_to_pd,CL-3,PD,3.0,5.0,2.0,upzone,5.0,total_far_allowed,high,2016-01-13,2017-06-28,packet_03,1,Statement says base FAR 5.0 with total FAR allowed under this Planned Development of 5.0.,"Original districts are C1-3/B3-3, both FAR 3.0; final PD FAR is 5.0.",ChatGPT,2026-07-03
SO2016-52,chatgpt_review,base_to_pd,DS-5,PD,5.0,5.0,0.0,same,5.0,total_far,medium,2016-01-13,2016-04-13,packet_08,4,"Bonus worksheet summary includes Total FAR 5; ordinance states FAR is per Bulk Regulations Table using net site area 54,130 square feet.",Use stated total FAR; bulk table excerpt itself is OCR-fragmented.,ChatGPT,2026-07-03
SO2016-53,chatgpt_review,base_to_pd,B1-3,PD,3.0,3.5,0.5,upzone,3.5,maximum_floor_area_ratio,high,2016-01-13,2016-06-22,packet_03,11,Bulk table lists Maximum Floor Area Ratio: 3.5.,Use whole-PD maximum FAR 3.5.,ChatGPT,2026-07-03
SO2016-643,chatgpt_review,base_to_pd,BL-2,PD,2.2,5.0,2.8,upzone,5.0,maximum_floor_area_ratio,high,2016-02-10,2017-06-28,packet_06,6,Bulk table lists Maximum Floor Area Ratio 5.0.,Evidence shows B1-2 to C1-5 to PD; use pre-ordinance B1-2 FAR 2.2 and final PD FAR 5.0.,ChatGPT,2026-07-03
SO2016-1614,mechanical_text_high,base_to_pd,RM-6.5,PD,6.6,6.6,0.0,same,6.6,to_far_text,high,2016-03-16,2016-09-14,,,"... lmont Properties, LLC Address: 450-454 West Belmont Avenue Introduced: March 16, 2016 Plan Commission; August 18,2016 FINAL FOR PUBLICATION RESIDENTIAL PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area: 17,523 sf Net Site Area: 14,602 sf Maximum Floor Area Ratio: 6.6 Maximum number of dwelling units: 80 Minimum automobile parking: 48 Minimum bicycle parking: 80 Minimum Number of Off-Street Loading Berths: 1 (10 x 25) Maximum Building Height: 179'-0"" Minimum Building Setbacks: Per Site Plan Applicant: 450 Belmont Propertie ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-1622,mechanical_text_high,base_to_pd,B3-2,PD,2.2,2.2,0.0,same,2.2,to_far_text,high,2016-03-16,2017-03-29,,,"... La.-amie Avenue Date Introduced: March i 6, 2016 Plan Commission: Fcbmarj' 16, 2017 FINAL FOR PUBLICATION PLANNED DEVELOPMENT NO. Bulk Regulations and Data Tabic Gross Site Area: 65,077 S.F. Area in Public Right of Way: 24,062 S.F. Net Site Area: 41,015 S.F. Maximum Floor Area Ratio: 2.2 Maximum Building Height: 51 '-0"" Number of Dwelling Units: 39 units Minimum Number of Parking Spaces: 21 (exterior); 41 (interior) Residential Required Bicycle Parking: 20 spaces Retail Required Bicycle Parking: 3 spaces Minimum Number of Loading Berths: 1 sp ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-1623,mechanical_text_high,base_to_pd,B3-3,PD,3.0,11.5,8.5,upzone,11.5,to_far_text,high,2016-03-16,2017-06-28,,,"... UBLICATION PLANNED DEVELOPMENT NO. Bullc Regulations and Data Table Subarea A B Total Gross Site Area: 43,938 S.F. 96,567 S.F. 140,505 S.F. Area in the Public Right of Way: 18,434 S.F. 34,359 S.F. 52,793 S.F. Net Site Area: 25,504 S.F. 62,208 S.F. 87,712 S.F. Maximum Floor Area Ratio: 11.5 3.0 5.0 Maximum Building Height: 200*-8"" 129'-4"" Number of Units: 114 0 114 Minimum Number of Parking Spaces: 20O 216 416 Number of Bike Parking Spaces: 50 8 58 Minimum Number of Loading Berths: 2 0 2 Minimum Setbacks: As Per Plans As Per Plans As Per Plans A ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-1629,chatgpt_review,base_to_pd,DX-7,PD,7.0,9.75,2.75,upzone,9.75,total_far,high,2016-03-16,2016-06-22,packet_02,11,Statement says base FAR 7 plus Affordable Housing Bonus 1.75 and Upper Level Setback Bonus 1.00; Total FAR 9.75.,Use total PD FAR including bonuses.,ChatGPT,2026-07-03
SO2016-1631,chatgpt_review,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,maximum_floor_area_ratio,high,2016-03-16,2016-06-22,packet_06,7,Statement says maximum permitted FAR for the Property shall be 5.0.,Evidence shows B3-2 to B3-5 to PD; use pre-ordinance B3-2 FAR 2.2 and final PD FAR 5.0.,ChatGPT,2026-07-03
SO2016-1633,chatgpt_review,base_to_pd,B3-5,PD,5.0,5.0,0.0,same,5.0,max_permitted_far,high,2016-03-16,2016-06-22,packet_14,9,"Bulk table totals list Max. Permitted FAR 5.0, with subareas 8.44, 1.45, 2.0, and NA.","Use whole-PD total FAR 5.0, not subarea FAR values.",ChatGPT,2026-07-03
SO2016-2622,chatgpt_review,base_to_pd,RT-4,PD,1.2,1.5,0.3,upzone,1.5,maximum_floor_area_ratio,high,2016-04-13,2017-03-29,packet_07,14,Bulk table lists Maximum Floor Area Ratio 1.5.,Evidence shows RT-4 to RM-5.5 to PD; use pre-ordinance RT-4 FAR 1.2 and final PD FAR 1.5.,ChatGPT,2026-07-03
SO2016-3916,mechanical_text_high,base_to_pd,RT-4,PD,1.2,5.0,3.8,upzone,5.0,to_far_text,high,2016-05-18,2017-01-25,,,"... December 1 .""J, 2016 Business Planned Dcvclonment No. "" ' ' i BULK REGULATIONS AND DATA TABLE Total: Gross Site Area: 23,262 square feet (0.534 acres) Area in Public Right-of-Way: 5,706 square feet (0.130 acres) Net Site Area: 17,556 square feet (0.403 acres) Maximum Floor Area Ratio: 5.0 Maximum Permitted Number of Residential Units: 92 Minimum Number of QfT-Street Parking Spaces: 23 Maximum Number of Non-Accessory Parking Spaces: 4 Minimum Number of Loading Spaces: 1 Minimum Number of Bicycle Storage Spaces: 13 Maximum Building Height: 99' 6 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-3925,chatgpt_review,base_to_pd,RM-5,PD,2.0,2.83,0.83,upzone,2.83,maximum_floor_area_ratio,high,2016-05-18,2016-12-14,packet_07,7,"Statement says total allowed floor area and FAR before and after renovations will not exceed 120,400 square feet (2.83 FAR).",Original districts include RM-5 and RM-6; retained parsed RM-5 FAR 2.0.,ChatGPT,2026-07-03
SO2016-4777,chatgpt_review,base_to_pd,BL-2,PD,2.2,5.0,2.8,upzone,5.0,maximum_floor_area_ratio,high,2016-06-22,2016-11-16,packet_07,8,Bulk table lists Maximum Floor Area Ratio 5.0.,Evidence shows B1-2 to C2-5 to PD; use pre-ordinance B1-2 FAR 2.2 and final PD FAR 5.0.,ChatGPT,2026-07-03
SO2016-4779,chatgpt_review,base_to_pd,DX-5,PD,3.0,7.0,4.0,upzone,7.0,total_far,high,2016-06-22,2016-09-14,packet_03,2,"Ordinance first changes DX-3 to DX-5, then DX-5 to PD; statement lists Base FAR 5.00, Neighborhoods Opportunity 2.00, Total FAR 7.00.","Evidence shows original base district was DX-3, not DX-5; use pre-ordinance FAR 3.0 and final PD FAR 7.0.",ChatGPT,2026-07-03
SO2016-4798,mechanical_text_high,base_to_pd,DX-7,PD,7.0,9.3,2.3,upzone,9.3,to_far_text,high,2016-06-22,2016-12-14,,,"... and Data Table has been determined using a net site area of 25,453.75 square feet and a base FAR of 7.00. The Applicant acknowledges that the project has received a bonus FAR of 2.30, pursuant to Sec. 17-4-1000 ofthe Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 9.30. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17.4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development; provided, however, if the Planned ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-5585,mechanical_text_high,base_to_pd,CL-1,PD,1.2,4.49,3.29,upzone,4.49,to_far_text,high,2016-07-20,2016-12-14,,,"... cago, IL 60607 Introduced: July 20,2016 Plan Commission: November 17, 2016 FINAL FOR PUBLICATION BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (st): 32,275 Area of Public Rights-of-Way (sf): 11,393 Net Site Area (sf): 20,882 Maximum Floor Area Ratio: 4.49 Minimum Off-Street Parking Spaces: 0 Minimum Bike Parking Spaces: 55 Minimum Off-Street Loading Spaces: 0 Maximum Building Height: 70' 0"" Minimum Setbacks: In conformance with the Plans Applicant: Thor 905 W Fulton LLC Address: 901 - 905 West Fulton Market / ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-5586,mechanical_text_high,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,to_far_text,high,2016-07-20,2017-01-25,,,"... 3-2435 We.st.Armitage Introduction; July 20, 2016 Plan Commission: December 15,2016 RESIDENTLM^BUSINESS PLANNTilD DE\TELOPMENT NO. BULK REGULATIONS ANU DATA TABLE Gross Site Area (sf): 30,761 Area of Public Rights-of-Way (sf): 8,616 Net Site Area (sf); 22,145 Maximum Floor Area Ratio: 5.0 Maximum Number of Dwelling Units: 134 Minimum Off-Street Parking Spaces: 17 Minimum Bicycle Parking: 117 Minimum Off-Street Loading Spaces: 1 (10' x 25') Maximum Building Height: 79' 11"" Minimum Setbacks: In conformance with the Plans Applicant; 1980 Milwauke ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-5588,mechanical_text_high,base_to_pd,C3-1,PD,1.2,11.5,10.3,upzone,11.5,to_far_text,high,2016-07-20,2017-01-25,,,"... d: July 20, 2016 Plan Commission: January 19, 2017 EA.SIAI 25156706.5 mM.^ FOR mi r< ,;A ; •; r.;\ BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sO: 35,825 Area of Public Rights-of-Way (sO: 12,860 Net Site Area (sf): 22,965 Maximum Floor Area Ratio: 11.5 Minimum Off-Street Parking Spaces: 48 Minimum Off-Street Loading Spaces: 1 (10'x25') Maximum Building Height: 240'0"" Minimum Setbacks: In substantial conformance with the Plans Applicant: Partners & Bond LLC Address: 801-813 West Lake Street, 170-184 North Ha ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-5600,chatgpt_review,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,maximum_floor_area_ratio,high,2016-07-20,2017-03-29,packet_06,8,Bulk table lists Maximum Floor Area Ratio 5.0.,Evidence shows B3-2 to B3-5 to PD; use pre-ordinance B3-2 FAR 2.2 and final PD FAR 5.0.,ChatGPT,2026-07-03
SO2016-6337,chatgpt_review,base_to_pd,CL-2,PD,2.2,8.1,5.9,upzone,8.1,total_far,high,2016-09-14,2017-01-25,packet_01,15,"Statement says base FAR 5.0, bonus FAR 3.1, and total FAR for the Planned Development is 8.1.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2016-7306,mechanical_text_high,base_to_pd,DX-5,PD,5.0,6.0,1.0,upzone,6.0,to_far_text,high,2016-10-05,2017-06-28,,,"... ons and Data Table has been determined using a net site area of 99,940 square feet and a base FAR of 5.0. The Applicant acknowledges that the project has received a bonus FAR of 1.0, pursuant to Sec. 17-4-1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 6.0. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17-4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development; provided, however, if the Planned ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-7309,chatgpt_review,base_to_pd,,PD,2.2,1.2,-1.0,downzone,1.2,maximum_far,high,2016-10-05,2016-12-14,packet_09,11,Ordinance changes M2-2 Light Industry District to Industrial PD; bulk table lists Maximum FAR 1.2.,Evidence identifies original M2-2 despite parsed missing from-code; use M2-2 FAR 2.2 and final PD FAR 1.2.,ChatGPT,2026-07-03
SO2016-7932,mechanical_text_high,base_to_pd,ML-3,PD,3.0,6.25,3.25,upzone,6.25,to_far_text,high,2016-11-01,2017-03-29,,,"... ns and Data Table has been determined using a net site area of 30,653 square feet and a base FAR of 5.0. The Applicant acknowledges that the project has received a bonus FAR of 1.25, pursuant to Sec. 17-4-1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 6.25. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17.4-1003-B & C, prior to the issuance of the first building permit for any building in the Plarmed Development;, provided, however, if the Planned ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2016-7933,chatgpt_review,base_to_pd,B3-1,PD,1.2,1.2,0.0,same,1.2,maximum_floor_area_ratio,high,2016-11-01,2017-07-26,packet_08,5,Bulk table lists Maximum Floor Area Ratio 1.2; statement says base FAR 1.2.,Use whole-PD maximum FAR 1.2.,ChatGPT,2026-07-03
SO2016-8050,chatgpt_review,base_to_pd,RT-4,PD,1.2,1.2,0.0,same,1.2,maximum_floor_area_ratio,high,2016-11-01,2017-03-29,packet_08,6,Bulk table lists Maximum Floor Area Ratio 1.2.,Evidence shows M2-2 to RT-4 to Institutional PD; parsed from FAR retained as RT-4=1.2.,ChatGPT,2026-07-03
SO2016-8493,chatgpt_review,base_to_pd,RT-3.5,PD,1.05,1.7,0.65,upzone,1.7,maximum_floor_area_ratio,high,2016-11-16,2017-03-29,packet_07,9,Bulk table lists Maximum Floor Area Ratio 1.7.,Original districts include RT-3.5 and RM-4.5; retained parsed RT-3.5 FAR 1.05.,ChatGPT,2026-07-03
SO2016-8617,chatgpt_review,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,total_far,high,2016-12-14,2018-02-28,packet_02,16,"Bulk table lists Maximum FAR 4.50, but statement later says base FAR 5.0 with total FAR allowed under this Planned Development of 5.0.",Use ordinance statement total FAR 5.0 over earlier inconsistent bulk-table 4.50.,ChatGPT,2026-07-03
SO2016-8638,chatgpt_review,base_to_pd,B3-5,PD,5.0,5.0,0.0,same,5.0,maximum_permitted_far,high,2016-12-14,2017-03-29,packet_14,16,Bulk table lists MAXIMUM PERMITTED FAR: 5.0.,Evidence shows B1-2/C1-2 to B3-5 to PD; parsed from FAR retained as B3-5=5.0.,ChatGPT,2026-07-03
SO2017-130,chatgpt_review,base_to_pd,RM-6.5,PD,6.6,5.0,-1.6,downzone,5.0,total_across_all_subareas,high,2017-01-25,2017-05-24,packet_06,1,"Bulk table lists Subarea A 9.76, Subarea B 0.7386, Subarea C 0.57, and Total across all Subareas 5.0.","Use whole-project total FAR 5.0, not subarea A FAR 9.76.",ChatGPT,2026-07-03
SO2017-155,chatgpt_review,base_to_pd,BL-2,PD,2.2,2.0,-0.2,downzone,2.0,maximum_floor_area_ratio,high,2017-01-25,2017-06-28,packet_05,5,Bulk table lists Maximum Floor Area Ratio 2.0.,"Original districts include B1-2 and RM-5, both FAR 2.0 or 2.2 depending code; retained parsed B1-2/BL-2 FAR 2.2.",ChatGPT,2026-07-03
SO2017-906,chatgpt_review,base_to_pd,B3-5,PD,5.0,6.0,1.0,upzone,6.0,maximum_permitted_far,high,2017-02-22,2017-05-24,packet_15,1,Bulk table lists MAXIMUM PERMITTED FAR: 6.0.,Evidence shows B3-5 to RM-6.5 to PD; use pre-ordinance B3-5 FAR 5.0 and final PD FAR 6.0.,ChatGPT,2026-07-03
SO2017-2156,mechanical_text_high,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,to_far_text,high,2017-03-29,2017-11-08,,,"... Introduced: March 29, 2017 Plan Commission: September 20, 2017 F'HAL m PU^^ 'OPTION RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 38,210 Area of Public Rights-of-Way (sf): 13,415 Net Site Area (sf): 24,795 Maximum Floor Area Ratio: 5.0 Maximum Number of Dwelling Units: 149 Minimum Off-Streel Parking Spaces: 29 Minimum Off-Street Loading Spaces: 1 (10' x 25') Maximum Building Height: 134'0"" Minimum Setbacks: Per plans Minimum Bicycle parking spaces: 120 Applicant: CRG Acquisition, LLC Addres ...",High-confidence mechanical PD FAR text extraction.,mechanical,
