source_family,source_project_id,final_project_id,application_stage,application_scope,action,construction_year,dwelling_units,building_sqft,land_sqft,allow_far,allow_dupac,reported_construction_year,reported_land_sqft,year_source,units_source,building_source,land_source,decision_source,decision_reason,evidence_ids,evidence_urls,confidence,unresolved_caveat,reviewer,review_date,status
residential,residential_17324080880000,residential_17324080880000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080890000,residential_17324080890000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080900000,residential_17324080900000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080910000,residential_17324080910000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080920000,residential_17324080920000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080930000,residential_17324080930000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080940000,residential_17324080940000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080950000,residential_17324080950000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080960000,residential_17324080960000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080970000,residential_17324080970000,project_identity,construction_year,,2013,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080980000,residential_17324080980000,project_identity,construction_year,,2013,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324080990000,residential_17324080990000,project_identity,construction_year,,2013,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324081000000,residential_17324081000000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324081010000,residential_17324081010000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324081020000,residential_17324081020000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17324081030000,residential_17324081030000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,Keep each Lexington townhouse separate. Use its row final inspection as an approved completion proxy; some individual homes sold before the row final inspection.,permits_100424830_100424643_100424836_100424838_100424841; user approval 2026-09-09,,,,,,
residential,residential_17083340510000,residential_17083340510000,project_identity,construction_year,,2010,,,,,,2008,,,,,,,17 N Bishop is a separate four-flat; listing evidence supports the approved 2010 completion proxy.,permit_100197052/listing_MLS_12016772; user approval 2026-09-09,,,,,,
residential,residential_17083340500000,residential_17083340500000,project_identity,construction_year,,2011,,,,,,2008,,,,,,,19 N Bishop is exact current parcel 1708334050. Passed February 2011 construction inspection supplies the user-approved completion proxy.,permit_100197079/inspection_2011_02_10; user approval 2026-09-09,,,,,,
residential,residential_17072080510000,residential_17072080510000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,A permit applied for in 2013 describes the six-unit new building and property records report 2014; the Assessor's 2011 year predates the permit.,100507436,,,,,,
residential,residential_tieback_17072080250000,residential_tieback_17072080250000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,A permit applied for in 2013 describes the six-unit new building and property records report 2014; the Assessor's 2011 year predates the permit.,100507475,,,,,,
residential,residential_17072120520000,residential_17072120520000,project_identity,construction_year,,2014,,,,,,2012,,,,,,,A permit applied for in 2013 describes the six-unit new building and property records report 2014; the Assessor's 2012 year predates the permit.,100507392,,,,,,
residential,residential_25173040490000,residential_25173040490000,project_identity,construction_year,,2009,,,,,,2013,,,,,,,The 2007 permit identifies the four-unit new building and property records report completion around 2009; the Assessor's 2013 year is too late.,100182858,,,,,,
residential,residential_13254270240000,residential_13254270240000,project_identity,construction_year,,2016,,,,,,2015,,,,,,,The completed building is consistently reported as built in 2016; the Assessor's selected 2015 year is one year early.,project_manual_reviews.csv:residential_13254270240000,,,,,,
residential,residential_20034190280000,residential_20034190280000,project_identity,construction_year,,2014,,,,,,2013,,,,,,,The 2006 prototype permit was reinstated in 2013 after a change in ownership and contractors. MLS records identify the completed three-unit building as 2014 construction.,100105194/100494941,,,,,,
residential,residential_tieback_17072120260000,residential_tieback_17072120260000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,The permit was issued in late 2013 and MLS records identify the six-unit building as 2014 construction.,100507411,,,,,,
residential,residential_16113040410000,residential_16113040410000,project_identity,construction_year,,2008,,,,,,2006,,,,,,,The exact parcel record confirms a three-unit building and the MLS dates it to 2008. The Assessor's 2006 year is corrected to the independently reported completion year.,https://www.realtor.com/realestateandhomes-detail/306-N-Hamlin-Ave_Chicago_IL_60624_M85388-25076,,,,,,
residential,residential_20034010280000,residential_20034010280000,project_identity,construction_year,,2007,,,,,,2006,,,,,,,"The whole-building MLS record identifies three units completed in 2007, correcting the Assessor's four-unit count and 2006 year.",https://www.compass.com/building/4318-s-forrestville-ave-chicago-il-60653/592876679982812709/,,,,,,
residential,residential_20113140040000,residential_20113140040000,project_identity,construction_year,,2018,,,,,,2014,,,,,,,Whole-building and unit-level MLS records consistently date the four-unit condominium building to 2018 rather than the Assessor's selected 2015 year.,https://www.compass.com/building/5317-s-maryland-ave-chicago-il-60615/593142463749414757/,,,,,,
residential,residential_14194010470000,residential_14194010470000,project_identity,construction_year,,2007,,,,,,2006,,,,,,,The City issued a new-building permit in August 2006 and the completed home is reported as built in 2007. The Assessor selected 2006.,100113290,,,,,,
residential,residential_20211290250000,residential_20211290250000,project_identity,construction_year,,2008,,,,,,2006,,,,,,,The completed home is reported as built in 2008 with the same area fields. The Assessor selected 2006.,https://www.redfin.com/IL/Chicago/6613-S-Normal-Blvd-60621/home/40373090,,,,,,
residential,residential_14201130530000,residential_14201130530000,project_identity,construction_year,,2006,,,,,,2008,,,,,,,The home is reported as built in 2006 and was marketed and sold by 2007. The Assessor selected 2008.,https://www.zillow.com/homedetails/3752-N-Janssen-Ave-Chicago-IL-60613/89897007_zpid/,,,,,,
residential,residential_16354070670000,residential_16354070670000,project_identity,construction_year,,2009,,,,,,2008,,,,,,,"The exact unit record reports a 2009 townhouse with the same area fields. Neighboring units carry nearby but inconsistent years, so the correction is medium confidence.",https://ilfls.com/listing/3533-w-38th-st-chicago-il-60632-651363,,,,,,
residential,residential_17091190240000,residential_17091190240000,project_identity,construction_year,,2006,,,,,,2008,,,,,,,"The exact PIN is reported as a 7,910-square-foot home built in 2006 and sold in 2007. The Assessor selected 2008.",https://www.countyoffice.org/n-kingsbury-st-chicago-il-property-records/,,,,,,
residential,residential_20041280450000,residential_20041280450000,project_identity,construction_year,,2006,,,,,,2008,,,,,,,The City issued a 2006 exact-address permit for a new two-story single-family residence. A 2008 listing describes the home as two years old. The Assessor selected 2008.,100121909,,,,,,
residential,residential_13124111250000,residential_13124111250000,project_identity,construction_year,,2008,,,,,,2010,,,,,,,The home was listed by 2007 and is reported as built in 2008. The Assessor selected 2010 after revising its reported year.,https://www.redfin.com/IL/Chicago/5007-N-Lincoln-Ave-60625/unit-1/home/18501486,,,,,,
residential,residential_17072080540000,residential_17072080540000,project_identity,construction_year,,2014,,,,,,2011,,,,,,,The City issued an exact-address permit in March 2014 to erect a new three-story single-family residence. The Assessor selected 2011.,100524262,,,,,,
residential,residential_16024080460000,residential_16024080460000,project_identity,construction_year,,2014,,,,,,2016,,,,,,,"The City issued a 2013 exact-site permit for a new single-family residence, and the completed home sold in January 2014. The Assessor selected 2016.",100494203,,,,,,
residential,residential_13354000470000,residential_13354000470000,project_identity,construction_year,,2018,,,,,,2019,,,,,,,The City issued a new-house permit in 2017 and the exact PIN record reports the completed home as built in 2018. The Assessor selected 2019.,100713067,,,,,,
residential,residential_17293030050000,residential_17293030050000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030060000,residential_17293030060000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030070000,residential_17293030070000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030080000,residential_17293030080000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030090000,residential_17293030090000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030100000,residential_17293030100000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030110000,residential_17293030110000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030120000,residential_17293030120000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030130000,residential_17293030130000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030140000,residential_17293030140000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030150000,residential_17293030150000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_17293030160000,residential_17293030160000,project_identity,construction_year,,2020,,,,,,2019,,,,,,,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,,,,,,
residential,residential_19174170050000,residential_19174170050000,project_identity,construction_year,,2006,,,,,,2007,,,,,,,"The parcel sold as land in November 2005, and the first Assessor record reports a 2006 building with the same physical characteristics retained thereafter. Later Assessor records alternately report 2007 and 2009, so 2006 is retained with medium confidence.",533235396,,,,,,
residential,residential_19201120560000,residential_19201120560000,project_identity,construction_year,,2006,,,,,,2008,,,,,,,Contemporaneous property records identify the townhouse development as built in 2006. The Assessor reported 2006 until revising the year to 2008 in 2022.,https://www.zillow.com/homedetails/6448-S-Mobile-Ave-UNIT-1W-Chicago-IL-60638/80813076_zpid/,,,,,,
residential,residential_13321220070000,residential_13321220070000,project_identity,construction_year,,2007,,,,,,2009,,,,,,,"The parcel sold as land in April 2006 and as land plus building in August 2007. The Assessor first reported 2008 and later revised the year to 2009, but the completed-building sale establishes 2007.",612842019/724922008,,,,,,
residential,residential_13231280470000,residential_13231280470000,project_identity,construction_year,,2010,,,,,,2008,,,,,,,"The Assessor reports 2008, but the exact-address City permit authorizing the new residence was filed in 2010. The project cannot predate that permit, so the permit application year is used.",100336986,,,,,,
residential,residential_16364290100000,residential_16364290100000,project_identity,construction_year,,2016,,,,,,2014,,,,,,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100639853,,,,,,
residential,residential_16364290120000,residential_16364290120000,project_identity,construction_year,,2016,,,,,,2014,,,,,,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100639871,,,,,,
residential,residential_19192150180000,residential_19192150180000,project_identity,construction_year,,2016,,,,,,2014,,,,,,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100630583,,,,,,
residential,residential_20102110330000,residential_20102110330000,project_identity,construction_year,,2016,,,,,,2014,,,,,,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100632038,,,,,,
residential,residential_25171220300000,residential_25171220300000,project_identity,construction_year,,2016,,,,,,2014,,,,,,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100638729,,,,,,
residential,residential_16013130430000,residential_16013130430000,project_identity,construction_year,,2009,,,,,,2006,,,,,,,Listings identify a 2009 four-unit building; the 2006 permit converted the newly developed property from three to four units.,100127343,,,,,,
residential,residential_16013130440000,residential_16013130440000,project_identity,construction_year,,2007,,,,,,2006,,,,,,,Listings identify a 2007 four-unit building; the 2006 permit converted the newly developed property from three to four units.,100127344,,,,,,
residential,residential_16013130450000,residential_16013130450000,project_identity,construction_year,,2009,,,,,,2006,,,,,,,Listings identify a 2009 four-unit building; the 2006 permit converted the newly developed property from three to four units.,100126945,,,,,,
residential,residential_16123250060000,residential_16123250060000,project_identity,construction_year,,2008,,,,,,2006,,,,,,,The 2008 listing identifies a new three-unit building ready for occupancy; the 2006 alteration record is not the completion date.,100097840,,,,,,
residential,residential_17172010120000,residential_17172010120000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201012000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010130000,residential_17172010130000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201013000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010140000,residential_17172010140000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201014000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010150000,residential_17172010150000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201015000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010160000,residential_17172010160000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201016000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010170000,residential_17172010170000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201017000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010180000,residential_17172010180000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201018000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010190000,residential_17172010190000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201019000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010200000,residential_17172010200000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201020000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010210000,residential_17172010210000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201021000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010220000,residential_17172010220000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201022000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010230000,residential_17172010230000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201023000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010240000,residential_17172010240000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201024000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010250000,residential_17172010250000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201025000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010260000,residential_17172010260000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201026000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010270000,residential_17172010270000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201027000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010280000,residential_17172010280000,project_identity,construction_year,,2005,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201028000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010290000,residential_17172010290000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201029000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010300000,residential_17172010300000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201030000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010310000,residential_17172010310000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201031000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010320000,residential_17172010320000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201032000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010330000,residential_17172010330000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201033000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010340000,residential_17172010340000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201034000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010350000,residential_17172010350000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201035000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010360000,residential_17172010360000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201036000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010370000,residential_17172010370000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201037000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010380000,residential_17172010380000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201038000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010390000,residential_17172010390000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201039000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010400000,residential_17172010400000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201040000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010410000,residential_17172010410000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201041000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010420000,residential_17172010420000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201042000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010430000,residential_17172010430000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201043000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010440000,residential_17172010440000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201044000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172010450000,residential_17172010450000,project_identity,construction_year,,2004,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201045000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17223020910000,residential_17223020910000,project_identity,construction_year,,2005,,,,,,2006,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1722302091000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172100450000,residential_17172100450000,project_identity,construction_year,,2005,,,,,,2007,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717210045000012021; matching floor and land areas already in assessment 2006; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_17172100730000,residential_17172100730000,project_identity,construction_year,,2005,,,,,,2007,,,,,,,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717210073000012021; matching floor and land areas already in assessment 2006; user approved correction of reviewed 37; 2026-09-10,,,,,,
residential,residential_tieback_13261060030000,residential_tieback_13261060030000,building_measurements,unresolved_building,,2017,6,8640,6250,TRUE,TRUE,,,,,,,residential_tieback_no_snapshot_decisions.csv,An exact completed permit and duplicated tied-PIN cards identify one six-unit building.,permit_2777111/current_pins_13261060030000_13261060040000,NA,,,,,
residential,residential_tieback_13361070880000,residential_tieback_13361070880000,building_measurements,unresolved_building,,2007,2,5400,4848,TRUE,TRUE,,,,,,,residential_tieback_no_snapshot_decisions.csv,An exact completed mixed-use new-construction permit and the tied assessor cards identify one two-unit residential building above commercial space.,permit_1794902/current_pins_13361070880000_13361070890000,NA,,,,,
residential,residential_tieback_14193230280000,residential_tieback_14193230280000,building_measurements,unresolved_building,,2008,6,10900,6223,TRUE,TRUE,,,,,,,residential_tieback_no_snapshot_decisions.csv,The expired six-unit permit was followed by a six-unit successor condominium cohort reporting a 2008 building.,permit_1846600/condo_base_1419323054,NA,,,,,
residential,residential_tieback_14201180260000,residential_tieback_14201180260000,building_measurements,unresolved_building,,2011,6,15238,6075,TRUE,TRUE,,,,,,,residential_tieback_no_snapshot_decisions.csv,An exact completed six-unit permit and the successor condominium cohort identify the same 2011 project.,permit_2382251/condo_base_1420118051,NA,,,,,
residential,residential_tieback_14203270150000,residential_tieback_14203270150000,building_measurements,unresolved_building,,2012,6,9236,5976,TRUE,TRUE,,,,,,,residential_tieback_no_snapshot_decisions.csv,The exact permit establishes 2012 construction and the successor condominium cohort supplies the six-unit building fields.,permit_2369042/condo_base_1420327051,NA,,,,,
residential,residential_tieback_14311070100000,residential_tieback_14311070100000,building_measurements,unresolved_building,,2012,4,9457,6250,TRUE,TRUE,,,,,,,residential_tieback_no_snapshot_decisions.csv,The exact permit and predecessor assessor records identify the 2012 four-unit project; a 2021 successor cohort is a later redevelopment and is not used.,permit_2353212/predecessor_pins_14311070100000_14311070110000,NA,,,,,
