committee_id,cycle_year,cycle_start_date,cycle_end_date,alderman_id,full_name,ward_number,committee_name,committee_scope,match_rule,confidence,review_flag,committee_type,committee_name_registry,committee_purpose,committee_status,committee_creation_date,committee_status_date,active_for_cycle_auto,creation_after_cycle_end,status_before_cycle_start,activity_window_issue,manual_decision,correct_owner_person,correct_owner_type,correct_owner_ward,include_strict_candidate,include_main_named_recipient,include_candidate_clean,include_candidate_all,include_expanded_validated,manual_overrode_activity_window,exclude_reason,review_notes,reviewer,review_date
11889,2007,2003-06-01,2007-05-31,emma_mitts,Emma Mitts,37,37th Ward Regular Democratic Organization,ward,ward_name,medium,TRUE,"",37th Ward Regular Democratic Organization,To Operate In Every Election Concerning Cook County To Educate; Train; Inform; Register To Vote; Assist In Political Process,F,1988-04-01 00:00:00,2004-05-04 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
20127,2007,2003-06-01,2007-05-31,emma_mitts,Emma Mitts,37,Friends for Eric P McKennie,ward,ward_purpose,medium,TRUE,"",Friends for Eric P McKennie,To support the candidacy of Eric P. McKennie for Alderman of the 37th Ward city of Chicago,F,2006-12-18 00:00:00,2007-11-07 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
18118,2007,2003-06-01,2007-05-31,emma_mitts,Emma Mitts,37,The New 37th Ward Democratic Org,ward,ward_name,medium,TRUE,Political Action,The New 37th Ward Democratic Org,"Support Democratic candidates, political education, and community service.",A,2004-05-10 00:00:00,2004-05-10 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
10153,2007,2003-06-01,2007-05-31,thomas_allen,Thomas Allen,38,Citizens for Tom Allen,other_office,manual_review:include_named_recipient_committee,manual,FALSE,Candidate,Citizens for Tom Allen,to elect Thomas R Allen to the Circuit Court,F,1993-09-10 00:00:00,2014-01-11 00:00:00,TRUE,FALSE,FALSE,FALSE,include_named_recipient_committee,Thomas Allen,other_office,38,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"",Registry purpose names Thomas R Allen political committee,codex_registry_review,2026-06-03
491,2007,2003-06-01,2007-05-31,thomas_allen,Thomas Allen,38,38th Ward Regular Democratic Org,ward,ward_name,medium,TRUE,Political Party,38th Ward Regular Democratic Org,To promote the interests of the citizens of the 38th Ward and to support candidates and issues officially endorsed by the Democratic party of Cook County.,F,1974-10-01 00:00:00,2016-01-09 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
8,2007,2003-06-01,2007-05-31,thomas_allen,Thomas Allen,38,38th Ward Regular Republican Organization,ward,ward_name,medium,TRUE,"",38th Ward Regular Republican Organization,Support the candidates of the Republican party,F,1974-10-01 00:00:00,2004-01-29 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
9808,2007,2003-06-01,2007-05-31,margaret_laurino,Margaret Laurino,39,Friends of Margaret Laurino,candidate,candidate_full_name,high,FALSE,Candidate,Friends of Margaret Laurino,Support the candidacy of Margaret Laurino,A,1993-10-28 00:00:00,1993-10-28 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
11463,2007,2003-06-01,2007-05-31,margaret_laurino,Margaret Laurino,39,39th Ward PAC-Randy Barnette Chairman,ward,ward_name,medium,TRUE,Political Action,39th Ward PAC-Randy Barnette Chairman,To support candidates of the Democratic Party for state or local public office.,F,1995-09-25 00:00:00,2022-05-05 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4353,2007,2003-06-01,2007-05-31,patrick_o_connor,Patrick O'Connor,40,Citizens for Patrick O'Connor,candidate,candidate_full_name,high,FALSE,Candidate,Citizens for Patrick O'Connor,To support the candidacy of Patrick O'Connor for public office.,F,1982-11-17 00:00:00,2020-07-10 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
832,2007,2003-06-01,2007-05-31,patrick_o_connor,Patrick O'Connor,40,40th Ward Regular Democratic Org,ward,ward_name,medium,TRUE,Political Party,40th Ward Regular Democratic Org,Support the Democratic candidates for city & county offices in the county of Cook.,F,1983-03-20 00:00:00,2011-10-14 13:32:16,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4565,2007,2003-06-01,2007-05-31,brian_doherty,Brian Doherty,41,Citizens for Doherty,candidate,manual_review:include_main_candidate,manual,FALSE,Candidate,Citizens for Doherty,The purpose of this committee is to support Brian G Doherty,F,1986-02-21 00:00:00,2011-07-28 00:00:00,TRUE,FALSE,FALSE,FALSE,include_main_candidate,Brian Doherty,candidate,41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"",Registry purpose identifies Brian G Doherty committee,codex_registry_review,2026-06-03
11875,2007,2003-06-01,2007-05-31,brian_doherty,Brian Doherty,41,41st Ward Regular Democratic Org,ward,ward_name,medium,TRUE,"",41st Ward Regular Democratic Org,To support all Democratic candidates for public office,F,1995-11-08 00:00:00,2008-07-21 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
247,2007,2003-06-01,2007-05-31,brian_doherty,Brian Doherty,41,41st Ward Regular Republican Org,ward,ward_name,medium,TRUE,Political Party,41st Ward Regular Republican Org,Republican Party activities in the 41st Ward of Chicago,F,1974-10-01 00:00:00,2021-01-03 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
20164,2007,2003-06-01,2007-05-31,brian_doherty,Brian Doherty,41,Citizens for Don Markham,ward,ward_purpose,medium,TRUE,"",Citizens for Don Markham,Support with election of Don Markham as Alderman of the 41st Ward,F,2007-01-22 00:00:00,2007-05-24 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
19263,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,Citizens for Reilly,candidate,manual_review:include_main_candidate,manual,FALSE,Candidate,Citizens for Reilly,To support the candidacy of Brendan Reilly.,A,2005-10-21 00:00:00,2005-10-21 00:00:00,TRUE,FALSE,FALSE,FALSE,include_main_candidate,Brendan Reilly,candidate,42,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"",Registry purpose identifies Brendan Reilly candidacy,codex_registry_review,2026-06-03
519,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,42nd Ward Regular Democratic Org,ward,ward_name,medium,TRUE,Political Party,42nd Ward Regular Democratic Org,To promote the well being of the citizens of the 42nd Ward and support the pricipals and candidates of the Democratic Party,F,1974-10-01 00:00:00,2011-01-20 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
11730,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,42nd Ward Regular Republican Org,ward,ward_name,medium,TRUE,"",42nd Ward Regular Republican Org,Election Of Clark Pellett And Other Republican Candidates Toparty And Public Offices,F,1995-11-08 00:00:00,2003-11-05 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
20312,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,42nd Ward Regular Republican Organization,ward,ward_name,medium,TRUE,Political Party,42nd Ward Regular Republican Organization,To promote Republican Candidates & the Republican Party,F,2007-03-02 00:00:00,2013-01-16 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15431,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,42nd Ward Republican Organization,ward,ward_name,medium,TRUE,Political Action,42nd Ward Republican Organization,Support Republican Party and its Candidates.,F,2000-06-08 00:00:00,2026-02-23 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
20443,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,42nd Ward Republican Party,ward,ward_name,medium,TRUE,Political Action,42nd Ward Republican Party,To promote republican candidates and the republican party,F,2007-03-23 00:00:00,2012-11-08 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17289,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,Friends of Richard Gordon,ward,ward_purpose,medium,TRUE,Candidate,Friends of Richard Gordon,To Support Richard Gordon for 42nd Ward Alderman.,F,2003-01-07 00:00:00,2015-04-06 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17933,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,Judge Gillis for Committeeman,ward,ward_purpose,medium,TRUE,"",Judge Gillis for Committeeman,"To Elect Kenneth L Gillis Democrat Ward Committeeman, Chicago 42nd Ward.",F,2004-01-12 00:00:00,2004-07-26 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
20023,2007,2003-06-01,2007-05-31,brendan_reilly,Brendan Reilly,42,LIBBY 2007,ward,ward_purpose,medium,TRUE,"",LIBBY 2007,"To elect mike ""LIBBY"" Libert Chicago's 42nd ward alderman",F,2006-11-13 00:00:00,2008-10-14 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14475,2007,2003-06-01,2007-05-31,vi_daley,Vi Daley,43,Friends of Vi Daley,candidate,candidate_full_name,high,FALSE,Candidate,Friends of Vi Daley,To support the candidacy of Vi Daley for elected office.,F,1998-11-12 00:00:00,2019-10-11 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
8496,2007,2003-06-01,2007-05-31,vi_daley,Vi Daley,43,43rd Ward Democratic Party/B,ward,ward_name,medium,TRUE,"",43rd Ward Democratic Party/B,To elect Democratic candidates.,F,1992-03-18 00:00:00,2008-09-03 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
12170,2007,2003-06-01,2007-05-31,vi_daley,Vi Daley,43,43rd Ward Republicans,ward,ward_name,medium,TRUE,"",43rd Ward Republicans,To organize the Republicans in the 43rd Ward,F,1996-04-19 00:00:00,2008-01-14 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17150,2007,2003-06-01,2007-05-31,tom_tunney,Tom Tunney,44,Citizens for Tunney,candidate,manual_review:include_main_candidate,manual,FALSE,Candidate,Citizens for Tunney,To Support the Candidacy of Tom Tunney.,F,2002-11-08 00:00:00,2026-07-10 00:00:00,TRUE,FALSE,FALSE,FALSE,include_main_candidate,Tom Tunney,candidate,44,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"",Registry purpose identifies Tom Tunney candidacy,codex_registry_review,2026-06-03
468,2007,2003-06-01,2007-05-31,tom_tunney,Tom Tunney,44,44th Ward Regular Democratic Org,ward,ward_name,medium,TRUE,Political Party,44th Ward Regular Democratic Org,To support Democratics in the 44th Ward.,A,1974-10-01 00:00:00,1974-10-01 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17379,2007,2003-06-01,2007-05-31,tom_tunney,Tom Tunney,44,44th Ward Regular Republican Org,ward,ward_name,medium,TRUE,Political Party,44th Ward Regular Republican Org,To support Republican politics and candidates.,F,2002-02-21 00:00:00,2012-07-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17679,2007,2003-06-01,2007-05-31,tom_tunney,Tom Tunney,44,Citizens for Jim Fuchs,ward,ward_purpose,medium,TRUE,"",Citizens for Jim Fuchs,To elect Jim Fuchs to the office of 44th Ward Republican Committeeman.,F,2003-09-16 00:00:00,2008-01-25 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17269,2007,2003-06-01,2007-05-31,patrick_levar,Patrick Levar,45,Citizens to Re-elect Patrick J Levar,candidate,candidate_first_last,high,FALSE,Candidate,Citizens to Re-elect Patrick J Levar,Re-elect Patrick J Levar.,F,2003-01-22 00:00:00,2012-04-15 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
4611,2007,2003-06-01,2007-05-31,patrick_levar,Patrick Levar,45,Committee To Elect Patrick J Levar Alderman,candidate,candidate_first_last,high,FALSE,"",Committee To Elect Patrick J Levar Alderman,To Elect Patrick J. Levar for Public Office,F,1986-08-01 00:00:00,2003-08-27 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
470,2007,2003-06-01,2007-05-31,patrick_levar,Patrick Levar,45,45th Ward Regular Democratic Org,ward,ward_name,medium,TRUE,Political Party,45th Ward Regular Democratic Org,Support the Democratic ticket.,F,1974-10-01 00:00:00,2012-04-15 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
18635,2007,2003-06-01,2007-05-31,patrick_levar,Patrick Levar,45,45th Ward Regular Republican Org,ward,ward_name,medium,TRUE,"",45th Ward Regular Republican Org,Support Republican party in the 45th Ward,F,2005-02-01 00:00:00,2008-01-23 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15347,2007,2003-06-01,2007-05-31,patrick_levar,Patrick Levar,45,45th Ward Republicans,ward,ward_name,medium,TRUE,"",45th Ward Republicans,Promote the Republican Party in the 45th Ward,F,2000-05-11 00:00:00,2004-01-29 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17111,2007,2003-06-01,2007-05-31,patrick_levar,Patrick Levar,45,Citizens to Elect Pete Conway,ward,ward_purpose,medium,TRUE,"",Citizens to Elect Pete Conway,To Support the Candidacy of Pete Conway for 45th Ward Alderman.,F,2002-10-12 00:00:00,2004-03-12 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
19812,2007,2003-06-01,2007-05-31,patrick_levar,Patrick Levar,45,"Comm to Elect Terry Boyke, Alderman 45th Ward",ward,ward_name,medium,TRUE,"","Comm to Elect Terry Boyke, Alderman 45th Ward",To support the candidacy of Terry Boyke for Alderman of the 45th Ward.,F,2006-08-01 00:00:00,2010-08-27 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4614,2007,2003-06-01,2007-05-31,helen_shiller,Helen Shiller,46,Citizens for Shiller,candidate,manual_review:include_main_candidate,manual,FALSE,Candidate,Citizens for Shiller,To elect Helen Shiller alderman of the 46th Ward,F,1986-08-26 00:00:00,2013-02-26 00:00:00,TRUE,FALSE,FALSE,FALSE,include_main_candidate,Helen Shiller,candidate,46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"",Registry purpose identifies Helen Shiller for alderman,codex_registry_review,2026-06-03
18249,2007,2003-06-01,2007-05-31,helen_shiller,Helen Shiller,46,46th Ward Democrats,ward,ward_name,medium,TRUE,Political Party,46th Ward Democrats,Develope Ward organizations to support political candidates/issues.,F,2004-08-27 00:00:00,2012-07-11 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
12605,2007,2003-06-01,2007-05-31,helen_shiller,Helen Shiller,46,46th Ward Regular Democratic Org,ward,ward_name,medium,TRUE,Political Party,46th Ward Regular Democratic Org,To identify and elect qualified Democratic candidates to office; to develop positions on issues relevant to its constituents; to promote Democratic political activity in the 46th Ward; to encourage broad political participation; to present recommendations,F,1996-02-04 00:00:00,2015-08-11 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
18038,2007,2003-06-01,2007-05-31,helen_shiller,Helen Shiller,46,Friends of Bridget Byron,ward,ward_purpose,medium,TRUE,"",Friends of Bridget Byron,To elect Bridget A Byron 46th Ward Republican Committeeman.,F,2004-03-01 00:00:00,2004-11-17 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4285,2007,2003-06-01,2007-05-31,eugene_schulter,Eugene Schulter,47,Citizens for Gene Schulter,candidate,manual_review:include_main_candidate,manual,FALSE,Candidate,Citizens for Gene Schulter,To elect Eugene C Schulter to public office,A,1975-01-01 00:00:00,1975-01-01 00:00:00,TRUE,FALSE,FALSE,FALSE,include_main_candidate,Eugene Schulter,candidate,47,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"",Registry purpose identifies Eugene Schulter committee,codex_registry_review,2026-06-03
15375,2007,2003-06-01,2007-05-31,eugene_schulter,Eugene Schulter,47,47th Ward Political Fund,ward,ward_name,medium,TRUE,Political Party,47th Ward Political Fund,"Support candidacy of State & Local candidates, support voter registration, Get-Out Vote drives & support/oppose questions of policy",F,2000-03-01 00:00:00,2013-05-28 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
260,2007,2003-06-01,2007-05-31,eugene_schulter,Eugene Schulter,47,47th Ward Regular Democratic Organization,ward,ward_name,medium,TRUE,"",47th Ward Regular Democratic Organization,To Support Democratic Candidates,F,1974-10-01 00:00:00,2003-12-11 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
16100,2007,2003-06-01,2007-05-31,eugene_schulter,Eugene Schulter,47,Democratic Party of the 47th Ward,ward,ward_name,medium,TRUE,Political Party,Democratic Party of the 47th Ward,To elect Democratic candidates,A,2001-04-03 00:00:00,2001-04-03 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4995,2007,2003-06-01,2007-05-31,mary_ann_smith,Mary Ann Smith,48,Citizens for Mary Ann Smith,candidate,candidate_full_name,high,FALSE,Candidate,Citizens for Mary Ann Smith,To elect Mary Ann Smith Alderman of the 48th Ward of the City of Chicago State of IL,F,1989-08-25 00:00:00,2011-07-15 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
11694,2007,2003-06-01,2007-05-31,mary_ann_smith,Mary Ann Smith,48,Citizens for the 48th Ward Democratic Party,ward,ward_name,medium,TRUE,"",Citizens for the 48th Ward Democratic Party,Promote Democratic party candidates and issues,F,1995-11-08 00:00:00,2007-07-17 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
19900,2007,2003-06-01,2007-05-31,mary_ann_smith,Mary Ann Smith,48,Citizens to Elect Chris Lawrence,ward,ward_purpose,medium,TRUE,"",Citizens to Elect Chris Lawrence,To elect Chris Lawrence Alderman of the 48th Ward of the city of Chicago State of Illinois,F,2006-09-23 00:00:00,2008-06-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15293,2007,2003-06-01,2007-05-31,mary_ann_smith,Mary Ann Smith,48,Committee to Elect Frank Fuscaldo,ward,ward_purpose,medium,TRUE,"",Committee to Elect Frank Fuscaldo,To Support the Candidacy of Frank Fuscaldo for Office of Ward Committeeman of the 48th Ward.,F,2000-03-15 00:00:00,2005-02-04 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15436,2007,2003-06-01,2007-05-31,mary_ann_smith,Mary Ann Smith,48,Kurt James Eckhardt 48th Ward Republican Committeeman,ward,ward_name,medium,TRUE,"",Kurt James Eckhardt 48th Ward Republican Committeeman,"To finance the campaigns of Kurt J Eckhardt, and others, and to pay expenses pertaining to such.",F,2000-07-10 00:00:00,2007-12-18 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
6380,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Citizens for Joe Moore,candidate,candidate_full_name,high,FALSE,Candidate,Citizens for Joe Moore,Elect Joe Moore to public office.,F,1990-04-07 00:00:00,2022-07-12 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
20365,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Friends of Joe Moore,candidate,candidate_full_name,high,FALSE,"",Friends of Joe Moore,To elect Joe Moore to the Carbondale City Council.,F,2007-03-12 00:00:00,2008-07-21 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
16910,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Citizens for Harrington,ward,ward_purpose,medium,TRUE,"",Citizens for Harrington,"Elect Michael J Harrington Alderman of 49th Ward - Chicago, IL.",F,2002-07-29 00:00:00,2009-04-09 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17016,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Citizens for Tom Bradley,ward,ward_purpose,medium,TRUE,"",Citizens for Tom Bradley,"Political to support candidates for public office, particularly Tom Bradley for 49th Ward Alderman, City of Chicago.",F,2002-09-12 00:00:00,2003-09-22 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
10742,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Committee to Elect Karen Hoover Alderman of the 49th Ward,ward,ward_name,medium,TRUE,"",Committee to Elect Karen Hoover Alderman of the 49th Ward,To Advance and Support the Candidacy of Karen Hoover for the Office of Alderman of the 49th Ward of the City of Chicago.,F,2002-10-21 00:00:00,2003-07-14 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
10132,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Democratic Party of the 49th Ward,ward,ward_name,medium,TRUE,Political Party,Democratic Party of the 49th Ward,To support & elect Democratic candidates,A,1993-07-01 00:00:00,1993-07-01 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
19848,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Friends of Chris Adams,ward,ward_purpose,medium,TRUE,"",Friends of Chris Adams,Support the candidacy of Chris Adams for Alderman in Chicago's 49th Ward.,F,2006-08-31 00:00:00,2008-07-17 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
644,2007,2003-06-01,2007-05-31,joe_moore,Joe Moore,49,Network 49,ward,ward_purpose,medium,TRUE,Political Action,Network 49,"organizing and advocating for policies and elected leadership that advance a high quality of community life, benefiting all residents in the 49th Ward of the City of Chicago",A,1983-08-05 00:00:00,2011-01-18 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4269,2007,2003-06-01,2007-05-31,bernard_stone,Bernard Stone,50,Bernard L Stone Campaign Comm,candidate,candidate_first_last,high,FALSE,Candidate,Bernard L Stone Campaign Comm,To elect Bernard L Stone to any political office he may seek.,F,1975-07-01 00:00:00,2012-06-28 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
1117,2007,2003-06-01,2007-05-31,bernard_stone,Bernard Stone,50,50th Ward Regular Republican Org,ward,ward_name,medium,TRUE,Political Party,50th Ward Regular Republican Org,Support candidates for office & promote Republican principles in the area.,F,1987-03-01 00:00:00,2012-01-17 14:39:22,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
19701,2007,2003-06-01,2007-05-31,bernard_stone,Bernard Stone,50,Citizens for Brewer,ward,ward_purpose,medium,TRUE,Candidate,Citizens for Brewer,To support the candidacy of Greg Brewer for alderman of the 50th Ward of the City of Chicago.,F,2006-05-08 00:00:00,2011-06-21 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15381,2007,2003-06-01,2007-05-31,bernard_stone,Bernard Stone,50,Democratic Club of the 50th Ward,ward,ward_name,medium,TRUE,Political Party,Democratic Club of the 50th Ward,To support Candidates for Public Office and Matter of Public Policy.,F,2000-06-20 00:00:00,2010-12-28 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
19816,2007,2003-06-01,2007-05-31,bernard_stone,Bernard Stone,50,Salman Aftab Campaign Fund,ward,ward_purpose,medium,TRUE,"",Salman Aftab Campaign Fund,Win 50th Ward Alderman election in city of Chicago.,F,2006-08-08 00:00:00,2007-07-31 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
20809,2011,2007-06-01,2011-05-31,proco_joe_moreno,Proco Joe Moreno,1,Friends for Proco Joe Moreno,candidate,candidate_full_name,high,FALSE,Candidate,Friends for Proco Joe Moreno,To support Proco Joe Moreno for public office.,A,2007-09-13 00:00:00,2007-09-13 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
21057,2011,2007-06-01,2011-05-31,proco_joe_moreno,Proco Joe Moreno,1,1st Ward Democratic Committeeman Fund,ward,ward_name,medium,TRUE,Political Party,1st Ward Democratic Committeeman Fund,To elect and support Democratic candidates for public and political office.,F,2007-08-13 00:00:00,2016-08-17 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
19175,2011,2007-06-01,2011-05-31,proco_joe_moreno,Proco Joe Moreno,1,1st Ward Republican Organization,ward,ward_name,medium,TRUE,"",1st Ward Republican Organization,Build the Republican Party in the 1st Ward,F,2005-08-02 00:00:00,2007-12-11 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
