review_priority,project_id,pin,construction_year,ward_pair,distance_to_boundary_ft,within_500ft,review_address,target_cards,target_card_numbers,target_classes,card_units_min,card_units_max,all_cards_single_unit,any_card_multifamily,final_units,final_building_sqft,land_sqft,site_units_exceed_one,building_type_rule,current_footprints,current_footprints_near_construction,current_footprint_area_sum,permit_addresses,permit_unit_values,current_parcels,current_noncondo_parcels,current_condo_pins,distinct_current_addresses,successor_addresses,current_noncondo_assessor_units,current_noncondo_assessor_building_sqft,successor_sqft_ratio,internal_evidence,adjudication_reason,adjudication_confidence,google_maps_url,google_search_query,review_status,google_visual_type,external_structure_class,multifamily_disposition,external_building_count,external_unit_count,external_building_sqft,source_1_url,source_2_url,supports_building_type,supports_final_units,reviewer_notes,review_date
2,residential_multicard_17311230010000,17311230010000,2014,11_12,139.98964323870422,TRUE,3401 S HOYNE AVE,9,1/2/3/4/5/6/7/8/9,295,1,1,TRUE,FALSE,9,15772,19525,TRUE,single_family_buildings,2,0,7950.124999743828,3407 S HOYNE AVE,,10,10,0,10,2047 W 34TH ST | 2049 W 34TH ST | 2053 W 34TH ST | 2055 W 34TH ST | 2059 W 34TH ST | 2061 W 34TH ST | 3407 S HOYNE AVE | 3409 S HOYNE AVE | 3411 S HOYNE AVE | 3413 S HOYNE AVE,9,15772,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=3401%20S%20HOYNE%20AVE%20Chicago%20IL,"""3401 S HOYNE AVE"" Chicago ""17311230010000""",complete,townhouse_development,attached_single_family_collection,exclude,10,,,https://occprodstoragev1.blob.core.usgovcloudapi.net/lsmatterattachmentspublic/81854353-b4d8-4583-a0ef-9887cbd11275.pdf,https://www.redfin.com/IL/Chicago/3401-S-Hoyne-Ave-60608/home/113109546,TRUE,FALSE,"The zoning application states that the site would contain two buildings with seven and three townhome dwelling units. That establishes a ten-townhome development. The historical parent has nine cards and the successor set has ten addresses, so the external evidence does not validate the nine-unit parent count.",2026-07-24
2,residential_multicard_17312170200000,17312170200000,2017,12_25,298.37115637587686,TRUE,1814 W 33RD PL,4,1/2/3/4,278,1,1,TRUE,FALSE,4,11120,11900,TRUE,single_family_buildings,1,0,2222.24999979767,1820 W 33RD PL / 1816 W 33RD PL / 1814 W 33RD PL / 1830 W 33RD PL,,4,4,0,4,1814 W 33RD PL | 1816 W 33RD PL | 1820 W 33RD PL | 1822 W 33RD PL,4,11120,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=1814%20W%2033RD%20PL%20Chicago%20IL,"""1814 W 33RD PL"" Chicago ""17312170200000""",complete,detached_single_family_collection,detached_single_family_collection,exclude,4,4,11120,https://www.redfin.com/IL/Chicago/1814-W-33rd-Pl-60608/home/175664506,https://www.countyoffice.org/w-33rd-pl-chicago-il-property-records/,TRUE,TRUE,"Four exact permits authorize separate single-family residences at 1814, 1816, 1820, and 1822 W 33rd Place. External records identify the addresses as separate single-family homes of 2,780 square feet each, exactly reproducing the four cards and 11,120 square feet.",2026-07-24
2,residential_multicard_17341211170000,17341211170000,2019,3_4,62.142554662379624,TRUE,3305 S PRAIRIE AVE,5,1/2/3/4/5,295,1,1,TRUE,FALSE,5,8684,8031,TRUE,single_family_buildings,0,0,,239 E 33RD BLVD,5,5,5,0,5,239 33RD | 241 33RD | 243 33RD | 245 E 33RD ST | 3301 PRAIRIE,5,8646,0.9956241363426992,multiple_successor_parcels,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3305%20S%20PRAIRIE%20AVE%20Chicago%20IL,"""3305 S PRAIRIE AVE"" Chicago ""17341211170000""",complete,townhouse_development,attached_single_family_collection,exclude,5,5,,https://www.buildzoom.com/contractor/gracek-contractors-llc,https://www.zillow.com/homedetails/3301-S-Prairie-Ave-Chicago-IL-60616/2081184987_zpid/,TRUE,TRUE,"The permit record describes one five-unit townhouse project covering 241, 243, and 245 E 33rd Boulevard and 3301 S Prairie, and external records identify a representative successor as a townhouse. The five one-unit cards describe five attached townhomes rather than one multifamily building.",2026-07-24
2,residential_multicard_19083090620000,19083090620000,2022,14_23,155.9388272795539,TRUE,5249 S MULLIGAN AVE,2,2/3,203,1,1,TRUE,FALSE,2,2832,8750,TRUE,single_family_buildings,1,0,1579.6250001068693,5245 S MULLIGAN AVE / 5249 S MULLIGAN AVE,,1,1,0,1,5249 S MULLIGAN AVE,2,2832,1,multiple_permit_addresses,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=5249%20S%20MULLIGAN%20AVE%20Chicago%20IL,"""5249 S MULLIGAN AVE"" Chicago ""19083090620000""",complete,expired_unbuilt_single_family_permits,no_completed_project,suppress,0,0,828,https://www.zillow.com/homedetails/5249-S-Mulligan-Ave-Chicago-IL-60638/3920962_zpid/,https://www.google.com/maps/search/?api=1&query=5249%20S%20Mulligan%20Ave%20Chicago%20IL,TRUE,FALSE,Both 2021 new-house permits linked to this PIN are marked expired. Zillow and the city footprint identify the surviving structure as the 1920s 828-square-foot house at 5249 S Mulligan. The two 2022 assessor cards do not represent completed new construction and this project should be suppressed.,2026-07-24
2,residential_multicard_19111200130000,19111200130000,2006,14_23,427.3629586243577,TRUE,3636 W 51ST ST,7,1/2/3/4/5/6/7,204/207/295,1,1,TRUE,FALSE,7,13753,307739,TRUE,single_family_buildings,11,1,16291.158800408884,3620 W 51ST ST / 3632 W 51ST ST / 3619 W 50TH PL / 3621 W 50TH PL / 3617 W 50TH PL / 3615 W 50TH PL / 3646 W 51ST ST / 3642 W 51ST ST / 3614 W 51ST ST / 3609 W 50TH PL / 3611 W 50TH PL / 3607 W 50TH PL / 5043 S CENTRAL PARK AVE,,39,39,0,39,2016 S MILLARD AVE | 3609 W 50TH PL | 3611 W 50TH PL | 3614 W 51ST ST | 3615 W 50TH PL | 3616 W 50TH ST | 3616 W 51ST ST | 3617 W 50TH PL | 3618 W 51ST ST | 3619 W 50TH ST | 3620 W 51ST ST | 3621 W 50TH ST | 3622 W 51ST ST | 3623 W 50TH ST | 3625 W 50TH ST | 3640 W 51ST ST | 3640 W 51ST ST .5 | 3642 W 51ST ST | 3644 W 51ST ST | 3646 W 51ST ST | 5000 S MILLARD AVE | 5001 S MILLARD AVE | 5004 S MILLARD AVE | 5008 S MILLARD AVE | 5012 S MILLARD AVE | 5015 S MILLARD AVE | 5020 S MILLARD AVE | 5024 S MILLARD AVE | 5028 S MILLARD AVE | 5032 S MILLARD AVE | 5036 S MILLARD AVE | 5040 S MILLARD AVE | 5043 S MILLARD AVE | 5044 S MILLARD AVE | 5048 S MILLARD AVE | 5052 S MILLARD AVE | 5056 S MILLARD AVE | 5060 S MILLARD AVE | 5064 S MILLARD AVE,14,26667,1.938995128335636,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3636%20W%2051ST%20ST%20Chicago%20IL,"""3636 W 51ST ST"" Chicago ""19111200130000""",complete,townhouse_development,attached_single_family_collection,exclude,7,,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/3609-W-50th-Pl-60632/home/64226836,TRUE,FALSE,"YoChicago identifies Park Place Homes at 3630 W 51st as a townhouse development, and Redfin identifies a representative successor as a fee-simple attached townhome. The shared 39-address successor set does not isolate this parent's seven-card count.",2026-07-24
2,residential_multicard_19111230100000,19111230100000,2007,14_23,175.48943571837998,TRUE,3609 W 50TH ST,4,1/2/3/4,295,1,1,TRUE,FALSE,4,7326,4422,TRUE,single_family_buildings,11,10,16291.158800408884,,,39,39,0,39,2016 S MILLARD AVE | 3609 W 50TH PL | 3611 W 50TH PL | 3614 W 51ST ST | 3615 W 50TH PL | 3616 W 50TH ST | 3616 W 51ST ST | 3617 W 50TH PL | 3618 W 51ST ST | 3619 W 50TH ST | 3620 W 51ST ST | 3621 W 50TH ST | 3622 W 51ST ST | 3623 W 50TH ST | 3625 W 50TH ST | 3640 W 51ST ST | 3640 W 51ST ST .5 | 3642 W 51ST ST | 3644 W 51ST ST | 3646 W 51ST ST | 5000 S MILLARD AVE | 5001 S MILLARD AVE | 5004 S MILLARD AVE | 5008 S MILLARD AVE | 5012 S MILLARD AVE | 5015 S MILLARD AVE | 5020 S MILLARD AVE | 5024 S MILLARD AVE | 5028 S MILLARD AVE | 5032 S MILLARD AVE | 5036 S MILLARD AVE | 5040 S MILLARD AVE | 5043 S MILLARD AVE | 5044 S MILLARD AVE | 5048 S MILLARD AVE | 5052 S MILLARD AVE | 5056 S MILLARD AVE | 5060 S MILLARD AVE | 5064 S MILLARD AVE,14,26667,3.64004914004914,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3609%20W%2050TH%20ST%20Chicago%20IL,"""3609 W 50TH ST"" Chicago ""19111230100000""",complete,townhouse_development,attached_single_family_collection,exclude,4,,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/3609-W-50th-Pl-60632/home/64226836,TRUE,FALSE,"YoChicago identifies Park Place Homes at 3630 W 51st as a townhouse development, and Redfin identifies 3609 W 50th Place as a fee-simple attached townhome. The shared 39-address successor set does not isolate this parent's four-card count.",2026-07-24
2,residential_multicard_19111230110000,19111230110000,2007,14_23,136.5013563996706,TRUE,3623 W 50TH ST,4,1/2/3/4,295,1,1,TRUE,FALSE,4,7413,4284,TRUE,single_family_buildings,11,10,16291.158800408884,,,39,39,0,39,2016 S MILLARD AVE | 3609 W 50TH PL | 3611 W 50TH PL | 3614 W 51ST ST | 3615 W 50TH PL | 3616 W 50TH ST | 3616 W 51ST ST | 3617 W 50TH PL | 3618 W 51ST ST | 3619 W 50TH ST | 3620 W 51ST ST | 3621 W 50TH ST | 3622 W 51ST ST | 3623 W 50TH ST | 3625 W 50TH ST | 3640 W 51ST ST | 3640 W 51ST ST .5 | 3642 W 51ST ST | 3644 W 51ST ST | 3646 W 51ST ST | 5000 S MILLARD AVE | 5001 S MILLARD AVE | 5004 S MILLARD AVE | 5008 S MILLARD AVE | 5012 S MILLARD AVE | 5015 S MILLARD AVE | 5020 S MILLARD AVE | 5024 S MILLARD AVE | 5028 S MILLARD AVE | 5032 S MILLARD AVE | 5036 S MILLARD AVE | 5040 S MILLARD AVE | 5043 S MILLARD AVE | 5044 S MILLARD AVE | 5048 S MILLARD AVE | 5052 S MILLARD AVE | 5056 S MILLARD AVE | 5060 S MILLARD AVE | 5064 S MILLARD AVE,14,26667,3.5973290165924725,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3623%20W%2050TH%20ST%20Chicago%20IL,"""3623 W 50TH ST"" Chicago ""19111230110000""",complete,townhouse_development,attached_single_family_collection,exclude,4,,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/3609-W-50th-Pl-60632/home/64226836,TRUE,FALSE,"YoChicago identifies Park Place Homes at 3630 W 51st as a townhouse development, and external records identify the development as fee-simple attached townhomes. The shared 39-address successor set does not isolate this parent's four-card count.",2026-07-24
2,residential_multicard_19113250470000,19113250470000,2006,14_23,91.2156162929022,TRUE,3601 W 53RD ST,16,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16,295,1,1,TRUE,FALSE,17,27200,50249,TRUE,single_family_buildings,4,0,31545.196261162982,3601 W 53RD ST / 3603 W 53RD ST / 3605 W 53RD ST / 3607 W 53RD ST,,34,0,34,34,3601 W 53RD ST 1 | 3601 W 53RD ST 2 | 3601 W 53RD ST 3 | 3601 W 53RD ST 4 | 3601 W 53RD ST 5 | 3601 W 53RD ST 6 | 3601 W 53RD ST 7 | 3601 W 53RD ST 8 | 3603 W 53RD ST 1 | 3603 W 53RD ST 2 | 3603 W 53RD ST 3 | 3603 W 53RD ST 4 | 3603 W 53RD ST 5 | 3603 W 53RD ST 6 | 3603 W 53RD ST 7 | 3603 W 53RD ST 8 | 3603 W 53RD ST 9 | 3605 W 53RD ST 1 | 3605 W 53RD ST 2 | 3605 W 53RD ST 3 | 3605 W 53RD ST 4 | 3605 W 53RD ST 5 | 3605 W 53RD ST 6 | 3605 W 53RD ST 7 | 3605 W 53RD ST 8 | 3605 W 53RD ST 9 | 3607 W 53RD ST 1 | 3607 W 53RD ST 2 | 3607 W 53RD ST 3 | 3607 W 53RD ST 4 | 3607 W 53RD ST 5 | 3607 W 53RD ST 6 | 3607 W 53RD ST 7 | 3607 W 53RD ST 8,0,0,0,multiple_successor_parcels,manual_override,high,https://www.google.com/maps/search/?api=1&query=3601%20W%2053RD%20ST%20Chicago%20IL,"""3601 W 53RD ST"" Chicago ""19113250470000""",complete,townhouse_development,attached_single_family_collection,exclude,34,34,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.zillow.com/apartments/chicago-il/3601-w-53rd/CqnjXQ/,TRUE,FALSE,"Contemporaneous reporting identifies 53rd and Millard as a 34-townhouse project, and current listings describe the address components as multi-level townhouse buildings. This resolves the attached-townhouse classification. The historical parent has sixteen cards and seventeen selected units, so neither value is validated by the development-wide count.",2026-07-24
2,residential_multicard_20032210100000,20032210100000,2018,3_4,101.35658160706956,TRUE,4225 S VINCENNES AVE,4,1/2/3/4,295,1,1,TRUE,FALSE,4,8668,7680,TRUE,single_family_buildings,0,0,,4223 S VINCENNES AVE / 510 E 42ND PL,2,5,5,0,2,508 E 42ND PL | 510 E 42ND PL,4,8668,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=4225%20S%20VINCENNES%20AVE%20Chicago%20IL,"""4225 S VINCENNES AVE"" Chicago ""20032210100000""",complete,townhouse_development,attached_single_family_collection,exclude,4,4,8668,https://www.redfin.com/IL/Chicago/508-E-42nd-Pl-60653/home/178523492,https://www.countyoffice.org/e-42nd-pl-chicago-il-property-records/,TRUE,TRUE,"Two exact permits each authorize a two-dwelling-unit townhome building, for four attached townhomes total. Four successor parcels reproduce the unit count, and external records identify the completed properties as individual townhomes. These are attached single-family units, not one multifamily building.",2026-07-24
2,residential_multicard_20034230370000,20034230370000,2014,3_4,186.57684149317092,TRUE,542 E 46TH PL,2,1/2,278,1,1,TRUE,FALSE,2,4824,7150,TRUE,single_family_buildings,0,0,,542 E 46TH PL / 544 E 46TH PL,,2,2,0,2,542 E 46TH PL | 544 E 46TH PL,2,4824,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=542%20E%2046TH%20PL%20Chicago%20IL,"""542 E 46TH PL"" Chicago ""20034230370000""",complete,two_detached_single_family_houses,detached_single_family_collection,exclude,2,2,4824,https://www.redfin.com/IL/Chicago/542-E-46th-Pl-60653/home/103981657,https://www.realtor.com/realestateandhomes-detail/542-E-46th-Pl_Chicago_IL_60653_M86752-46548,TRUE,TRUE,"Two exact permits authorize separate single-family residences at 542 and 544 E 46th Place. Two successor parcels reproduce two units and 4,824 square feet, and external records identify 542 as a detached single-family house.",2026-07-24
2,residential_multicard_20043320380000,20043320380000,2022,3_11,246.3181358379306,TRUE,451 W 46TH PL,3,1/2/3,278,1,1,TRUE,FALSE,3,6060,8162,TRUE,single_family_buildings,0,0,,445 W 46TH PL / 447 W 46TH PL / 449 W 46TH PL,,3,3,0,3,445 W 46TH PL | 447 W 46TH PL | 449 W 46TH PL,3,6720,1.108910891089109,multiple_successor_parcels,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=451%20W%2046TH%20PL%20Chicago%20IL,"""451 W 46TH PL"" Chicago ""20043320380000""",complete,three_detached_single_family_houses,detached_single_family_collection,exclude,3,3,6720,https://www.zillow.com/homedetails/445-W-46th-Pl-Chicago-IL-60609/444801392_zpid/,https://www.google.com/maps/search/?api=1&query=445%20W%2046th%20Pl%20Chicago%20IL,TRUE,TRUE,"Three exact permits authorize separate single-family residences at 445, 447, and 449 W 46th Place. Zillow describes the site as a three-home development, and three successor parcels reproduce the three-unit count.",2026-07-24
2,residential_multicard_20084270400000,20084270400000,2006,16_20,257.7207865804133,TRUE,5428 S MORGAN ST,4,1/2/3/4,207,1,1,TRUE,FALSE,4,5412,16034,TRUE,single_family_buildings,5,0,3883.764128946874,,,4,4,0,4,931 W 54TH ST | 935 W 54TH ST | 939 W 54TH ST | 941 W 54TH ST,4,5412,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=5428%20S%20MORGAN%20ST%20Chicago%20IL,"""5428 S MORGAN ST"" Chicago ""20084270400000""",complete,four_detached_single_family_houses,detached_single_family_collection,exclude,4,4,5412,https://www.redfin.com/IL/Chicago/941-W-54th-St-60609/home/26823514,https://www.zillow.com/homedetails/941-W-54th-St-Chicago-IL-60609/89896796_zpid/,TRUE,TRUE,"Four successor parcels at 931, 935, 939, and 941 W 54th Street each contain a one-unit house of about 1,353 square feet. External records identify 941 and the neighboring addresses as separate single-family homes, reproducing four units and approximately the card total.",2026-07-24
2,residential_multicard_20102110280000,20102110280000,2014,3_4,313.09575116287624,TRUE,4814 S CHAMPLAIN AVE,2,1/2,278,1,1,TRUE,FALSE,2,4432,8450,TRUE,single_family_buildings,0,0,,4814 S CHAMPLAIN AVE / 4818 S CHAMPLAIN AVE,,3,3,0,3,4812 S CHAMPLAIN AVE | 4814 S CHAMPLAIN AVE | 4818 S CHAMPLAIN AVE,3,6657,1.5020306859205776,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=4814%20S%20CHAMPLAIN%20AVE%20Chicago%20IL,"""4814 S CHAMPLAIN AVE"" Chicago ""20102110280000""",complete,detached_single_family_collection,detached_single_family_collection,exclude,3,3,6657,https://www.zillow.com/homedetails/4814-S-Champlain-Ave-Chicago-IL-60615/119087615_zpid/,https://www.compass.com/homedetails/4814-S-Champlain-Ave-Chicago-IL-60615/1XGF40_pid/,TRUE,FALSE,"Exact permits authorize separate single-family houses at 4814 and 4818 S Champlain, while parcel lineage identifies a third contemporaneous house at 4812. External records identify 4814 as a detached single-family residence. The parent has only two cards, so building type is resolved but the correct episode count requires reconciliation.",2026-07-24
2,residential_multicard_20102190080000,20102190080000,2008,3_4,436.2108474215896,TRUE,4951 S SAINT LAWRENCE AVE,2,1/2,211,6,6,FALSE,TRUE,12,13602,12833,TRUE,multifamily_building,0,0,,,,4,4,0,4,4951 S SAINT LAWRENCE AVE | 4953 S SAINT LAWRENCE AVE | 4957 S SAINT LAWRENCE AVE | 4959 S SAINT LAWRENCE AVE,4,10625,0.7811351271871784,manual_external_review,contemporaneous_card_inventory,manual_review_complete,https://www.google.com/maps/search/?api=1&query=4951%20S%20SAINT%20LAWRENCE%20AVE%20Chicago%20IL,"""4951 S SAINT LAWRENCE AVE"" Chicago ""20102190080000""",complete,vacant_site_no_completed_project,no_completed_project,suppress,0,0,0,"https://www.google.com/maps/place/4951+S+St+Lawrence+Ave,+Chicago,+IL+60615",https://www.redfin.com/IL/Chicago/4951-S-Saint-Lawrence-Ave-60615/home/39576578,FALSE,FALSE,"The two six-unit cards occur only in tax year 2009. Google Street View shows the four-lot 4951-4959 site vacant in both July 2007 and May 2011, with the neighboring 4949 building unchanged. No corresponding completed-project permit or successor apartment building was found. The 2008 multicard observation should be suppressed.",2026-07-24
2,residential_multicard_20222220450000,20222220450000,2021,5_20,440.68161966910753,TRUE,6552 S EVANS AVE,3,1/2/3,211,2,2,FALSE,TRUE,6,8298,8337,TRUE,multifamily_building,0,0,,6552 S EVANS AVE / 6554 S EVANS AVE / 6556 S EVANS AVE,2,3,3,0,3,6552 S EVANS AVE | 6554 S EVANS AVE | 6556 S EVANS AVE,6,8298,1,successor_total_matches,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=6552%20S%20EVANS%20AVE%20Chicago%20IL,"""6552 S EVANS AVE"" Chicago ""20222220450000""",complete,three_adjacent_two_unit_buildings,multiple_multifamily_buildings,include,3,6,8298,https://www.coldwellbankerhomes.com/il/chicago/6552-s-evans-ave/pid_70066038/,https://www.crexi.com/property-records/20222220570000-CHICAGO-IL-60637-3414/cf87794c2c9af95a9c26592a9fc21f127eedb611,TRUE,TRUE,"The 6552, 6554, and 6556 successor parcels each contain a two-unit building. Listings for 6552 and 6556 independently report two units, and the three successor assessor totals reproduce the three two-unit cards.",2026-07-24
2,residential_multicard_20231170240000,20231170240000,2021,5_20,55.58659574902836,TRUE,6500 S UNIVERSITY AVE,2,1/2,278,1,1,TRUE,FALSE,2,4668,6098,TRUE,single_family_buildings,1,0,5917.750000501284,6500 S UNIVERSITY AVE / 6502 S UNIVERSITY AVE,,2,2,0,1,6500 S UNIVERSITY AVE,2,4668,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=6500%20S%20UNIVERSITY%20AVE%20Chicago%20IL,"""6500 S UNIVERSITY AVE"" Chicago ""20231170240000""",complete,two_detached_single_family_houses,detached_single_family_collection,exclude,2,2,4668,https://www.zillow.com/homedetails/6500-S-University-Ave-Chicago-IL-60637/159040026_zpid/,https://www.google.com/maps/search/?api=1&query=6502%20S%20University%20Ave%20Chicago%20IL,TRUE,TRUE,"Two completed exact permits authorize separate single-family houses at 6500 and 6502 S University. Two successor parcels reproduce two units and 4,668 square feet. Zillow identifies the completed 6500 property as a single-family residence.",2026-07-24
2,residential_multicard_20251190270000,20251190270000,2008,5_8,239.1040717834531,TRUE,7252 S BENNETT AVE,3,1/2/3,211,3,3,FALSE,TRUE,9,13662,11376,TRUE,multifamily_building,4,4,6597.055780952796,,,4,4,0,4,7252 S BENNETT AVE | 7254 S BENNETT AVE | 7257 S BENNETT AVE | 7258 S BENNETT AVE,12,18211,1.332967354706485,manual_external_review,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=7252%20S%20BENNETT%20AVE%20Chicago%20IL,"""7252 S BENNETT AVE"" Chicago ""20251190270000""",complete,three_adjacent_apartment_buildings,multiple_multifamily_buildings,include,3,9,13662,https://www.redfin.com/IL/Chicago/7252-S-Bennett-Ave-60649/home/39574665,https://www.crexi.com/property-records/20-25-119-031-0000-CHICAGO-IL-60649/048eb8a1917cd1f6479b07b381d6afb7e6bee6c8,TRUE,TRUE,"The parent record reports nine units in three buildings. Three same-year successor parcels each contain three units and 4,554 square feet; the fourth nearby successor is an older building.",2026-07-24
2,residential_multicard_25031150210000,25031150210000,2007,6_21,354.7373893766838,TRUE,8 E 90TH ST,4,1/2/3/4,207,1,1,TRUE,FALSE,4,7952,12404,TRUE,single_family_buildings,5,5,6266.235599472711,,,5,5,0,5,10 E 90TH ST | 12 E 90TH ST | 14 E 90TH ST | 6 E 90TH ST | 8 E 90TH ST,4,7952,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=8%20E%2090TH%20ST%20Chicago%20IL,"""8 E 90TH ST"" Chicago ""25031150210000""",complete,four_detached_single_family_houses,detached_single_family_collection,exclude,4,4,7952,https://www.compass.com/homedetails/8-E-90th-St-Chicago-IL-60619/1XWIKS_pid/,https://www.countyoffice.org/e-90th-st-chicago-il-property-records/,TRUE,TRUE,"Four successor parcels reproduce four one-unit cards and 7,952 square feet. External records identify 8 E 90th and neighboring addresses as separate single-family residences. The fifth nearby footprint at 4 E 90th is not part of the four-card episode.",2026-07-24
2,residential_multicard_25194030010000,25194030010000,2006,19_34,335.19271804443594,TRUE,11501 S VINCENNES AVE,6,1/2/3/4/5/6,295,1,1,TRUE,FALSE,6,10266,7656,TRUE,single_family_buildings,7,7,6130.755516159348,,,7,7,0,7,11501 S VINCENNES AVE | 11503 S VINCENNES AVE | 11505 S VINCENNES AVE | 1825 W 115TH ST 1 | 1825 W 115TH ST 2 | 1825 W 115TH ST 3 | 1825 W 115TH ST 4,7,12008,1.1696863432690434,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=11501%20S%20VINCENNES%20AVE%20Chicago%20IL,"""11501 S VINCENNES AVE"" Chicago ""25194030010000""",complete,townhouse_development,attached_single_family_collection,exclude,6,,,https://www.redfin.com/IL/Chicago/11501-S-Vincennes-Ave-60643/home/105707782,https://www.realtor.com/realestateandhomes-detail/1825-W-115th-St-Unit-7_Chicago_IL_60643_M85196-58945,TRUE,FALSE,"External records identify the Vincennes and 1825 W 115th successors as individual townhomes. The three parent projects jointly cover the development, but the external evidence does not independently validate assigning exactly six units to this parent.",2026-07-24
2,residential_multicard_25194030020000,25194030020000,2006,19_34,318.7169238590855,TRUE,11505 S VINCENNES AVE,5,1/2/3/4/5,295,1,1,TRUE,FALSE,5,8670,6250,TRUE,single_family_buildings,4,4,3723.340683606453,,,4,4,0,4,11507 S VINCENNES AVE | 11509 S VINCENNES AVE | 1825 W 115TH ST 5 | 1825 W 115TH ST 6,4,6928,0.7990772779700115,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=11505%20S%20VINCENNES%20AVE%20Chicago%20IL,"""11505 S VINCENNES AVE"" Chicago ""25194030020000""",complete,townhouse_development,attached_single_family_collection,exclude,5,,,https://www.redfin.com/IL/Chicago/11501-S-Vincennes-Ave-60643/home/105707782,https://www.redfin.com/IL/Chicago/11513-S-Vincennes-Ave-60643/home/105708406,TRUE,FALSE,"External records identify representative Vincennes successors as individual fee-simple townhomes. The three parent projects jointly cover the development, but the external evidence does not independently validate assigning exactly five units to this parent.",2026-07-24
2,residential_multicard_25194030030000,25194030030000,2006,19_34,321.1472538243252,TRUE,11513 S VINCENNES AVE,4,1/2/3/4,295,1,1,TRUE,FALSE,4,6995,6250,TRUE,single_family_buildings,4,4,3669.1097929943353,,,4,4,0,4,11511 S VINCENNES AVE | 11513 S VINCENNES AVE | 1825 W 115TH ST 8 | 1827 W 115TH ST 7,4,6995,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=11513%20S%20VINCENNES%20AVE%20Chicago%20IL,"""11513 S VINCENNES AVE"" Chicago ""25194030030000""",complete,townhouse_development,attached_single_family_collection,exclude,4,,,https://www.redfin.com/IL/Chicago/11513-S-Vincennes-Ave-60643/home/105708406,https://www.realtor.com/realestateandhomes-detail/1825-W-115th-St-Unit-7_Chicago_IL_60643_M85196-58945,TRUE,FALSE,"External records identify representative Vincennes and 115th Street successors as individual fee-simple townhomes. The three parent projects jointly cover the development, but the external evidence does not independently validate assigning exactly four units to this parent.",2026-07-24
2,residential_multicard_25194060030000,25194060030000,2008,19_34,430.0826285377019,TRUE,11613 S VINCENNES AVE,2,1/2,211,3,3,FALSE,TRUE,6,7296,6250,TRUE,multifamily_building,2,2,2655.2773360516876,11613 S VINCENNES AVE,3,1,1,0,1,11613 S VINCENNES AVE,6,7296,1,successor_total_matches,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=11613%20S%20VINCENNES%20AVE%20Chicago%20IL,"""11613 S VINCENNES AVE"" Chicago ""25194060030000""",complete,two_adjacent_three_unit_apartment_buildings,multiple_multifamily_buildings,include,2,6,7296,https://www.redfin.com/IL/Chicago/11613-S-Vincennes-Ave-60643/home/28505611,,TRUE,TRUE,"The listing explicitly describes two three-flats sold together and reports six total units. Its public facts report 3,648 square feet for one component, matching two equal 3,648-square-foot assessor cards and a 7,296-square-foot project total.",2026-07-24
