project_id,review_status,google_visual_type,external_building_count,external_unit_count,external_building_sqft,source_1_url,source_2_url,supports_building_type,supports_final_units,reviewer_notes,review_date
residential_multicard_19111200130000,complete,townhouse_development,7,,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/3609-W-50th-Pl-60632/home/64226836,TRUE,FALSE,"YoChicago identifies Park Place Homes at 3630 W 51st as a townhouse development, and Redfin identifies a representative successor as a fee-simple attached townhome. The shared 39-address successor set does not isolate this parent's seven-card count.",2026-07-24
residential_multicard_19111230100000,complete,townhouse_development,4,,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/3609-W-50th-Pl-60632/home/64226836,TRUE,FALSE,"YoChicago identifies Park Place Homes at 3630 W 51st as a townhouse development, and Redfin identifies 3609 W 50th Place as a fee-simple attached townhome. The shared 39-address successor set does not isolate this parent's four-card count.",2026-07-24
residential_multicard_19111230110000,complete,townhouse_development,4,,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/3609-W-50th-Pl-60632/home/64226836,TRUE,FALSE,"YoChicago identifies Park Place Homes at 3630 W 51st as a townhouse development, and external records identify the development as fee-simple attached townhomes. The shared 39-address successor set does not isolate this parent's four-card count.",2026-07-24
residential_multicard_19113250470000,complete,townhouse_development,34,34,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.zillow.com/apartments/chicago-il/3601-w-53rd/CqnjXQ/,TRUE,FALSE,"Contemporaneous reporting identifies 53rd and Millard as a 34-townhouse project, and current listings describe the address components as multi-level townhouse buildings. This resolves the attached-townhouse classification. The historical parent has sixteen cards and seventeen selected units, so neither value is validated by the development-wide count.",2026-07-24
residential_multicard_20032210100000,complete,townhouse_development,4,4,8668,https://www.redfin.com/IL/Chicago/508-E-42nd-Pl-60653/home/178523492,https://www.countyoffice.org/e-42nd-pl-chicago-il-property-records/,TRUE,TRUE,"Two exact permits each authorize a two-dwelling-unit townhome building, for four attached townhomes total. Four successor parcels reproduce the unit count, and external records identify the completed properties as individual townhomes. These are attached single-family units, not one multifamily building.",2026-07-24
residential_multicard_20034230370000,complete,two_detached_single_family_houses,2,2,4824,https://www.redfin.com/IL/Chicago/542-E-46th-Pl-60653/home/103981657,https://www.realtor.com/realestateandhomes-detail/542-E-46th-Pl_Chicago_IL_60653_M86752-46548,TRUE,TRUE,"Two exact permits authorize separate single-family residences at 542 and 544 E 46th Place. Two successor parcels reproduce two units and 4,824 square feet, and external records identify 542 as a detached single-family house.",2026-07-24
residential_multicard_20043320380000,complete,three_detached_single_family_houses,3,3,6720,https://www.zillow.com/homedetails/445-W-46th-Pl-Chicago-IL-60609/444801392_zpid/,https://www.google.com/maps/search/?api=1&query=445%20W%2046th%20Pl%20Chicago%20IL,TRUE,TRUE,"Three exact permits authorize separate single-family residences at 445, 447, and 449 W 46th Place. Zillow describes the site as a three-home development, and three successor parcels reproduce the three-unit count.",2026-07-24
residential_multicard_20084270400000,complete,four_detached_single_family_houses,4,4,5412,https://www.redfin.com/IL/Chicago/941-W-54th-St-60609/home/26823514,https://www.zillow.com/homedetails/941-W-54th-St-Chicago-IL-60609/89896796_zpid/,TRUE,TRUE,"Four successor parcels at 931, 935, 939, and 941 W 54th Street each contain a one-unit house of about 1,353 square feet. External records identify 941 and the neighboring addresses as separate single-family homes, reproducing four units and approximately the card total.",2026-07-24
residential_multicard_20102110280000,complete,detached_single_family_collection,3,3,6657,https://www.zillow.com/homedetails/4814-S-Champlain-Ave-Chicago-IL-60615/119087615_zpid/,https://www.compass.com/homedetails/4814-S-Champlain-Ave-Chicago-IL-60615/1XGF40_pid/,TRUE,FALSE,"Exact permits authorize separate single-family houses at 4814 and 4818 S Champlain, while parcel lineage identifies a third contemporaneous house at 4812. External records identify 4814 as a detached single-family residence. The parent has only two cards, so building type is resolved but the correct episode count requires reconciliation.",2026-07-24
residential_multicard_20231170240000,complete,two_detached_single_family_houses,2,2,4668,https://www.zillow.com/homedetails/6500-S-University-Ave-Chicago-IL-60637/159040026_zpid/,https://www.google.com/maps/search/?api=1&query=6502%20S%20University%20Ave%20Chicago%20IL,TRUE,TRUE,"Two completed exact permits authorize separate single-family houses at 6500 and 6502 S University. Two successor parcels reproduce two units and 4,668 square feet. Zillow identifies the completed 6500 property as a single-family residence.",2026-07-24
residential_multicard_25031150210000,complete,four_detached_single_family_houses,4,4,7952,https://www.compass.com/homedetails/8-E-90th-St-Chicago-IL-60619/1XWIKS_pid/,https://www.countyoffice.org/e-90th-st-chicago-il-property-records/,TRUE,TRUE,"Four successor parcels reproduce four one-unit cards and 7,952 square feet. External records identify 8 E 90th and neighboring addresses as separate single-family residences. The fifth nearby footprint at 4 E 90th is not part of the four-card episode.",2026-07-24
residential_multicard_25194030010000,complete,townhouse_development,6,,,https://www.redfin.com/IL/Chicago/11501-S-Vincennes-Ave-60643/home/105707782,https://www.realtor.com/realestateandhomes-detail/1825-W-115th-St-Unit-7_Chicago_IL_60643_M85196-58945,TRUE,FALSE,"External records identify the Vincennes and 1825 W 115th successors as individual townhomes. The three parent projects jointly cover the development, but the external evidence does not independently validate assigning exactly six units to this parent.",2026-07-24
residential_multicard_25194030020000,complete,townhouse_development,5,,,https://www.redfin.com/IL/Chicago/11501-S-Vincennes-Ave-60643/home/105707782,https://www.redfin.com/IL/Chicago/11513-S-Vincennes-Ave-60643/home/105708406,TRUE,FALSE,"External records identify representative Vincennes successors as individual fee-simple townhomes. The three parent projects jointly cover the development, but the external evidence does not independently validate assigning exactly five units to this parent.",2026-07-24
residential_multicard_25194030030000,complete,townhouse_development,4,,,https://www.redfin.com/IL/Chicago/11513-S-Vincennes-Ave-60643/home/105708406,https://www.realtor.com/realestateandhomes-detail/1825-W-115th-St-Unit-7_Chicago_IL_60643_M85196-58945,TRUE,FALSE,"External records identify representative Vincennes and 115th Street successors as individual fee-simple townhomes. The three parent projects jointly cover the development, but the external evidence does not independently validate assigning exactly four units to this parent.",2026-07-24
residential_multicard_12252050380000,complete,townhouse_development,5,5,10338,https://www.redfin.com/IL/Chicago/3144-N-Octavia-Ave-60707/home/26829034,https://www.zillow.com/homedetails/3144-N-Octavia-Ave-Chicago-IL-60707/306332307_zpid/,TRUE,TRUE,"Redfin describes brand-new townhomes and Zillow identifies the reviewed successor as a 2016 townhouse. Five successor addresses and five parent cards reproduce the five-unit development.",2026-07-24
residential_multicard_13014130010000,complete,two_adjacent_apartment_buildings,2,4,5780,https://www.redfin.com/IL/Chicago/5857-N-Maplewood-Ave-60659/home/25700519,https://www.redfin.com/IL/Chicago/5859-N-Maplewood-Ave-60659/home/45511884,TRUE,TRUE,"External records identify 5857 and 5859 N Maplewood as separate two-unit buildings of 2,890 square feet each. The two records exactly reproduce the parent total of four units and 5,780 square feet.",2026-07-24
residential_multicard_13104270160000,complete,two_detached_single_family_houses,2,2,3750,https://www.redfin.com/IL/Chicago/4850-N-Keystone-Ave-60630/home/13494579,https://www.zillow.com/homedetails/4850-N-Keystone-Ave-Chicago-IL-60630/3639838_zpid/,TRUE,TRUE,"The listing states that the developer offered two new homes and identifies 4850 as detached single-family construction. The two exact successor addresses and two one-unit cards reproduce two houses; Zillow also lists neighboring 4852 as a separate four-bedroom home.",2026-07-24
residential_multicard_13124150460000,complete,two_detached_single_family_houses,2,2,6208,https://www.zillow.com/homedetails/2450-W-Ainslie-St-Chicago-IL-60625/2081055355_zpid/,https://www.trulia.com/home/2450-w-ainslie-st-chicago-il-60625-463085237,TRUE,TRUE,"External records identify 2450 W Ainslie as a 2022 single-family home. The parent splits into two successor parcels at 2450 and 2452, matching two one-unit cards and the exact-permit evidence for detached houses.",2026-07-24
residential_multicard_13124150470000,complete,two_detached_single_family_houses,2,2,6005,https://www.redfin.com/IL/Chicago/2446-W-Ainslie-St-60625/home/68598689,https://www.redfin.com/IL/Chicago/2448-W-Ainslie-St-60625/home/68598694,TRUE,TRUE,"Redfin identifies both 2446 and 2448 W Ainslie as separate new detached single-family homes. The two successor parcels reproduce two units; their current assessor areas differ from the historical card total but do not change the building type.",2026-07-24
residential_multicard_13141240180000,complete,two_detached_single_family_houses,2,2,3793,https://www.redfin.com/IL/Chicago/4454-N-Hamlin-Ave-60625/home/178538507,https://www.redfin.com/IL/Chicago/4458-N-Hamlin-Ave-60625/home/178538508,TRUE,TRUE,"Redfin identifies 4454 and 4458 N Hamlin as separate 2019 single-family residences. Exact permits, two footprints, and two successor parcels corroborate the two-house parent.",2026-07-24
residential_multicard_13143260160000,complete,two_detached_single_family_houses,2,2,5226,https://www.trulia.com/home/4028-n-harding-ave-chicago-il-60618-332931202,https://www.redfin.com/IL/Chicago/4030-N-Harding-Ave-60618/home/13484207,TRUE,TRUE,"External listings identify 4028 and 4030 N Harding as separate detached single-family homes completed in 2015-2016. Two exact permits, two footprints, and two successor parcels reproduce the two-house parent.",2026-07-24
residential_multicard_13161090190000,complete,two_detached_single_family_houses,2,2,4142,https://www.redfin.com/IL/Chicago/5334-W-Leland-Ave-60630/home/13480448,https://www.exprealty.com/chicago-il-real-estate/5334-w-leland-ave,TRUE,TRUE,"Redfin identifies the parent listing as two single-family lots and the completed 5334 house as single-family construction. Exact permits and successor parcels at 5334 and 5336 reproduce two detached houses.",2026-07-24
residential_multicard_13224130020000,complete,two_detached_single_family_houses,2,2,4686,https://www.redfin.com/IL/Chicago/4169-W-Cornelia-Ave-60641/home/178520497,https://occprodstoragev1.blob.core.usgovcloudapi.net/lsmatterattachmentspublic/96c108a9-5591-4eea-8e85-78ae267d0a04.pdf,TRUE,TRUE,"Redfin identifies 4169 W Cornelia as a 2018 single-family residence; the official zoning plan identifies the adjacent 4167 project as a proposed single-family home. Two exact permits and successor parcels reproduce two houses.",2026-07-24
residential_multicard_13243050060000,complete,townhouse_development,10,10,19306,https://www.compass.com/building/3455-n-whipple-st-chicago-il-60618/593075521047072413/,https://www.compass.com/homedetails/3455-N-Whipple-St-Unit-12-Chicago-IL-60618/1VSA3X_pid/,TRUE,FALSE,"Compass identifies 3455 N Whipple as a 2006 townhouse development and individual successors as fee-simple townhouses. The parent cards describe ten townhouse components, but the 26-unit building page and overlapping successor lineage do not independently validate the parent-specific count.",2026-07-24
residential_multicard_13243050100000,complete,townhouse_development,4,4,7610,https://www.zillow.com/homedetails/3011-W-Cornelia-Ave-Chicago-IL-60618/89973690_zpid/,https://www.compass.com/building/3455-n-whipple-st-chicago-il-60618/593075521047072413/,TRUE,FALSE,"Zillow identifies 3011 W Cornelia as a fee-simple townhome in Cornelia Court. The parent is part of the larger 2006-2007 townhouse development; external evidence resolves type but not whether exactly four units belong uniquely to this parent.",2026-07-24
residential_multicard_13243050580000,complete,townhouse_development,6,6,11892,https://www.zillow.com/homedetails/3445-N-Whipple-St-Chicago-IL-60618/245563987_zpid/,https://www.countyoffice.org/n-whipple-st-chicago-il-property-records/,TRUE,FALSE,"External records identify the 3435-3445 N Whipple successors as 2014 fee-simple townhouses of 1,982 square feet each. The six-card parent matches six listed addresses, but the surrounding development has overlapping historical parents, so the parent-specific episode count remains subject to the lineage audit.",2026-07-24
residential_multicard_13243050590000,complete,townhouse_development,3,3,5946,https://www.compass.com/building/3433-n-whipple-st-chicago-il-60618/592974745721084877/,https://www.countyoffice.org/n-whipple-st-chicago-il-property-records/,TRUE,FALSE,"Compass and CountyOffice identify 3429-3433 N Whipple as part of the same 2014 townhouse development. The three-card parent matches three addresses, but overlapping historical parents prevent treating the count as independently verified.",2026-07-24
residential_multicard_13243050670000,complete,townhouse_development,8,8,15856,https://www.realtor.com/realestateandhomes-detail/3036-W-Newport-Ave_Chicago_IL_60618_M82029-66302,https://www.compass.com/building/3433-n-whipple-st-chicago-il-60618/592974745721084877/,TRUE,FALSE,"A representative Newport successor is a fee-simple townhouse in the same gated Avondale development. The parent cards and successor addresses establish townhouse use, but one additional successor and overlapping lineage leave the parent-specific count unresolved.",2026-07-24
residential_multicard_13243050680000,complete,townhouse_development,3,3,5946,https://www.realtor.com/realestateandhomes-detail/3036-W-Newport-Ave_Chicago_IL_60618_M82029-66302,https://www.compass.com/building/3433-n-whipple-st-chicago-il-60618/592974745721084877/,TRUE,FALSE,"External sources identify the Newport and Whipple successors as fee-simple townhouses within the same development. The three-card parent is not independently isolated from the broader successor set, so type is resolved but the count is not.",2026-07-24
residential_multicard_13353010370000,complete,detached_single_family_collection,6,6,,https://www.zillow.com/homedetails/1904-N-Springfield-Ave-Chicago-IL-60647/306331085_zpid/,https://www.realtor.com/realestateandhomes-detail/1904-N-Springfield-Ave_Chicago_IL_60647_M84225-86455,TRUE,FALSE,"External sources identify representative successors at 1904 and neighboring Springfield addresses as detached single-family homes. Six successor parcels indicate six houses, but the three-card historical parent does not independently reproduce that count.",2026-07-24
residential_multicard_13354070010000,complete,two_detached_single_family_houses,2,2,4162,https://www.zillow.com/homedetails/3537-W-Cortland-St-Chicago-IL-60647/338834298_zpid/,https://www.google.com/maps/search/?api=1&query=3535%20W%20Cortland%20St%20Chicago%20IL,TRUE,TRUE,"Two exact permits authorize detached single-family houses at 3535 and 3537 W Cortland. Two successor parcels and the external property page corroborate two completed houses.",2026-07-24
residential_multicard_13354090450000,complete,townhouse_development,16,16,30432,https://www.apartments.com/1800-n-spaulding-ave-chicago-il/qynlb0y/,https://www.homesbymarco.com/parks/julia_de_burgos_park_in_chicago_il,TRUE,FALSE,"External sources identify Spaulding Avenue as a 16-unit townhouse development and the reviewed address as a three-story townhome. The 16 one-unit cards support the reported count, but 17 successor records require the separate lineage reconciliation.",2026-07-24
residential_multicard_13362020650000,complete,two_detached_single_family_houses,2,2,3700,https://luxurychicagocondos.com/tag/logan-square/,https://www.google.com/maps/search/?api=1&query=2150%20N%20Rockwell%20St%20Chicago%20IL,TRUE,TRUE,"The external listing identifies 2150 N Rockwell as a contemporary single-family home. Exact permits and successor parcels at 2150 and 2152 reproduce two detached houses.",2026-07-24
residential_multicard_13362030180000,complete,townhouse_development,7,7,12143,https://www.redfin.com/IL/Chicago/2249-N-Rockwell-St-60647/home/13417841,https://chicago.legistar.com/ViewReport.ashx?Extra=WithText&GID=106&GUID=A307891E-B570-4020-907A-002DCBD73E5C&ID=3056339&M=R&N=Master&Title=Legislation+Details+%28With+Text%29,TRUE,FALSE,"Redfin identifies 2249 N Rockwell as a townhouse, and the official zoning record covers the 2245-2249 townhouse site. This parent overlaps a second seven-card parent and a 14-unit successor set, so building type is resolved but its unique count is not.",2026-07-24
residential_multicard_13362030190000,complete,townhouse_development,7,7,12143,https://www.zillow.com/homedetails/2245-N-Rockwell-St-2-Chicago-IL-60647/2079184131_zpid/,https://chicago.legistar.com/ViewReport.ashx?Extra=WithText&GID=106&GUID=A307891E-B570-4020-907A-002DCBD73E5C&ID=3056339&M=R&N=Master&Title=Legislation+Details+%28With+Text%29,TRUE,FALSE,"Zillow and the official zoning record identify the 2245-2249 site as attached townhouse construction. This parent overlaps the neighboring seven-card parent and lacks a separate successor set, so its unique episode count remains unresolved.",2026-07-24
residential_multicard_13362160310000,complete,three_detached_single_family_houses,3,3,7640,https://www.redfin.com/IL/Chicago/2202-N-Campbell-Ave-60647/home/140045665,https://www.zillow.com/homedetails/2504-W-Palmer-St-Chicago-IL-60647/332930449_zpid/,TRUE,TRUE,"External sources identify 2202 N Campbell and 2504 W Palmer as detached single-family homes; the third exact permit is at 2206 N Campbell. Three permits, footprints, successor parcels, and cards reproduce three houses.",2026-07-24
residential_multicard_13363170210000,complete,two_family_property,1,2,2850,https://www.padmapper.com/rentals/9425316p/2-bedroom-2-bath-apartment-at-1701-n-troy-st-chicago-il-60647,https://www.google.com/maps/search/?api=1&query=1701%20N%20Troy%20St%20Chicago%20IL,TRUE,TRUE,"The external rental record and the A/B successor addresses identify one two-unit residential building. Two cards and two unit-designated successors reproduce the two-unit count.",2026-07-24
residential_multicard_13364070340000,complete,two_attached_single_family_townhouses,2,2,4752,https://www.zillow.com/homedetails/2518-W-Cortland-St-Chicago-IL-60647/332930782_zpid/,https://www.redfin.com/IL/Chicago/2518-W-Cortland-St-60647/unit-41/home/146242935,TRUE,TRUE,"External sources identify the Cortland development as attached fee-simple townhouses. Two one-unit cards and two successor parcels reproduce two townhouse components.",2026-07-24
residential_multicard_13364080550000,complete,townhouse_development,3,3,6843,https://www.redfin.com/IL/Chicago/2455-W-Homer-St-60647/home/40374903,https://www.google.com/maps/search/?api=1&query=2455%20W%20Homer%20St%20Chicago%20IL,TRUE,TRUE,"Redfin identifies 2455 W Homer as a fee-simple townhome. Three one-unit cards and successor addresses at 2455, 2457, and 2459 reproduce three attached homes.",2026-07-24
residential_multicard_14072180230000,complete,single_apartment_building,1,2,,https://www.zillow.com/b/1724-w-berwyn-ave-chicago-il-9s6r/,https://www.google.com/maps/search/?api=1&query=1724%20W%20Berwyn%20Ave%20Chicago%20IL,TRUE,TRUE,"Zillow identifies 1724 W Berwyn as one apartment building and separately lists Units 1 and 2. The two one-unit cards therefore represent two dwellings in one physical multifamily building.",2026-07-24
residential_multicard_14193060100000,complete,townhouse_development,3,3,,https://www.redfin.com/IL/Chicago/2033-W-Addison-St-60618/unit-B/home/13387731,https://www.google.com/maps/search/?api=1&query=2033%20W%20Addison%20St%20Chicago%20IL,TRUE,FALSE,"Redfin identifies 2033 W Addison Unit B as a townhouse. Parcel lineage identifies three townhouse successors, while the historical parent has two one-unit cards. The site should be excluded from multifamily, but the parent-specific count remains unresolved.",2026-07-24
residential_multicard_14193110360000,complete,two_attached_single_family_townhouses,2,2,,https://www.apartments.com/2224-w-roscoe-st-chicago-il/lvzw2rd/,https://www.realtor.com/realestateandhomes-detail/2224-W-Roscoe-St-A_Chicago_IL_60618_M71264-20328,TRUE,TRUE,"External listings identify 2224 W Roscoe Unit A as a townhouse and the paired Roscoe/Bell addresses as two attached homes. The two cards describe townhouse components rather than one multifamily building.",2026-07-24
residential_multicard_14203030190000,complete,single_mixed_use_apartment_building,1,4,7266,https://www.crexi.com/lease/properties/108148/illinois-3542-n-southport-ave,https://www.google.com/maps/search/?api=1&query=3542%20N%20Southport%20Ave%20Chicago%20IL,TRUE,TRUE,"Crexi identifies 3542 N Southport as one mixed-use building with four apartments and 7,266 square feet. The selected assessor record reproduces the four residential units and building area, so this belongs in the multifamily sample.",2026-07-24
residential_multicard_14203110570000,complete,single_apartment_building,1,4,,https://www.zillow.com/b/3440-north-southport-avenue-2-chicago-il-Bjvw/,https://www.google.com/maps/search/?api=1&query=3440%20N%20Southport%20Ave%20Chicago%20IL,TRUE,TRUE,"Zillow identifies 3440 N Southport as one apartment building and exposes separate unit listings at the address. The assessor record reports four dwellings in the physical building, so the project belongs in the multifamily sample.",2026-07-24
residential_multicard_14204230050000,complete,single_apartment_building,1,3,4729,https://www.crexi.com/property-records/14204230050000-CHICAGO-IL-60657-7978/e11e992f312ed3fcd239d5255c47d4f14a545e3d,https://www.google.com/maps/search/?api=1&query=3247%20N%20Seminary%20Ave%20Chicago%20IL,TRUE,TRUE,"Crexi identifies the exact PIN at 3247 N Seminary as one three-unit, 4,729-square-foot multifamily building. Those values exactly reproduce the selected assessor record.",2026-07-24
residential_multicard_14302050090000,complete,townhouse_development,3,3,,https://www.zillow.com/homedetails/3101-N-Damen-Ave-Chicago-IL-60618/245677521_zpid/,https://www.google.com/maps/search/?api=1&query=1952%20W%20Barry%20Ave%20Chicago%20IL,TRUE,TRUE,"Zillow identifies 3101 N Damen as a townhouse, and parcel lineage identifies townhouse successors at 1952, 1954, and 1956 W Barry. The three one-unit cards describe three attached homes rather than one multifamily building.",2026-07-24
residential_multicard_14304040490000,complete,single_six_unit_condominium_building,1,6,,https://www.zillow.com/homedetails/1656-W-Wrightwood-Ave-3-Chicago-IL-60614/2059768255_zpid/,https://www.google.com/maps/search/?api=1&query=1656%20W%20Wrightwood%20Ave%20Chicago%20IL,TRUE,TRUE,"The address is a condominium building with separately identified unit records, including Unit 3. The assessor record reports six dwellings in one physical building, so the project belongs in the multifamily sample rather than being treated as six houses.",2026-07-24
residential_multicard_14313250410000,complete,single_mixed_use_one_dwelling_building,1,1,3085,https://chicago.legistar.com/LegislationDetail.aspx?From=RSS&FullText=1&G=503964DF-290E-455B-86CC-7B03A231E984&GUID=EBD8C809-7AFE-4E5F-85C7-215B41E81447&ID=1423009,https://www.crexi.com/lease/properties/998809/illinois-1708-n-damen-avenue-1,TRUE,FALSE,"The official zoning application specifies ground-floor retail with one dwelling above. Crexi identifies one 3,085-square-foot mixed-use building and labels two total units, evidently one commercial and one residential. The assessor's two-unit value is not a count of two dwellings; this site should not enter the multifamily sample.",2026-07-24
residential_multicard_14324100350000,complete,single_detached_single_family_house,1,1,7896,https://www.zillow.com/homedetails/1962-N-Halsted-St-Chicago-IL-60614/2123257043_zpid/,https://www.google.com/maps/search/?api=1&query=1962%20N%20Halsted%20St%20Chicago%20IL,TRUE,FALSE,"Zillow identifies 1962 N Halsted as one 7,896-square-foot single-family residence. The two assessor cards do not describe two residential buildings or two dwellings, so this site should be excluded from the multifamily sample and its residential unit count requires correction to one.",2026-07-24
residential_multicard_14333180250000,complete,townhouse_development,5,5,,https://www.redfin.com/IL/Chicago/1756-N-Cleveland-Ave-60614/home/13345699,https://www.google.com/maps/search/?api=1&query=1756%20N%20Cleveland%20Ave%20Chicago%20IL,TRUE,TRUE,"Redfin identifies 1756 N Cleveland as an attached townhouse, and the five one-unit cards correspond to the row's townhouse components. The site is a collection of attached single-family homes rather than one multifamily building.",2026-07-24
residential_multicard_16113080220000,complete,two_adjacent_apartment_buildings,2,5,5910,https://www.crexi.com/property-records/16113080750000-CHICAGO-IL-60624-2355/c3e247ae4e8f0e601a5c36a1e5a36efdc78f9c9c,https://www.redfin.com/IL/Chicago/3860-W-West-End-Ave-60624/home/13292480,TRUE,FALSE,"Crexi identifies 3858 W West End as a three-unit, 2,955-square-foot building, and Redfin identifies adjacent 3860 as a legal two-flat of approximately the same size. The site contains two multifamily buildings and belongs in the multifamily sample, but current external evidence supports five rather than the historical six-unit total.",2026-07-24
residential_multicard_16133040040000,complete,townhouse_development,6,6,,https://www.compass.com/building/713-s-kedzie-ave-chicago-il-60612/593300757067458613/,https://www.google.com/maps/search/?api=1&query=713%20S%20Kedzie%20Ave%20Chicago%20IL,TRUE,FALSE,"Compass identifies 713 S Kedzie as a six-unit townhouse condominium development. The historical parent has five cards and shares successor addresses with the adjoining Kedzie development, so townhouse use is clear but the parent-specific five-unit count is not independently supported.",2026-07-24
residential_multicard_16133120440000,complete,townhouse_development,1,1,,https://www.zillow.com/homedetails/805-S-Kedzie-Ave-Chicago-IL-60612/123561517_zpid/,https://www.google.com/maps/search/?api=1&query=805%20S%20Kedzie%20Ave%20Chicago%20IL,TRUE,FALSE,"Zillow identifies 805 S Kedzie as a townhome. The two-card historical parent is part of a larger attached-home development, so the site should be excluded from multifamily, but the parent-specific two-unit count is not independently verified.",2026-07-24
residential_multicard_16133120460000,complete,townhouse_development,10,10,,https://ilfls.com/listing/821-s-kedzie-ave-unit-2-chicago-il-60612-403359,https://www.redfin.com/IL/Chicago/805-S-Kedzie-Ave-60612/home/64226794,TRUE,FALSE,"External listings identify the Kedzie addresses as townhouse or rowhouse units, and parcel lineage identifies ten physical townhouse successors. The historical parent has five cards and reports fifteen units, so building type is resolved but its parent-specific unit total is not.",2026-07-24
residential_multicard_16133080040000,complete,townhouse_development,2,2,,https://www.compass.com/building/3149-w-lexington-st-chicago-il-60612/592962061927802045/,https://www.zillow.com/homedetails/3149-W-Lexington-St-UNIT-4-Chicago-IL-60612/117891619_zpid/,TRUE,FALSE,"Compass identifies the successor address at 3149 W Lexington as a five-unit townhouse development, and Zillow identifies an individual successor as a fee-simple townhouse. The parent links to one Lexington unit and 743 S Kedzie, resolving townhouse use but not independently proving that exactly two components belong to this historical parent.",2026-07-24
residential_multicard_16134250010000,complete,detached_single_family_collection,17,17,,https://www.redfin.com/IL/Chicago/2543-W-Grenshaw-St-60612/home/39563538,https://www.realtor.com/realestateandhomes-detail/2507-W-Grenshaw-St_Chicago_IL_60612_M71375-62844,TRUE,TRUE,"External listings at both ends of the exact permit-address range identify detached single-family houses built in 2008-2009. Seventeen exact new-construction permits at distinct Grenshaw addresses reproduce the seventeen one-unit cards. The parent overlaps a much larger later parcel lineage, but this construction episode is a seventeen-house collection rather than multifamily construction.",2026-07-24
residential_multicard_16142200010000,complete,townhouse_development,5,5,16250,https://www.redfin.com/IL/Chicago/3325-W-Jackson-Blvd-60624/home/45510984,https://www.redfin.com/IL/Chicago/3317-W-Jackson-Blvd-60624/home/45510988,TRUE,FALSE,"Redfin identifies 3317 and 3325 W Jackson as individual three-story townhouses of approximately 3,250 square feet. The five equal one-unit cards therefore describe a row of attached single-family townhouses, not one multifamily building. Current successor addresses do not independently isolate all five historical components, so the parent count remains lineage-based.",2026-07-24
residential_multicard_16362010090000,complete,townhouse_development,70,70,,https://www.zillow.com/homedetails/2416-W-32nd-Pl-Chicago-IL-60608/89961325_zpid/,https://www.redfin.com/IL/Chicago/2416-W-32nd-Pl-60608/home/26812214,TRUE,FALSE,"Zillow and Redfin identify 2416 W 32nd Place as an individual townhouse in a seventy-townhouse community. The historical parent contains forty-three one-unit cards and should be excluded from multifamily, but the parent-specific forty-three-unit count cannot be independently isolated from the broader seventy-home development.",2026-07-24
residential_multicard_16362010900000,complete,townhouse_development,9,9,,https://www.redfin.com/IL/Chicago/2430-W-Bross-Ave-60608/home/52208650,https://www.redfin.com/IL/Chicago/2440-W-Bross-Ave-60608/unit-9/home/105709367,TRUE,FALSE,"Redfin identifies 2430 W Bross as an individual townhome and the neighboring nine-unit component at 2440 W Bross as McKinley Gardens townhomes. The historical parent is part of the larger development and should be excluded from multifamily, but its nine-card count is not independently isolated from the thirty-six successor parcels.",2026-07-24
residential_multicard_16362011000000,complete,townhouse_development,8,8,13288,https://www.redfin.com/IL/Chicago/2442-W-Bross-Ave-60608/home/113044321,https://www.redfin.com/IL/Chicago/2440-W-Bross-Ave-60608/unit-9/home/105709367,TRUE,TRUE,"The exact Redfin property record reports eight structures totaling 13,288 square feet at 2442 W Bross. The adjacent, contemporaneous McKinley Gardens records identify the same structural form as fee-simple townhouses. The eight cards therefore describe eight attached homes rather than one multifamily building.",2026-07-24
residential_multicard_16364050590000,complete,townhouse_development,18,18,,https://www.redfin.com/IL/Chicago/3531-S-Maplewood-Ave-60632/unit-3/home/171314574,https://www.hellocondo.com/chicago-il/3515-s-maplewood-avenue-chicago-il-60632,TRUE,FALSE,"Redfin identifies the Maplewood project as McKinley Square Townhomes, and the 3515 building page identifies nine large townhouse units. The historical parent contains eighteen one-unit cards within a broader forty-nine-unit successor lineage. Townhouse use is clear, but the parent-specific eighteen-unit count is not independently isolated.",2026-07-24
residential_multicard_16364050790000,complete,townhouse_development,10,10,20600,https://www.redfin.com/IL/Chicago/3535-S-Maplewood-Ave-60632/unit-4/home/178522326,https://www.redfin.com/IL/Chicago/3531-S-Maplewood-Ave-60632/unit-3/home/171314574,TRUE,FALSE,"External listings identify 3535 S Maplewood Unit 4 and the adjoining McKinley Square development as townhouses. Ten one-unit cards totaling 20,600 square feet describe attached homes, not one multifamily building, although the parent-specific count lacks a separate current successor crosswalk.",2026-07-24
residential_multicard_16364130200000,complete,townhouse_development,12,12,,https://www.redfin.com/IL/Chicago/2501-W-36th-St-60632/unit-11/home/26812235,https://www.zillow.com/homedetails/2501-W-36th-St-UNIT-16-Chicago-IL-60632/89946650_zpid/,TRUE,FALSE,"Redfin identifies McKinley Commons as a twelve-townhouse development, and Zillow identifies Unit 16 as a townhouse and single-family residence. The historical parent contains eight one-unit cards within a larger successor set, so it should be excluded from multifamily but its eight-card episode count is not independently isolated.",2026-07-24
