project_id,reported_year,construction_year,reason,evidence
residential_17293030120000,2019,2020,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/
residential_17293030130000,2019,2020,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/
residential_17293030140000,2019,2020,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/
residential_17293030150000,2019,2020,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/
residential_17293030160000,2019,2020,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/
residential_19174170050000,2007,2006,"The parcel sold as land in November 2005, and the first Assessor record reports a 2006 building with the same physical characteristics retained thereafter. Later Assessor records alternately report 2007 and 2009, so 2006 is retained with medium confidence.",533235396
residential_19201120560000,2008,2006,Contemporaneous property records identify the townhouse development as built in 2006. The Assessor reported 2006 until revising the year to 2008 in 2022.,https://www.zillow.com/homedetails/6448-S-Mobile-Ave-UNIT-1W-Chicago-IL-60638/80813076_zpid/
residential_13321220070000,2009,2007,"The parcel sold as land in April 2006 and as land plus building in August 2007. The Assessor first reported 2008 and later revised the year to 2009, but the completed-building sale establishes 2007.",612842019/724922008
residential_13231280470000,2008,2010,"The Assessor reports 2008, but the exact-address City permit authorizing the new residence was filed in 2010. The project cannot predate that permit, so the permit application year is used.",100336986
residential_16364290100000,2014,2016,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100639853
residential_16364290120000,2014,2016,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100639871
residential_19192150180000,2014,2016,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100630583
residential_20102110330000,2014,2016,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100632038
residential_25171220300000,2014,2016,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",100638729
residential_16013130430000,2006,2009,Listings identify a 2009 four-unit building; the 2006 permit converted the newly developed property from three to four units.,100127343
residential_16013130440000,2006,2007,Listings identify a 2007 four-unit building; the 2006 permit converted the newly developed property from three to four units.,100127344
residential_16013130450000,2006,2009,Listings identify a 2009 four-unit building; the 2006 permit converted the newly developed property from three to four units.,100126945
residential_16123250060000,2006,2008,The 2008 listing identifies a new three-unit building ready for occupancy; the 2006 alteration record is not the completion date.,100097840
residential_17172010120000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201012000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010130000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201013000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010140000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201014000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010150000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201015000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010160000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201016000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010170000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201017000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010180000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201018000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010190000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201019000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010200000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201020000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010210000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201021000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010220000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201022000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010230000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201023000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010240000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201024000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010250000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201025000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010260000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201026000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010270000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201027000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010280000,2006,2005,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201028000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010290000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201029000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010300000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201030000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010310000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201031000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010320000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201032000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010330000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201033000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010340000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201034000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010350000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201035000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010360000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201036000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010370000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201037000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010380000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201038000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010390000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201039000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010400000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201040000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010410000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201041000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010420000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201042000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010430000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201043000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010440000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201044000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172010450000,2006,2004,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717201045000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17223020910000,2006,2005,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1722302091000012021; matching floor and land areas already in assessment 2005; user approved correction of reviewed 37; 2026-09-10
residential_17172100450000,2007,2005,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717210045000012021; matching floor and land areas already in assessment 2006; user approved correction of reviewed 37; 2026-09-10
residential_17172100730000,2007,2005,Approved pre-period construction year; same building measurements recorded before selected modern year,Assessor row 1717210073000012021; matching floor and land areas already in assessment 2006; user approved correction of reviewed 37; 2026-09-10
