permit_number,field,value,source,note
100698974,add_homes,17301220420000/17301220430000/17301220440000/17301220450000/17301220460000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Exactly five parcels at 2243 S Coulter (units 1, 2 and three unlabeled; built 2018, first assessed 2019) match the 5 DU building at 2243 W Coulter, with end-unit lands 1883 and 2311; permit is listed as expired."
100719515,add_homes,17301220310000/17301220320000/17301220330000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",4 DU building at 2237 W Coulter; measured is unit 1 and 2237 Coulter units 2-4 complete the building.
100739872,add_homes,16134280490000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Member permit 100739874 is the new house at 2556 W Grenshaw, matching this candidate (built 2019, first assessed 2020)."
100768513,add_homes,17301220520000/17301220530000/17301220550000/17301220560000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Measured 2255 unit 3 (PIN 0540) sits mid-row; PINs 0520-0560 reproduce the 2243 prototype land pattern (1882/1412/1411/1410/2315 vs 1883/1411/1412/1410/2311) for the 5 DU building.
100788370,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Measured no-address parcel has land 94248 sq ft (first assessed 2019) covering the whole Hillock site; the nine individual houses 2559-2579 S Hillock appear in 2020 as split parcels, so adding them double-counts."
100807767,add_homes,13224250160000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Measured 4321 W Henderson is member 100807766; the candidate at 4315 W Henderson is this permit's own address (100807767).
100930815,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Measured no-address parcel (land 8150, first assessed 2023) covers two lots later split into 4724 and 4728 N Hermitage (land ~4140 each, first assessed 2024); 4722 has its own permit 100859890."
100103284,add_homes,13243050440000/13243050430000/13243050420000/13243050410000/13243050400000/13243050390000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Description range 3447-59 N Whipple (typo 3047); 3449-3459 odd side all built 2007/assessed 2008 with 2324 sq ft ends and 1762 sq ft middles.
100132543,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Permit covers 829-833 W 37th Pl but candidates are at 3740-3746 S Halsted and 807 W 37th Pl; 829 later got its own 2013 SFR permit.
100139150,add_homes,14304032560000/14304032540000/14304032530000/14304032520000/14304032510000/14304032500000/14304032490000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Revision 100211205 says 8-unit addresses start at 2649; 2649-2663 N Hermitage odd side gives 8 homes with the same 3064x4/2865x2/2584/4252 mix as the Schubert row, and 2665 belongs to the 7-unit revision 100211206."
100139153,add_homes,14304032280000/14304032290000/14304032300000/14304032310000/14304032320000/14304032330000/14304032340000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Permit covers 1713-1725 W Schubert plus corner 2731 N Hermitage; 1715-1725 are the row and 2721 N Hermitage (4252 sq ft) is the corner unit matching the 3064x4/2865x2/2584/4252 mix of the sister 8-unit row.
100160931,add_homes,13154010400000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Description lists 4356 & 4358 N Tripp; 4358 built 2008, assessed 2010, same 1454 sq ft as MEASURED 4356."
100182901,add_homes,13333270730000/13333270740000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Description lists lots 5417, 5419, 5421 W Galewood; 5419 and 5421 are candidates built 2007/assessed 2008 with matching ~1568 sq ft."
100185612,add_homes,13333270820000/13333270830000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Description lists lots 1922, 1924, 1926 N Lotus; 1924 and 1926 are candidates built 2007/assessed 2008."
100199963,add_homes,13333271240000/13333271250000/13333271260000/13333271270000/13333271280000/13333271290000/13333271300000/13333271310000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Description lists lots 5310, 5308, 5306, 5302, 5300, 5262, 5258, 5256, 5254 W Hanson; all eight non-measured addresses are candidates built 2007/assessed 2008."
100202299,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",2008 revision 100227374 changed 3611 W 50th Pl from four units to one; 3623 and 3625 were separately re-addressed (from 3619/3621) the same day and are not this permit's homes.
100202401,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Only candidate is a class 204 house at 12225 S Laflin built 2015 on a 10309 sq ft lot, not a townhouse at 12239 S Justine."
100238863,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Candidates are 960 W 37th St (own permit 100262850) and the 3702-3714 S Sangamon row across 37th St; the likely row 3624-3630 S Sangamon is not among this case's candidates.
100312149,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Seven measured units at 959 W 37th St; unit 8 is not among candidates, which are the 3624-3630 S Sangamon row, 960 W 37th St (own permit 100262850) and 3702-3714 S Sangamon."
100473487,add_homes,17333270670000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Measured no-address PIN (2168 sq ft, assessed 2013) is the 3817 S Normal house later re-PINned as 3817 (same 2168 sq ft), so only 3819 S Normal for member 100500107 is added."
100506778,add_homes,13043120360000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Member 100506778 is at 5646 N Lockwood and that candidate has the permit on record; 5655 and 5658 N Latrobe have their own permits 100534417 and 100528185.
100523795,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Parent parcels: two measured no-address PINs (2640 sq ft, land 4340 each, assessed 2015) were split into 2446/2444/2440 W Ohio (land ~2835-3054, assessed 2016); adding double-counts."
100545392,add_homes,14313200180000/14313200190000/14313200200000/14313200210000/14313200220000/14313200230000/14313200240000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","1705-1719 N Winnebago form a symmetric 8-unit building (2209 ends, 2169/2211 pairs), 1711 cites this permit, and 1729 N Winnebago starts sister permit 100573916's building at 1723."
100553627,add_homes,13263110530000/13263110520000/13263110510000/13263110500000/13263110490000/13263110480000/13263110470000/13263110460000/13263110450000/13263110440000/13263110430000/13263110420000/13263110410000/13263110400000/13263110390000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Description covers 2629 thru 2659 N Hamlin (16 odd addresses); 2631-2659 are all candidates built 2014/assessed 2016 with 2142 sq ft, and the Ridgeway row belongs to reference app 100506352."
100573916,add_homes,14313200250000/14313200260000/14313200270000/14313200310000/14313200320000/14313200300000/14313200290000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","1723-1737 N Winnebago (with measured 1729) form a symmetric 8-unit building (2209 ends at 1723/1737, 2211 pair at 1729/1731); 1705-1719 belongs to permit 100545392."
100591547,add_homes,16134280370000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Member permit 100597156 is at 2530 W Grenshaw, whose candidate matches the measured 2526 house (class 207, 1766 sq ft, assessed 2016)."
100688417,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Parent parcel: measured no-address PIN (land 2375, assessed 2019) predates 1800/1804/1806 W Warner PINs (assessed 2020, land 202-1459), so adding them double-counts; 4138/4140 N Ravenswood are building 2 under permit 100719869."
100699306,add_homes,20033150510000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",Member permit 100717798 is at 4518 S Prairie; that candidate is a class 278 house built 2018/assessed 2019 like the measured 4510.
100719565,add_homes,17301220340000/17301220350000/17301220360000/17301220370000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","4DU townhome at 2239 Coulter; candidates 2239 Coulter units 1-4 (built 2018, assessed 2019, 1971 sq ft) are exactly the four homes at the permit address; neighbors 2237/2241/2243 are other buildings."
100751055,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Parent parcel: measured no-address PIN (land 9375, assessed 2019) covers both lots later split into 6422 and 6426 N Olympia (land ~4650 each, assessed 2020); adding double-counts."
100768523,add_homes,17301220490000/17301220510000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Measured 2253 W Coulter units 1 and 3 are PINs 0480/0500; no-address PINs 0490 (land 1411) and 0510 (end, land 1882) fill the run and match the 2241 building's land pattern, all built 2019/assessed 2020."
100800731,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Only candidate 12020 S Emerald has its own new-construction permit 100770416 (2018), which is not a member of this case."
100813594,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Parent parcel: measured no-address PIN (land 6250, assessed 2020) covers 5639 and 5641 Giddings, which were split out in 2021 (land ~3128 each); adding double-counts."
100926667,add_homes,17332080640000/17332080660000/17332080680000/17332080700000/17332080720000/17332080740000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Description lists 3212, 3214, 3216, 3218, 3220, 3224, 3226 S Shields; the six non-measured addresses are candidates built 2023/assessed 2024 like measured 3212."
100948644,add_homes,16364290310000/16364290340000/16364290350000/16364290360000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Measured units E/D are PINs 0320/0330; the 0310-0360 run forms one six-unit building (corner end land 2504, other end 1509, built 2023) like the neighboring 0370-0420 and 0430-0480 groups; 3638 A-F belong to permit 100948736."
100960931,no_match,TRUE,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv","Permit covers 3844-3858 S King Dr but only candidates are three homes at 3853-3857 S Calumet Ave, a different street."
100636106,same_building,100693524,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",foundation phase of the 1140 N Wells tower permitted in full as 100693524
100120255,same_building,100080630,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",same 360 E South Water tower as foundation permit 100080630
100645761,replace_homes,13364070410000/13364070420000/13364070430000/13364070440000/13364070460000/13364070470000/13364070480000/13364070550000/13364070560000/13364070570000/13364070580000/13364070600000/13364070610000/13364070620000/13364070630000/13364070640000/13364070650000/13364070660000/13364070670000/13364070680000/13364070690000/13364070700000/13364070730000/13364070740000/13364070750000/13364070760000/13364070770000/13364070780000/13364070790000/13364070800000/13364070810000/13364070820000/13364070830000/13364070840000/13364070850000/13364070860000/13364070870000/13364070880000/13364070890000/13364070900000/13364070910000/13364070920000,"hand check, tasks/audits/construction_hand_checks/queue_first_pass.csv",the measured parcel is the site before it was split; the 42 homes of buildings 1 and 3-8 replace it (building 2 is permit 100645755)
