project_id,review_status,project_exists,new_construction,construction_year_status,reviewed_construction_year,confidence,evidence_type,evidence_ids,evidence_url,notes,reviewed_dwelling_units,reviewed_building_sqft,reviewed_land_sqft,field_notes,reviewed_multifamily
residential_17211230430000,exclude,yes,yes,confirmed,2007,high,successor_component_duplicate,,,"The later single-card PIN reproduces the 2,302-square-foot second card already counted in the five-card 1460 S Emerald project. Retaining both rows would count the same dwelling twice.",,,,Duplicate of one card in residential_17211230250000.,false
residential_multicard_25194030020000,retain,yes,yes,confirmed,2006,high,stable_multicard_parent_record,,,"The five-card PIN is the original Vincennes project. Its five cards have stable, distinct dwelling records and share one project-level land record.",5,8670,6250,,true
residential_25194030320000,exclude,yes,yes,confirmed,2006,high,successor_component_duplicate,,,"The later single-card PIN reproduces the 1,742-square-foot first card already counted in the five-card 11505 S Vincennes project. Retaining both rows would count the same dwelling twice.",,,,Duplicate of one card in residential_25194030020000.,false
residential_13351120430000,exclude,yes,no,not_applicable,,high,contemporaneous_listing_and_persistent_footprint,,https://www.redfin.com/IL/Chicago/2200-N-Lawndale-Ave-60647/home/18954267,"The listing identifies a full rehabilitation or rebuild in 2006, not a new building. The official footprint remains substantially unchanged, so the Assessor's revised year does not establish new construction.",,,,,
residential_14194010470000,retain,yes,yes,corrected,2007,high,city_permit_and_contemporaneous_listing,100113290,https://www.zillow.com/homedetails/1910-W-Cornelia-Ave-Chicago-IL-60657/80846569_zpid/,"The City issued a new-building permit in August 2006 and the completed home is reported as built in 2007. The Assessor selected 2006.",,,,,
residential_16122130410000,retain,yes,yes,confirmed,2006,high,exact_pin_property_record,,https://www.redfin.com/IL/Chicago/2416-W-Erie-St-60612/home/12628042,"The exact PIN is reported as a 2006 single-family home with the same 2,724-square-foot building and 2,975-square-foot lot recorded by the Assessor.",,,,,
residential_17341100410000,retain,yes,yes,confirmed,2006,high,city_permit,100093723,,"The City issued an exact-address permit in 2006 to erect a new two-story single-family residence. The permit and Assessor year agree.",,,,,
residential_20211290250000,retain,yes,yes,corrected,2008,high,contemporaneous_listing,,https://www.redfin.com/IL/Chicago/6613-S-Normal-Blvd-60621/home/40373090,"The completed home is reported as built in 2008 with the same area fields. The Assessor selected 2006.",,,,,
residential_13252160530000,exclude,yes,no,not_applicable,,high,preperiod_structure_and_persistent_footprint,,https://www.crexi.com/property-records/13252160530000-CHICAGO-IL-60647/,"The exact PIN is reported as a 1916 structure and the 2008 footprint records the same older building. Nearby new-building permits cannot be assigned to this parcel.",,,,,
residential_14084150580000,exclude,yes,yes,corrected,2004,high,preperiod_townhouse_cluster,,https://www.zillow.com/homedetails/4873-N-Winthrop-Ave-Chicago-IL-60640/89896457_zpid/,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period.",,,,,
residential_14084150590000,exclude,yes,yes,corrected,2004,high,preperiod_townhouse_cluster,,https://www.zillow.com/homedetails/4873-N-Winthrop-Ave-Chicago-IL-60640/89896457_zpid/,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period.",,,,,
residential_14084150600000,exclude,yes,yes,corrected,2004,high,preperiod_townhouse_cluster,,https://www.zillow.com/homedetails/4873-N-Winthrop-Ave-Chicago-IL-60640/89896457_zpid/,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period.",,,,,
residential_14084150610000,exclude,yes,yes,corrected,2004,high,preperiod_townhouse_cluster,,https://www.zillow.com/homedetails/4873-N-Winthrop-Ave-Chicago-IL-60640/89896457_zpid/,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period.",,,,,
residential_14084150620000,exclude,yes,yes,corrected,2004,high,preperiod_townhouse_cluster,,https://www.zillow.com/homedetails/4873-N-Winthrop-Ave-Chicago-IL-60640/89896457_zpid/,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period.",,,,,
residential_14084150630000,exclude,yes,yes,corrected,2004,high,preperiod_townhouse_cluster,,https://www.zillow.com/homedetails/4873-N-Winthrop-Ave-Chicago-IL-60640/89896457_zpid/,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period.",,,,,
residential_14192160480000,exclude,yes,yes,corrected,2003,high,preperiod_sale_and_townhouse_cluster,,https://www.redfin.com/IL/Chicago/1600-W-Grace-St-60613/home/21685300,"The townhouse was built and sold before 2006. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement.",,,,,
residential_14192160490000,exclude,yes,yes,corrected,2003,high,preperiod_sale_and_townhouse_cluster,,https://www.homes.com/property/1602-w-grace-st-chicago-il/8myvct6hm2n84/,"The townhouse was built and sold before 2006. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement.",,,,,
residential_14192160500000,exclude,yes,yes,corrected,2003,high,preperiod_sale_and_townhouse_cluster,,https://www.redfin.com/IL/Chicago/1604-W-Grace-St-60613/home/21786051,"The townhouse sold in 2004. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement.",,,,,
residential_14192160510000,exclude,yes,yes,corrected,2004,high,preperiod_sale_and_townhouse_cluster,,https://www.redfin.com/IL/Chicago/1606-W-Grace-St-60613/home/26808024,"The townhouse sold in 2003 and 2005. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement.",,,,,
residential_14192160520000,exclude,yes,yes,corrected,2003,high,preperiod_sale_and_townhouse_cluster,,https://www.zillow.com/homedetails/1608-W-Grace-St-Chicago-IL-60613/89977460_zpid/,"The townhouse was built before 2006. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement.",,,,,
residential_16354130290000,retain,yes,yes,confirmed,2007,high,contemporaneous_listing,,https://www.redfin.com/IL/Chicago/3348-W-Pershing-Rd-60632/home/14127493,"The 2007 listing describes a new-construction brick bungalow and reports the same building and lot areas as the Assessor.",,,,,
residential_20064090380000,retain,yes,yes,confirmed,2007,medium,exact_address_property_record,,https://ilfls.com/listing/4438-s-hermitage-ave-chicago-il-60609,"The exact-address property record reports a 2007 home with the same building and lot areas. A second public source reports a later year, so the selected year is retained with medium confidence.",,,,,
residential_13033160010000,retain,yes,yes,confirmed,2008,high,exact_pin_property_record,,https://www.redfin.com/IL/Chicago/5733-N-Cicero-Ave-60646/home/26829202,"The exact PIN is reported as built in 2008 with the same 3,883-square-foot building and 7,900-square-foot lot.",,,,,
residential_13363090200000,retain,yes,yes,confirmed,2008,high,exact_pin_property_record,,https://www.redfin.com/IL/Chicago/1824-N-Albany-Ave-60647/home/45516272,"The exact PIN is reported as built in 2008 with the same 2,368-square-foot building and 3,100-square-foot lot.",,,,,
residential_14201130530000,retain,yes,yes,corrected,2006,high,contemporaneous_listing_and_sale,,https://www.zillow.com/homedetails/3752-N-Janssen-Ave-Chicago-IL-60613/89897007_zpid/,"The home is reported as built in 2006 and was marketed and sold by 2007. The Assessor selected 2008.",,,,,
residential_16354070670000,retain,yes,yes,corrected,2009,medium,exact_address_property_record,,https://ilfls.com/listing/3533-w-38th-st-chicago-il-60632-651363,"The exact unit record reports a 2009 townhouse with the same area fields. Neighboring units carry nearby but inconsistent years, so the correction is medium confidence.",,,,,
residential_17071210160000,retain,yes,yes,confirmed,2008,high,city_permit,100195549,,"The City issued a 2007 exact-address permit to erect a new single-family residence. The Assessor's 2008 completion year is reasonable.",,,,,
residential_17091190240000,retain,yes,yes,corrected,2006,high,exact_pin_property_record_and_sale,,https://www.countyoffice.org/n-kingsbury-st-chicago-il-property-records/,"The exact PIN is reported as a 7,910-square-foot home built in 2006 and sold in 2007. The Assessor selected 2008.",,,,,
residential_17211230270000,retain,yes,yes,confirmed,2008,high,city_permit_and_contemporaneous_development_listing,100096100/100147488,https://www.redfin.com/IL/Chicago/1446-S-Emerald-St-60607/home/18913841,"This is one of the separately parceled Ivy Hall row houses. City permits and contemporary pre-construction listings document the development, and the completed homes are reported as built in 2008.",,,,,
residential_17211230280000,retain,yes,yes,confirmed,2008,high,city_permit_and_contemporaneous_development_listing,100096099/100147488,https://www.redfin.com/IL/Chicago/1446-S-Emerald-St-60607/home/18913841,"This is one of the separately parceled Ivy Hall row houses. City permits and contemporary pre-construction listings document the development, and the completed homes are reported as built in 2008.",,,,,
residential_17211230290000,retain,yes,yes,confirmed,2008,high,city_permit_and_contemporaneous_development_listing,100096098/100159999,https://www.redfin.com/IL/Chicago/1446-S-Emerald-St-60607/home/18913841,"This is one of the separately parceled Ivy Hall row houses. City permits and contemporary pre-construction listings document the development, and the completed homes are reported as built in 2008.",,,,,
residential_17211230300000,retain,yes,yes,confirmed,2008,high,city_permit_and_contemporaneous_development_listing,100092767/100145615/100159999,https://www.redfin.com/IL/Chicago/1446-S-Emerald-St-60607/home/18913841,"This is one of the separately parceled Ivy Hall row houses. City permits and contemporary pre-construction listings document the development, and the completed homes are reported as built in 2008.",,,,,
residential_20041280450000,retain,yes,yes,corrected,2006,high,city_permit_and_contemporaneous_listing,100121909,https://www.redfin.com/IL/Chicago/422-W-42nd-Pl-60609/home/12889352,"The City issued a 2006 exact-address permit for a new two-story single-family residence. A 2008 listing describes the home as two years old. The Assessor selected 2008.",,,,,
residential_13254270450000,retain,yes,yes,confirmed,2009,high,exact_address_property_record,,https://www.realtor.com/realestateandhomes-detail/2449-N-Talman-Ave_Chicago_IL_60647_M99889-27002,"The exact-address record reports a 2009 home with the same building and lot areas and a 2009 sale.",,,,,
residential_13124111250000,retain,yes,yes,corrected,2008,high,contemporaneous_listing_and_sale,,https://www.redfin.com/IL/Chicago/5007-N-Lincoln-Ave-60625/unit-1/home/18501486,"The home was listed by 2007 and is reported as built in 2008. The Assessor selected 2010 after revising its reported year.",,,,,
residential_17072080540000,retain,yes,yes,corrected,2014,high,city_permit,100524262,,"The City issued an exact-address permit in March 2014 to erect a new three-story single-family residence. The Assessor selected 2011.",,,,,
residential_16013250640000,retain,yes,yes,confirmed,2014,high,city_permit,100503578/100503589,https://www.redfin.com/IL/Chicago/804-N-Mozart-St-60622/home/144509909,"City permits issued in late 2013 authorize new single-family construction at the project site. The Assessor's 2014 completion year is reasonable.",,,,,
residential_17072160370000,exclude,yes,no,not_applicable,,high,preperiod_sales_and_rehabilitation_listing,,https://www.redfin.com/IL/Chicago/1930-W-Race-Ave-60622/home/23122348,"The same improved property sold repeatedly before 2014, including in 2004 and 2009, and the listing identifies an older rehabilitated house. Nearby new-building permits cannot be assigned to this exact parcel.",,,,,
residential_16024080460000,retain,yes,yes,corrected,2014,high,city_permit_and_sale,100494203,https://www.countyoffice.org/property-record-1100-n-christiana-ave-chicago-il-60651/,"The City issued a 2013 exact-site permit for a new single-family residence, and the completed home sold in January 2014. The Assessor selected 2016.",,,,,
residential_13354000470000,retain,yes,yes,corrected,2018,high,city_permit_and_exact_pin_record,100713067,https://www.countyoffice.org/property-record-3570-w-cortland-st-chicago-il-60647/,"The City issued a new-house permit in 2017 and the exact PIN record reports the completed home as built in 2018. The Assessor selected 2019.",,,,,
residential_17293030050000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030060000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030070000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030080000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030090000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030100000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030110000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030120000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030130000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030140000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030150000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17293030160000,retain,yes,yes,corrected,2020,high,contemporaneous_development_listing,,https://www.compass.com/building/1501-w-fuller-st-chicago-il-60608/592770053292385485/,"This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.",,,,,
residential_17171051140000,retain,yes,yes,confirmed,2007,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,753,,false
residential_17171050980000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,777,,false
residential_17171050990000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,776,,false
residential_17171051000000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,772,,false
residential_17171051010000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,778,,false
residential_17171051020000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,778,,false
residential_17171051030000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,776,,false
residential_17171051040000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,776,,false
residential_17171051050000,retain,yes,yes,confirmed,2008,high,city_permit_and_distinct_historical_parcel,100088259/100162707,,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units.",1,1651,776,,false
residential_19174170050000,retain,yes,yes,corrected,2006,medium,parcel_sale_transition_and_assessor_history,533235396,,"The parcel sold as land in November 2005, and the first Assessor record reports a 2006 building with the same physical characteristics retained thereafter. Later Assessor records alternately report 2007 and 2009, so 2006 is retained with medium confidence.",1,2326,3780,,false
residential_17311070250000,exclude,yes,no,not_applicable,,high,preperiod_improved_sale_and_persistent_footprint,411708029/500708059,https://www.redfin.com/IL/Chicago/3236-S-Hamilton-Ave-60608/home/113109547,"The same 1,159-square-foot improved property sold twice in 2004. The official snapshots preserve substantially the same footprint, and no demolition or new-building permit supports the Assessor's later 2008 date.",,,,,
residential_19201120560000,retain,yes,yes,corrected,2006,high,contemporaneous_property_record,,https://www.zillow.com/homedetails/6448-S-Mobile-Ave-UNIT-1W-Chicago-IL-60638/80813076_zpid/,"Contemporaneous property records identify the townhouse development as built in 2006. The Assessor reported 2006 until revising the year to 2008 in 2022.",1,1457,1649,,false
residential_tieback_17341210020000,retain,yes,yes,confirmed,2008,medium,city_permit_and_tieback_history,100088035,https://www.propertyreach.com/il/chicago/33rd,"A City permit authorized a new single-family residence at the site, and the two component PINs are duplicate tax records for one physical project. Assessor history reports 2008 or 2009; the selected 2008 year is retained with medium confidence.",1,3210,4571,,false
residential_13321220070000,retain,yes,yes,corrected,2007,high,parcel_sale_transition,612842019/724922008,,"The parcel sold as land in April 2006 and as land plus building in August 2007. The Assessor first reported 2008 and later revised the year to 2009, but the completed-building sale establishes 2007.",1,1759,3246,,false
residential_14081170090000,exclude,yes,yes,corrected,2005,high,preperiod_land_to_building_sale,503241022/808133170,,"The parcel sold as land in December 2004 and as land plus building in December 2005. The sample begins in 2006, so the Assessor's later 2009 date is not a sample-period construction project.",,,,,
residential_14322230420000,exclude,yes,no,not_applicable,,high,demolition_and_accessory_structure_permits,100367579/100378008,,"The prior three-unit building was demolished in 2010. The only 2011 construction permit is for a 617-square-foot accessory shed, matching the small one-story record that the Assessor labeled as a new residence.",,,,,
residential_17042080350000,retain,yes,yes,confirmed,2011,high,city_permit,100335206,,"A 2010 exact-site permit authorizes construction of a new four-story single-family home. The Assessor first reports the completed 4,093-square-foot building in 2012 with year built 2011.",1,4093,2830,,false
residential_16021050060000,exclude,yes,yes,corrected,2005,high,preperiod_land_to_building_sale_and_persistent_footprint,526405213/626440035,,"The parcel sold as land in 2005 and as land plus building in 2006, while the 2008 footprint reports 2005 and remains physically stable. No 2014 replacement permit or footprint change supports the Assessor's much later date.",,,,,
residential_19012220320000,exclude,yes,no,not_applicable,,high,preperiod_improved_sale_and_persistent_footprint,609333065,,"The property sold as land plus building in March 2006 and the official 2008 footprint reports a 2005 structure that persists through later snapshots. No demolition or new-building permit supports the Assessor's 2017 date.",,,,,
residential_13223230070000,exclude,yes,no,not_applicable,,high,existing_structure_permit_and_property_history,100297210,https://www.zillow.com/homedetails/3241-N-Kenneth-Ave-Chicago-IL-60641/101286058_zpid/,"A 2009 City permit repairs the existing rear porch, and the recorded sale history predates the Assessor's 2008 construction year. The Assessor new-construction designation does not represent a new building.",,,,,
residential_13231210400000,exclude,yes,no,not_applicable,,high,existing_structure_permits,100113182/100256106,https://www.realtor.com/realestateandhomes-detail/3721-N-Parkview-Ter_Chicago_IL_60618_M75210-44402,"City permits in 2006 and 2008 describe alterations to an existing three-story residence. The Assessor new-construction designation does not represent a new building.",,,,,
residential_13231280470000,retain,yes,yes,corrected,2010,high,exact_new_building_permit,100336986,https://www.redfin.com/IL/Chicago/3644-N-Avondale-Ave-60618/home/12735767,"The Assessor reports 2008, but the exact-address City permit authorizing the new residence was filed in 2010. The project cannot predate that permit, so the permit application year is used.",,,,,
residential_16364290100000,retain,yes,yes,corrected,2016,high,exact_new_building_permit,100639853,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",,,,,
residential_16364290120000,retain,yes,yes,corrected,2016,high,exact_new_building_permit,100639871,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",,,,,
residential_19192150180000,retain,yes,yes,corrected,2016,high,exact_new_building_permit,100630583,https://www.trulia.com/home/6456-s-narragansett-ave-chicago-il-60638-158967007,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",,,,,
residential_20102110330000,retain,yes,yes,corrected,2016,high,exact_new_building_permit,100632038,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",,,,,
residential_25171220300000,retain,yes,yes,corrected,2016,high,exact_new_building_permit,100638729,,"The Assessor reports 2014, but the exact-address City permit authorizing the new residence was filed in 2016. The project cannot predate that permit, so the permit application year is used.",,,,,
